,token,ent,sent
0,Xinhua,0,0
1,News,0,0
2,Agency,0,0
3,",",0,0
4,Beijing,0,0
5,",",0,0
6,September,0,0
7,1st,0,0
8,This,0,1
9,afternoon,0,1
10,at,0,1
11,the,0,1
12,Great,0,1
13,People,0,1
14,'s,0,1
15,Hall,0,1
16,",",0,1
17,chairman,0,1
18,of,0,2
19,the,0,2
20,Standing,0,2
21,Committee,0,2
22,of,0,2
23,the,0,2
24,NPC,0,2
25,",",0,2
26,Shi,0,2
27,Qiao,0,2
28,",",0,2
29,met,0,2
30,with,0,2
31,a,0,2
32,Russian,0,2
33,parliamentary,0,2
34,group,0,2
35,led,0,2
36,by,0,2
37,vice,0,2
38,chairman,0,2
39,Wenkerlorphsky,0,2
40,of,0,2
41,the,0,2
42,National,0,2
43,Duma,0,2
44,and,0,2
45,vice,0,2
46,chairman,0,2
47,Sharegernkerf,0,2
48,of,0,2
49,the,0,2
50,Russian,0,2
51,Federation,0,2
52,Economic,0,2
53,Reform,0,2
54,Committee,0,2
55,.,0,2
56,The,0,3
57,representative,0,3
58,group,0,3
59,came,0,3
60,on,0,3
61,August,0,3
62,30th,0,3
63,to,0,3
64,China,ENTITY,3
65,on,0,3
66,the,0,4
67,invitation,0,4
68,of,0,4
69,the,0,4
70,Foreign,0,4
71,Affair,0,4
72,Institute,0,4
73,",",0,4
74,aiming,0,4
75,at,0,4
76,understanding,0,4
77,the,0,4
78,situation,0,4
79,of,0,4
80,economic,0,4
81,reform,0,4
82,in,0,4
83,China,ENTITY,4
84,",",0,4
85,the,0,4
86,protective,0,4
87,role,0,4
88,of,0,4
89,economic,0,4
90,legislation,0,4
91,during,0,4
92,the,0,4
93,process,0,4
94,of,0,4
95,building,0,4
96,up,0,4
97,a,0,4
98,market,0,4
99,economy,0,4
100,structure,0,4
101,",",0,4
102,especially,0,4
103,successful,0,4
104,experience,0,4
105,in,0,4
106,the,0,4
107,area,0,4
108,of,0,4
109,special,0,4
110,economic,0,4
111,zone,0,4
112,construction,0,4
113,.,0,4
114,In,0,5
115,the,0,5
116,evening,0,5
117,",",0,5
118,president,0,5
119,of,0,5
120,the,0,5
121,Foreign,0,5
122,Affair,0,5
123,Institute,0,5
124,",",0,6
125,Shuqin,0,6
126,Liu,0,6
127,",",0,6
128,met,0,6
129,with,0,6
130,and,0,6
131,invited,0,6
132,the,0,6
133,Russian,0,6
134,guests,0,6
135,to,0,6
136,a,0,6
137,banquet,0,6
138,.,0,6
139,-LRB-,0,7
140,End,0,7
141,-RRB-,0,7
