,token,ent,sent
0,Meanwhile,0,0
1,",",0,0
2,the,0,0
3,director,0,0
4,of,0,0
5,the,0,0
6,FBI,0,0
7,",",0,0
8,Louis,0,0
9,Freeh,0,0
10,",",0,1
11,is,0,1
12,headed,0,1
13,for,0,1
14,Yemen,ENTITY,1
15,to,0,1
16,personally,0,1
17,supervise,0,1
18,the,0,1
19,investigation,0,1
20,into,0,1
21,the,0,1
22,attack,0,1
23,on,0,1
24,the,0,1
25,``,0,1
26,USS,0,1
27,Cole,0,1
28,",",0,1
29,'',0,1
30,and,0,1
31,some,0,1
32,progress,0,1
33,is,0,1
34,being,0,1
35,made,0,1
36,.,0,1
37,NBC,0,2
38,'s,0,2
39,Jim,0,2
40,Miklaszewski,0,2
41,is,0,2
42,at,0,2
43,the,0,2
44,Pentagon,0,2
45,tonight,0,2
46,",",0,2
47,with,0,3
48,the,0,3
49,latest,0,3
50,for,0,3
51,us,0,3
52,now,0,3
53,.,0,3
54,Tom,0,4
55,",",0,4
56,investigators,0,4
57,tonight,0,4
58,are,0,4
59,still,0,4
60,trying,0,4
61,to,0,4
62,figure,0,4
63,out,0,4
64,exactly,0,5
65,what,0,5
66,kind,0,5
67,of,0,5
68,explosive,0,5
69,could,0,5
70,cause,0,5
71,such,0,5
72,devastating,0,5
73,damage,0,5
74,to,0,5
75,the,0,5
76,``,0,5
77,Cole,0,5
78,.,0,5
79,'',0,5
80,They,0,6
81,'re,0,6
82,focusing,0,6
83,on,0,6
84,an,0,6
85,abandoned,0,6
86,apartment,0,6
87,where,0,6
88,bomb,0,6
89,-,0,6
90,making,0,7
91,materials,0,7
92,were,0,7
93,found,0,7
94,",",0,7
95,but,0,7
96,today,0,7
97,",",0,7
98,the,0,7
99,Yemen,ENTITY,7
100,President,0,7
101,claims,0,7
102,that,0,7
103,the,0,7
104,explosive,0,7
105,found,0,7
106,could,0,7
107,only,0,7
108,come,0,7
109,from,0,7
110,the,0,7
111,U.S.,0,7
112,or,0,7
113,Israel,0,7
114,",",0,7
115,implying,0,7
116,that,0,7
117,the,0,7
118,materials,0,7
119,or,0,7
120,the,0,7
121,weapon,0,7
122,itself,0,7
123,were,0,7
124,Western,0,7
125,-,0,7
126,made,0,7
127,.,0,7
128,U.S.,0,8
129,military,0,8
130,and,0,8
131,intelligence,0,8
132,officials,0,8
133,can,0,8
134,not,0,8
135,confirm,0,8
136,his,0,8
137,claim,0,8
138,.,0,9
139,Authorities,0,10
140,also,0,10
141,discovered,0,10
142,two,0,10
143,Yemen,ENTITY,10
144,passports,0,10
145,",",0,10
146,but,0,10
147,quickly,0,10
148,determined,0,10
149,they,0,11
150,were,0,11
151,fakes,0,11
152,",",0,11
153,not,0,11
154,surprising,0,11
155,to,0,11
156,one,0,11
157,U.S.,0,11
158,official,0,11
159,",",0,11
160,who,0,11
161,said,0,11
162,everything,0,11
163,in,0,11
164,Yemen,ENTITY,11
165,'s,ENTITY,11
166,terrorist,0,11
167,underground,0,11
168,is,0,11
169,a,0,11
170,forgery,0,11
171,.,0,11
172,Tom,0,12
173,?,0,12
174,Thanks,0,13
175,very,0,13
176,much,0,13
177,",",0,13
178,NBC,0,13
179,'s,0,13
180,Jim,0,13
181,Miklaszewski,0,13
182,at,0,13
183,the,0,13
184,Pentagon,0,14
185,tonight,0,14
186,.,0,14
