,token,ent,sent
0,President,ENTITY,0
1,Clinton,ENTITY,0
2,has,0,0
3,cancelled,0,0
4,all,0,0
5,of,0,0
6,his,ENTITY,0
7,plans,0,0
8,for,0,0
9,the,0,0
10,day,0,1
11,so,0,1
12,he,ENTITY,1
13,can,0,1
14,stay,0,1
15,in,0,1
16,Washington,0,1
17,and,0,1
18,monitor,0,1
19,developments,0,1
20,in,0,1
21,the,0,1
22,Middle,0,1
23,East,0,1
24,.,0,1
25,He,ENTITY,2
26,was,0,2
27,supposed,0,2
28,to,0,2
29,attend,0,2
30,fund,0,2
31,-,0,2
32,raisers,0,2
33,in,0,2
34,Ohio,0,2
35,.,0,3
36,This,0,4
37,morning,0,4
38,he,ENTITY,4
39,spoke,0,4
40,to,0,4
41,Ehud,0,4
42,Barak,0,4
43,and,0,4
44,Yasser,0,4
45,Arafat,0,4
46,.,0,5
47,He,ENTITY,6
48,also,0,6
49,talked,0,6
50,with,0,6
51,the,0,6
52,Egyptian,0,6
53,President,0,6
54,.,0,6
55,Mr.,ENTITY,7
56,Clinton,ENTITY,7
57,is,0,7
58,trying,0,7
59,to,0,7
60,break,0,7
61,an,0,7
62,impasse,0,7
63,between,0,7
64,.,0,7
65,The,0,8
66,U.N.,0,8
67,Security,0,8
68,Council,0,8
69,is,0,8
70,considering,0,8
71,a,0,8
72,resolution,0,8
73,condemning,0,8
74,what,0,8
75,it,0,9
76,calls,0,9
77,``,0,9
78,excessive,0,9
79,violence,0,9
80,against,0,9
81,the,0,9
82,Palestinians,0,9
83,.,0,9
84,'',0,9
85,The,0,10
86,U.S.,0,10
87,is,0,10
88,concerned,0,10
89,it,0,10
90,could,0,10
91,make,0,10
92,it,0,10
93,more,0,10
94,difficult,0,10
95,to,0,11
96,end,0,11
97,the,0,11
98,violence,0,11
99,",",0,11
100,because,0,11
101,the,0,11
102,wording,0,11
103,blames,0,11
104,Israel,0,11
105,.,0,11
