,token,ent,sent
0,If,0,0
1,they,0,0
2,decide,0,0
3,to,0,0
4,make,0,0
5,it,0,0
6,a,0,0
7,centerpiece,0,0
8,we,0,0
9,'ll,0,0
10,know,0,1
11,it,0,1
12,when,0,1
13,we,0,1
14,see,0,1
15,it,0,1
16,/.,0,1
17,What,0,2
18,Bush,ENTITY,2
19,is,0,2
20,trying,0,2
21,to,0,2
22,do,0,2
23,is,0,2
24,not,0,2
25,run,0,2
26,as,0,2
27,Tom,0,3
28,Cruise,0,3
29,anymore,0,3
30,not,0,3
31,run,0,3
32,as,0,3
33,Top,0,3
34,Gun,0,3
35,because,0,3
36,that,0,3
37,'s,0,3
38,not,0,3
39,going,0,3
40,to,0,3
41,work,0,3
42,anymore,0,3
43,/.,0,3
44,I,0,4
45,think,0,4
46,he,ENTITY,4
47,'s,0,4
48,trying,0,4
49,to,0,4
50,run,0,4
51,as,0,4
52,Jack,0,4
53,Bauer,0,4
54,you,0,5
55,know,0,5
56,on,0,5
57,domestic,0,5
58,security,0,5
59,/.,0,5
60,If,0,6
61,it,0,6
62,'s,0,6
63,going,0,6
64,to,0,6
65,be,0,6
66,nationalized,0,6
67,on,0,6
68,the,0,6
69,Republicans,0,6
70,',0,7
71,terms,0,7
72,they,0,7
73,want,0,7
74,it,0,7
75,to,0,7
76,be,0,7
77,about,0,7
78,domestic,0,7
79,security,0,7
80,about,0,7
81,the,0,7
82,Patriot,0,7
83,Act,0,7
84,about,0,7
85,the,0,7
86,surveillance,0,7
87,of,0,7
88,terrorists,0,7
89,et,0,7
90,cetera,0,7
91,/.,0,7
92,Is,0,8
93,n't,0,8
94,it,0,8
95,wonderful,0,8
96,to,0,8
97,see,0,8
98,how,0,8
99,Democrats,0,8
100,are,0,8
101,so,0,8
102,clear,0,9
103,cut,0,9
104,on,0,9
105,issues,0,9
106,like,0,9
107,abortion,0,9
108,rights,0,9
109,/?,0,9
110,We,0,10
111,'re,0,10
112,for,0,10
113,them,0,10
114,/.,0,10
115,No,0,11
116,complications,0,11
117,/.,0,11
118,Yeah,0,12
119,right,0,12
120,right,0,12
121,/.,0,12
122,War,0,13
123,in,0,13
124,Iraq,0,13
125,/.,0,13
126,well,0,14
127,I,0,14
128,do,0,14
129,n't,0,14
130,know,0,14
131,/.,0,14
132,Let,0,15
133,me,0,15
134,ask,0,15
135,you,0,15
136,about,0,15
137,two,0,15
138,thousand,0,15
139,and,0,15
140,eight,0,15
141,/.,0,15
142,One,0,16
143,of,0,16
144,the,0,16
145,guys,0,16
146,"I""m",0,16
147,watching,0,16
148,is,0,16
149,a,0,16
150,dark,0,16
151,horse,0,16
152,/.,0,17
153,And,0,18
154,I,0,18
155,do,0,18
156,n't,0,18
157,think,0,18
158,he,0,18
159,would,0,18
160,have,0,18
161,passed,0,18
162,muster,0,18
163,at,0,19
164,the,0,19
165,Memphis,0,19
166,meeting,0,19
167,we,0,19
168,were,0,19
169,covering,0,19
170,because,0,19
171,he,0,19
172,was,0,19
173,so,0,19
174,culturally,0,19
175,conservative,0,19
176,/.,0,19
177,Is,0,20
178,the,0,20
179,guy,0,20
180,I,0,20
181,believe,0,20
182,who,0,20
183,would,0,20
184,win,0,20
185,if,0,20
186,we,0,20
187,did,0,21
188,n't,0,21
189,have,0,21
190,political,0,21
191,parties,0,21
192,/.,0,21
193,If,0,22
194,we,0,22
195,did,0,22
196,n't,0,22
197,have,0,22
198,a,0,22
199,Democratic,0,22
200,party,0,22
201,and,0,22
202,we,0,22
203,did,0,23
204,n't,0,23
205,have,0,23
206,a,0,23
207,Republican,0,23
