,token,ent,sent
0,United,0,0
1,Nations,0,0
2,has,0,0
3,restored,0,0
4,full,0,0
5,membership,0,0
6,to,0,0
7,Yugoslavia,ENTITY,0
8,",",0,0
9,eight,0,0
10,years,0,1
11,after,0,1
12,it,ENTITY,1
13,lost,0,1
14,its,ENTITY,1
15,voting,0,1
16,rights,0,1
17,.,0,1
18,VOA,0,2
19,'s,0,2
20,Breck,0,2
21,Ardery,0,2
22,reports,0,2
23,from,0,2
24,the,0,2
25,UN,0,2
26,.,0,2
27,The,0,3
28,General,0,3
29,Assembly,0,3
30,enthusiastically,0,3
31,approved,0,3
32,Yugoslavia,ENTITY,3
33,'s,ENTITY,3
34,membership,0,3
35,by,0,3
36,acclamation,0,3
37,after,0,4
38,receiving,0,4
39,a,0,4
40,positive,0,4
41,recommendation,0,4
42,Tuesday,0,4
43,",",0,4
44,from,0,4
45,the,0,4
46,UN,0,4
47,Security,0,4
48,Council,0,4
49,.,0,4
50,Assembly,0,5
51,President,0,5
52,Harry,0,5
53,Holkerry,0,5
54,made,0,5
55,the,0,5
56,official,0,5
57,announcement,0,5
58,.,0,5
59,I,0,6
60,therefore,0,6
61,declare,0,6
62,the,ENTITY,6
63,Federal,ENTITY,6
64,Republic,ENTITY,6
65,of,0,6
66,Yugoslavia,0,6
67,admitted,0,6
68,to,0,6
69,membership,0,7
70,in,0,7
71,the,0,7
72,United,0,7
73,Nation,0,7
74,.,0,7
75,The,0,8
76,action,0,8
77,ends,0,8
78,eight,0,8
79,years,0,8
80,of,0,8
81,isolation,0,8
82,of,0,8
83,Yugoslavia,ENTITY,8
84,at,0,8
85,the,0,9
86,United,0,9
87,Nations,0,9
88,.,0,9
89,When,0,10
90,Yugoslavia,ENTITY,10
91,began,0,10
92,breaking,0,10
93,up,0,10
94,in,0,10
95,1992,0,10
96,",",0,10
97,the,0,10
98,General,0,10
99,Assembly,0,11
100,stripped,0,11
101,the,ENTITY,11
102,nation,ENTITY,11
103,of,0,11
104,its,ENTITY,11
105,voting,0,11
106,rights,0,11
107,and,0,11
108,ruled,0,11
109,Yugoslavia,ENTITY,11
110,must,0,11
111,reapply,0,11
112,for,0,11
113,UN,0,11
114,membership,0,11
115,",",0,11
116,but,0,11
117,it,ENTITY,11
118,never,0,11
119,did,0,11
120,until,0,11
121,a,0,11
122,few,0,11
123,days,0,11
124,ago,0,11
125,when,0,11
126,the,0,11
127,new,0,11
128,democratically,0,11
129,elected,0,11
130,President,0,11
131,of,0,11
132,Yugoslavia,ENTITY,11
133,",",0,11
134,Vojislav,0,11
135,Kostunica,0,11
136,sent,0,11
137,a,0,11
138,formal,0,11
139,request,0,11
140,to,0,11
141,the,0,11
142,United,0,11
143,Nations,0,11
144,.,0,11
145,US,0,12
146,Ambassador,0,12
147,Richard,0,12
148,Holbrooke,0,12
149,said,0,12
150,",",0,12
151,President,0,12
152,Kostunica,0,12
153,is,0,12
154,to,0,12
155,be,0,13
156,congratulated,0,13
157,.,0,13
158,We,0,14
159,congratulate,0,14
160,President,0,14
161,Kostunica,0,14
162,on,0,14
163,his,0,14
164,leadership,0,14
165,in,0,14
166,bringing,0,14
167,peaceful,0,14
168,and,0,15
169,democratic,0,15
170,change,0,15
171,to,0,15
172,Yugoslavia,ENTITY,15
173,.,0,15
174,We,0,16
175,congratulate,0,16
176,his,0,16
177,colleagues,0,16
178,in,0,16
179,the,0,16
180,brave,0,16
181,democracy,0,16
182,movement,0,16
183,that,0,16
184,brought,0,17
185,the,0,17
186,will,0,17
187,of,0,17
188,the,0,17
189,people,0,17
190,to,0,17
191,power,0,17
192,in,0,17
193,Belgrade,0,17
194,.,0,17
195,President,0,18
196,Kostunica,0,18
197,has,0,18
198,sent,0,18
199,a,0,18
200,special,0,18
201,envoy,0,18
202,to,0,18
203,the,0,18
204,United,0,18
205,Nations,0,19
206,",",0,19
207,Goran,0,19
208,Slevonovich,0,19
209,",",0,19
210,who,0,19
211,told,0,19
212,the,0,19
213,General,0,19
214,Assembly,0,19
215,the,ENTITY,19
216,new,ENTITY,19
217,government,ENTITY,19
218,in,0,19
219,Yugoslavia,0,19
220,will,0,19
221,work,0,19
222,with,0,19
223,its,ENTITY,19
224,neighbors,0,19
225,to,0,19
226,overcome,0,19
227,problems,0,19
228,.,0,19
229,To,0,20
230,that,0,20
231,end,0,20
232,",",0,20
233,Yugoslavia,ENTITY,20
234,will,0,20
235,be,0,20
236,a,0,20
237,trustful,0,20
238,neighbor,0,20
239,and,0,21
240,a,0,21
241,conscientious,0,21
242,member,0,21
243,of,0,21
244,the,0,21
245,international,0,21
246,community,0,21
247,and,0,21
248,will,0,21
249,invest,0,21
250,its,ENTITY,21
251,best,0,21
252,efforts,0,21
253,to,0,21
254,promote,0,21
255,peace,0,21
256,and,0,21
257,stability,0,21
258,in,0,21
259,the,0,21
260,region,0,21
261,",",0,21
262,as,0,21
263,well,0,21
264,as,0,21
265,worldwide,0,21
266,.,0,21
267,Mr.,0,22
268,Slevonovich,0,22
269,also,0,22
270,thanked,0,22
271,those,0,22
272,nations,0,22
273,that,0,22
274,supported,0,22
275,the,0,22
276,democratic,0,22
277,movement,0,23
278,in,0,23
279,Yugoslavia,ENTITY,23
280,in,0,23
281,what,0,23
282,he,0,23
283,called,0,23
284,a,0,23
285,hard,0,23
286,and,0,23
287,often,0,23
288,uphill,0,23
289,battle,0,23
290,.,0,23
291,Breck,0,24
292,Ardery,0,24
293,",",0,24
294,VOA,0,24
295,News,0,24
296,",",0,24
297,at,0,24
298,the,0,24
299,United,0,24
300,Nations,0,24
301,.,0,25
