,token,ent,sent
0,I,0,0
1,am,0,0
2,Dave,0,0
3,Deforest,0,0
4,",",0,0
5,VOA,ENTITY,0
6,News,0,0
7,.,0,0
8,President,0,1
9,Clinton,0,1
10,has,0,1
11,given,0,1
12,Israeli,0,1
13,and,0,1
14,Palestinian,0,1
15,delegates,0,1
16,some,0,1
17,new,0,1
18,proposals,0,2
19,that,0,2
20,could,0,2
21,still,0,2
22,open,0,2
23,the,0,2
24,way,0,2
25,to,0,2
26,a,0,2
27,peace,0,2
28,agreement,0,2
29,before,0,2
30,he,0,2
31,leaves,0,2
32,office,0,2
33,January,0,2
34,20th,0,2
35,.,0,2
36,The,0,3
37,White,0,3
38,House,0,3
39,meeting,0,3
40,capped,0,3
41,a,0,3
42,week,0,3
43,of,0,3
44,closed,0,3
45,door,0,3
46,Middle,0,4
47,East,0,4
48,talks,0,4
49,in,0,4
50,Washington,0,4
51,.,0,4
52,VOA,ENTITY,5
53,'s,ENTITY,5
54,David,0,5
55,Gallust,0,5
56,has,0,5
57,more,0,5
58,.,0,5
59,The,0,6
60,White,0,6
61,House,0,6
62,says,0,6
63,the,0,6
64,proposals,0,6
65,deal,0,6
66,with,0,6
67,both,0,6
68,the,0,6
69,substance,0,7
70,and,0,7
71,procedure,0,7
72,for,0,7
73,a,0,7
74,peace,0,7
75,accord,0,7
76,and,0,7
77,the,0,7
78,signs,0,7
79,are,0,7
80,to,0,7
81,report,0,7
82,back,0,7
83,next,0,7
84,week,0,7
85,on,0,7
86,whether,0,7
87,there,0,7
88,are,0,7
89,grounds,0,7
90,to,0,7
91,try,0,7
92,to,0,7
93,conclude,0,7
94,an,0,7
95,agreement,0,7
96,.,0,7
97,A,0,8
98,Clinton,0,8
99,spokesman,0,8
100,described,0,8
101,the,0,8
102,week,0,8
103,of,0,8
104,US,0,8
105,mediated,0,8
106,talks,0,8
107,as,0,9
108,constructive,0,9
109,",",0,9
110,but,0,9
111,the,0,9
112,parties,0,9
113,had,0,9
114,differing,0,9
115,assessments,0,9
116,with,0,9
117,Palestinian,0,9
118,negotiator,0,9
119,Sayeb,0,9
120,Erekat,0,9
121,saying,0,9
122,major,0,9
123,gaps,0,9
124,remain,0,9
125,.,0,9
126,It,0,10
127,'s,0,10
128,been,0,10
129,difficult,0,10
130,.,0,10
131,The,0,11
132,gaps,0,11
133,are,0,11
134,there,0,11
135,.,0,11
136,We,0,12
137,exerted,0,12
138,maximum,0,12
139,efforts,0,12
140,and,0,12
141,we,0,12
142,'ll,0,12
143,continue,0,12
144,to,0,12
145,exert,0,12
146,maximum,0,13
147,efforts,0,13
148,in,0,13
149,order,0,13
150,to,0,13
151,conclude,0,13
152,an,0,13
153,agreement,0,13
154,.,0,13
155,For,0,14
156,his,0,14
157,part,0,14
158,",",0,14
159,Israeli,0,14
160,Foreign,0,14
161,Minister,0,14
162,Shlomo,0,14
163,Ben,0,14
164,-,0,14
165,Ami,0,15
166,seemed,0,15
167,more,0,15
168,optimistic,0,15
169,.,0,15
170,Inevitably,0,16
171,differences,0,16
172,remain,0,16
173,",",0,16
174,but,0,16
175,I,0,16
176,feel,0,16
177,that,0,16
178,it,0,16
179,was,0,16
180,a,0,17
181,very,0,17
182,encouraging,0,17
183,round,0,17
184,of,0,17
185,talks,0,17
186,.,0,17
187,Mr.,0,18
188,Ben,0,18
189,-,0,18
190,Ami,0,18
191,said,0,18
192,the,0,18
193,next,0,18
194,step,0,18
195,might,0,18
196,be,0,18
197,separate,0,19
198,Washington,0,19
199,visits,0,19
200,by,0,19
201,Israeli,0,19
202,and,0,19
203,Palestinian,0,19
204,leaders,0,19
205,.,0,19
206,US,0,20
207,officials,0,20
208,say,0,20
209,a,0,20
210,three,0,20
211,-,0,20
212,way,0,20
213,summit,0,20
214,would,0,20
215,happen,0,20
216,only,0,21
217,if,0,21
218,an,0,21
219,agreement,0,21
220,was,0,21
221,in,0,21
222,hand,0,21
223,.,0,21
224,David,0,22
225,Gallust,0,22
226,",",0,22
227,VOA,ENTITY,22
228,News,ENTITY,22
229,",",0,22
230,the,0,22
231,White,0,22
232,House,0,22
233,.,0,22
