,token,ent,sent
0,Israeli,0,0
1,intelligence,0,0
2,agents,0,0
3,have,0,0
4,captured,0,0
5,16,0,0
6,Palestinians,0,0
7,believed,0,0
8,involved,0,0
9,in,0,0
10,the,0,1
11,mob,0,1
12,killings,0,1
13,of,0,1
14,two,0,1
15,Israeli,0,1
16,soldiers,0,1
17,.,0,1
18,Sources,0,2
19,tell,0,2
20,CNN,0,2
21,the,0,2
22,suspects,0,2
23,were,0,2
24,arrested,0,2
25,in,0,2
26,the,ENTITY,2
27,West,0,2
28,Bank,0,3
29,town,0,3
30,of,0,3
31,Ramallah,0,3
32,and,0,3
33,taken,0,3
34,back,0,3
35,to,0,3
36,Israel,0,3
37,for,0,3
38,trial,0,3
39,.,0,3
40,The,0,4
41,murdered,0,4
42,Israeli,0,4
43,soldiers,0,4
44,became,0,4
45,lost,0,4
46,after,0,4
47,making,0,4
48,a,0,4
49,wrong,0,4
50,turn,0,5
51,.,0,5
52,When,0,6
53,Palestinian,0,6
54,police,0,6
55,took,0,6
56,them,0,6
57,to,0,6
58,a,0,6
59,police,0,6
60,station,0,6
61,in,0,6
62,Ramallah,ENTITY,7
63,",",0,7
64,a,0,7
65,mob,0,7
66,overran,0,7
67,the,0,7
68,station,0,7
69,and,0,7
70,killed,0,7
71,them,0,7
72,",",0,7
73,throwing,0,7
74,one,0,7
75,soldier,0,7
76,'s,0,7
77,body,0,7
78,from,0,7
79,a,0,7
80,window,0,7
81,.,0,7
