token,label,sentence
Eugene,ENTITY,0
Nida,ENTITY,0
Eugene,ENTITY,0
A.,0,0
Nida,ENTITY,0
(,0,0
November,0,0
11,0,0
",",0,0
1914,0,0
–,0,0
August,0,0
25,0,0
",",0,0
2011,0,0
),0,0
was,0,0
a,0,0
linguist,0,0
who,0,0
developed,0,0
the,0,0
dynamic,0,0
-,0,0
equivalence,0,0
Bible,0,0
-,0,0
translation,0,0
theory,0,0
and,0,0
one,ENTITY,0
of,0,0
the,0,0
founders,0,0
of,0,0
the,0,0
modern,0,0
discipline,0,0
of,0,0
Translation,0,0
Studies,ENTITY,0
.,0,0
Life,0,1
Nida,ENTITY,1
was,0,1
born,0,1
in,0,1
Oklahoma,0,1
City,0,1
",",0,1
Oklahoma,0,1
on,0,1
November,0,1
11,0,1
",",0,1
1914,0,1
.,0,1
He,ENTITY,2
became,0,2
a,ENTITY,2
Christian,ENTITY,2
at,0,2
a,0,2
young,0,2
age,0,2
",",0,2
when,0,2
he,ENTITY,2
responded,0,2
to,0,2
the,0,2
altar,0,2
call,0,2
at,0,2
his,ENTITY,2
church,0,2
"""",0,2
to,0,2
accept,0,2
Christ,0,2
as,0,2
my,ENTITY,2
Saviour,0,2
.,0,2
"""",0,3
He,ENTITY,3
graduated,0,3
summa,0,3
cum,0,3
laude,0,3
from,0,3
the,0,3
University,0,3
of,0,3
California,0,3
in,0,3
1936,0,3
.,0,3
After,0,4
graduating,0,4
he,ENTITY,4
attended,0,4
Camp,0,4
Wycliffe,0,4
",",0,4
where,0,4
Bible,0,4
translation,0,4
theory,0,4
was,0,4
taught,0,4
.,0,4
He,ENTITY,5
ministered,0,5
for,0,5
a,0,5
short,0,5
time,0,5
among,0,5
the,0,5
Tarahumara,0,5
Indians,0,5
in,0,5
Chihuahua,0,5
",",0,5
Mexico,0,5
",",0,5
until,0,5
health,0,5
problems,0,5
due,0,5
to,0,5
an,0,5
inadequate,0,5
diet,0,5
and,0,5
the,0,5
high,0,5
altitude,0,5
forced,0,5
him,ENTITY,5
to,0,5
leave,0,5
.,0,5
Sometime,0,6
in,0,6
this,0,6
period,0,6
",",0,6
Nida,ENTITY,6
became,0,6
a,ENTITY,6
founding,0,6
charter,0,6
member,0,6
of,0,6
Wycliffe,0,6
Bible,0,6
Translators,ENTITY,6
",",0,6
a,0,6
related,0,6
organization,0,6
to,0,6
the,0,6
Summer,0,6
Institute,0,6
of,0,6
Linguistics,0,6
.,0,6
In,0,7
1937,0,7
",",0,7
Nida,ENTITY,7
undertook,0,7
studies,0,7
at,0,7
the,0,7
University,0,7
of,0,7
Southern,0,7
California,0,7
",",0,7
where,0,7
he,ENTITY,7
obtained,0,7
a,0,7
master,0,7
's,0,7
degree,0,7
in,0,7
New,0,7
Testament,0,7
Greek,0,7
in,0,7
1939,0,7
.,0,7
In,0,8
that,0,8
same,0,8
year,0,8
he,ENTITY,8
became,0,8
interim,ENTITY,8
pastor,0,8
of,0,8
Calvary,ENTITY,8
Church,0,8
of,0,8
Santa,0,8
Ana,0,8
",",0,8
California,ENTITY,8
following,0,8
the,0,8
resignation,0,8
of,0,8
its,ENTITY,8
founding,0,8
pastor,0,8
.,0,8
Despite,0,9
his,ENTITY,9
conservative,0,9
background,0,9
",",0,9
in,0,9
later,0,9
years,0,9
Nida,ENTITY,9
became,0,9
increasingly,0,9
ecumenical,0,9
and,0,9
New,0,9
Evangelical,0,9
(,0,9
clarification,0,9
needed,0,9
),0,9
in,0,9
his,ENTITY,9
approach,0,9
.,0,9
In,0,10
1943,0,10
",",0,10
Nida,ENTITY,10
received,0,10
his,ENTITY,10
Ph.D.,0,10
in,0,10
Linguistics,ENTITY,10
from,0,10
the,0,10
University,0,10
of,0,10
Michigan,0,10
.,0,10
He,ENTITY,11
was,0,11
ordained,0,11
as,0,11
a,ENTITY,11
Baptist,0,11
minister,ENTITY,11
.,0,11
He,ENTITY,12
married,0,12
Althea,0,12
Lucille,0,12
Sprague,0,12
",",0,12
who,0,12
died,0,12
in,0,12
1993,0,12
.,0,12
In,0,13
1997,0,13
",",0,13
he,ENTITY,13
married,0,13
María,0,13
Elena,0,13
Fernandez,0,13
-,0,13
Miranda,0,13
",",0,13
a,0,13
lawyer,0,13
and,0,13
diplomatic,0,13
attache,0,13
.,0,13
Nida,ENTITY,14
retired,0,14
in,0,14
the,0,14
early,0,14
1980s,0,14
",",0,14
although,0,14
he,ENTITY,14
continued,0,14
to,0,14
give,0,14
lectures,0,14
in,0,14
universities,0,14
all,0,14
around,0,14
the,0,14
world,0,14
",",0,14
and,0,14
lived,0,14
in,0,14
Alpine,0,14
