token,label,sentence
Final,0,0
days,0,0
Siméon,ENTITY,0
Poisson,ENTITY,0
reviewed,0,0
Galois,0,0
',0,0
paper,0,0
on,0,0
equation,0,0
theory,0,0
and,0,0
declared,0,0
it,0,0
"""",0,0
incomprehensible,0,0
"""",0,0
.,0,0
Galois,0,1
returned,0,1
to,0,1
mathematics,0,1
after,0,1
his,0,1
expulsion,0,1
from,0,1
the,0,1
École,0,1
Normale,0,1
",",0,1
although,0,1
he,0,1
continued,0,1
to,0,1
spend,0,1
time,0,1
in,0,1
political,0,1
activities,0,1
.,0,1
After,0,2
his,0,2
expulsion,0,2
became,0,2
official,0,2
in,0,2
January,0,2
1831,0,2
",",0,2
he,0,2
attempted,0,2
to,0,2
start,0,2
a,0,2
private,0,2
class,0,2
in,0,2
advanced,0,2
algebra,0,2
which,0,2
attracted,0,2
some,0,2
interest,0,2
",",0,2
but,0,2
this,0,2
waned,0,2
",",0,2
as,0,2
it,0,2
seemed,0,2
that,0,2
his,0,2
political,0,2
activism,0,2
had,0,2
priority,0,2
.,0,2
[,0,3
4,0,3
],0,3
[,0,3
7,0,3
],0,3
Siméon,ENTITY,3
Poisson,ENTITY,3
asked,0,3
him,0,3
to,0,3
submit,0,3
his,0,3
work,0,3
on,0,3
the,0,3
theory,0,3
of,0,3
equations,0,3
",",0,3
which,0,3
he,0,3
did,0,3
on,0,3
17,0,3
January,0,3
1831,0,3
.,0,3
Around,0,4
4,0,4
July,0,4
1831,0,4
",",0,4
Poisson,ENTITY,4
declared,0,4
Galois,0,4
',0,4
work,0,4
"""",0,4
incomprehensible,0,4
"""",0,4
",",0,4
declaring,0,4
that,0,4
"""",0,4
[,0,4
Galois,0,4
',0,4
],0,4
argument,0,4
is,0,4
neither,0,4
sufficiently,0,4
clear,0,4
nor,0,4
sufficiently,0,4
developed,0,4
to,0,4
allow,0,4
us,ENTITY,4
to,0,4
judge,0,4
its,0,4
rigor,0,4
"""",0,4
;,0,4
however,0,4
",",0,4
the,0,4
rejection,0,4
report,0,4
ends,0,4
on,0,4
an,0,4
encouraging,0,4
note,0,4
:,0,4
"""",0,4
We,ENTITY,4
would,0,4
then,0,4
suggest,0,4
that,0,4
the,0,4
author,0,4
should,0,4
publish,0,4
the,0,4
whole,0,4
of,0,4
his,0,4
work,0,4
in,0,4
order,0,4
to,0,4
form,0,4
a,0,4
definitive,0,4
opinion,0,4
.,0,4
"""",0,5
[,0,5
16,0,5
],0,5
While,0,5
Poisson,ENTITY,5
's,ENTITY,5
report,ENTITY,5
was,0,5
made,0,5
before,0,5
Galois,0,5
',0,5
July,0,5
14,0,5
arrest,0,5
",",0,5
it,ENTITY,5
took,0,5
until,0,5
October,ENTITY,5
to,0,5
reach,0,5
Galois,0,5
in,0,5
prison,0,5
.,0,5
It,0,6
is,0,6
unsurprising,0,6
",",0,6
in,0,6
the,0,6
light,0,6
of,0,6
his,0,6
character,0,6
and,0,6
situation,0,6
at,0,6
the,ENTITY,6
time,ENTITY,6
",",0,6
that,0,6
Galois,0,6
reacted,0,6
violently,0,6
to,0,6
the,ENTITY,6
rejection,0,6
letter,ENTITY,6
",",0,6
and,0,6
decided,0,6
to,0,6
abandon,0,6
publishing,0,6
his,ENTITY,6
papers,ENTITY,6
through,0,6
the,ENTITY,6
Academy,ENTITY,6
and,0,6
instead,0,6
publish,0,6
them,ENTITY,6
privately,0,6
through,0,6
his,ENTITY,6
friend,0,6
Auguste,0,6
Chevalier,ENTITY,6
.,0,6
Apparently,0,7
",",0,7
however,0,7
",",0,7
Galois,0,7
did,0,7
not,0,7
ignore,0,7
Poisson,ENTITY,7
's,ENTITY,7
advice,0,7
",",0,7
as,0,7
he,0,7
began,0,7
collecting,0,7
all,0,7
his,0,7
mathematical,0,7
manuscripts,0,7
while,0,7
still,0,7
in,0,7
prison,0,7
",",0,7
and,0,7
continued,0,7
polishing,0,7
his,0,7
ideas,0,7
until,0,7
his,0,7
release,0,7
on,0,7
29,0,7
April,0,7
1832,0,7
",",0,7
[,0,7
12,0,7
],0,7
after,0,7
which,0,7
he,0,7
was,0,7
somehow,0,7
talked,0,7
into,0,7
a,0,7
duel,0,7
.,0,7
[,0,8
8,0,8
],0,8
Galois,ENTITY,8
',0,8
fatal,0,8
duel,ENTITY,8
took,0,8
place,0,8
on,0,8
30,0,8
May,ENTITY,8
.,0,8
[,0,9
17,0,9
],0,9
The,0,9
true,0,9
motives,0,9
behind,0,9
the,ENTITY,9
duel,ENTITY,9
are,0,9
obscure,0,9
.,0,9
There,0,10
has,0,10
been,0,10
much,0,10
speculation,0,10
as,0,10
to,0,10
the,ENTITY,10
reasons,0,10
behind,0,10
it,ENTITY,10
.,0,10
What,0,11
is,0,11
known,0,11
is,0,11
that,0,11
five,0,11
days,0,11
before,0,11
his,ENTITY,11
death,ENTITY,11
",",0,11
he,0,11
wrote,0,11
a,0,11
letter,0,11
to,0,11
Chevalier,ENTITY,11
which,0,11
clearly,0,11
alludes,0,11
to,0,11
a,0,11
broken,0,11
love,0,11
affair,0,11
.,0,11
[,0,12
7,0,12
],0,12
Some,0,12
archival,0,12
investigation,0,12
on,0,12
the,0,12
original,0,12
letters,0,12
suggests,0,12
that,0,12
the,0,12
woman,0,12
of,0,12
romantic,0,12
interest,0,12
was,0,12
a,0,12
Mademoiselle,0,12
Stéphanie,0,12
-,0,12
Félicie,0,12
Poterin,0,12
du,0,12
Motel,0,12
",",0,12
[,0,12
18,0,12
],0,12
the,0,12
daughter,0,12
of,0,12
the,0,12
physician,0,12
at,0,12
the,0,12
hostel,0,12
where,0,12
Galois,0,12
stayed,0,12
during,0,12
the,0,12
last,0,12
months,0,12
of,0,12
his,0,12
life,0,12
.,0,12
Fragments,0,13
of,0,13
letters,0,13
from,0,13
her,0,13
",",0,13
copied,0,13
by,0,13
Galois,0,13
himself,0,13
(,0,13
with,0,13
many,0,13
portions,0,13
",",0,13
such,0,13
as,0,13
her,0,13
name,0,13
",",0,13
either,0,13
obliterated,0,13
or,0,13
deliberately,0,13
omitted,0,13
),0,13
",",0,13
are,0,13
available,0,13
.,0,13
[,0,14
19,0,14
],0,14
The,0,14
letters,0,14
hint,0,14
that,0,14
Mlle.,0,14
du,0,14
Motel,0,14
had,0,14
confided,0,14
some,0,14
of,0,14
her,0,14
troubles,0,14
to,0,14
Galois,0,14
",",0,14
and,0,14
this,0,14
might,0,14
have,0,14
prompted,0,14
him,0,14
to,0,14
provoke,0,14
the,ENTITY,14
duel,ENTITY,14
himself,0,14
on,0,14
her,0,14
behalf,0,14
.,0,14
This,0,15
conjecture,0,15
is,0,15
also,0,15
supported,0,15
by,0,15
other,0,15
letters,0,15
Galois,0,15
later,0,15
wrote,0,15
to,0,15
his,0,15
friends,0,15
the,0,15
night,0,15
before,0,15
he,0,15
died,0,15
.,0,15
Galois,0,16
',0,16
cousin,0,16
",",0,16
Gabriel,0,16
Demante,0,16
",",0,16
when,0,16
asked,0,16
if,0,16
he,0,16
knew,0,16
the,ENTITY,16
cause,0,16
of,0,16
the,ENTITY,16
duel,ENTITY,16
",",0,16
mentioned,0,16
that,0,16
Galois,0,16
"""",0,16
found,0,16
himself,0,16
in,0,16
the,0,16
presence,0,16
of,0,16
a,0,16
supposed,0,16
uncle,0,16
and,0,16
a,0,16
supposed,0,16
fiancé,0,16
",",0,16
each,0,16
of,0,16
whom,0,16
provoked,0,16
the,ENTITY,16
duel,ENTITY,16
.,0,16
"""",0,17
Galois,0,17
himself,0,17
famously,0,17
exclaimed,0,17
:,0,17
"""",0,17
I,0,17
am,0,17
the,0,17
victim,0,17
of,0,17
an,0,17
infamous,0,17
coquette,0,17
and,0,17
her,0,17
two,0,17
dupes,0,17
.,0,17
"""",0,18
[,0,18
12,0,18
],0,18
Much,0,18
more,0,18
detailed,0,18
speculation,0,18
based,0,18
on,0,18
these,0,18
scant,0,18
historical,0,18
details,0,18
has,0,18
been,0,18
interpolated,0,18
by,0,18
many,0,18
of,0,18
Galois,0,18
',0,18
biographers,0,18
(,0,18
most,0,18
notably,0,18
by,0,18
Eric,0,18
Temple,0,18
Bell,0,18
in,0,18
Men,0,18
of,0,18
Mathematics,0,18
),0,18
",",0,18
such,0,18
as,0,18
the,0,18
frequently,0,18
repeated,0,18
speculation,0,18
that,0,18
the,0,18
entire,0,18
incident,0,18
was,0,18
stage,0,18
-,0,18
managed,0,18
by,0,18
the,0,18
police,0,18
and,0,18
royalist,0,18
factions,0,18
to,0,18
eliminate,0,18
a,ENTITY,18
political,0,18
enemy,ENTITY,18
.,0,18
[,0,19
14,0,19
],0,19
As,0,19
to,0,19
his,ENTITY,19
opponent,0,19
in,0,19
the,ENTITY,19
duel,ENTITY,19
",",0,19
Alexandre,0,19
Dumas,0,19
names,0,19
Pescheux,0,19
d'Herbinville,0,19
",",0,19
[,0,19
13,0,19
],0,19
who,0,19
was,0,19
actually,0,19
one,0,19
of,0,19
the,0,19
nineteen,0,19
artillery,0,19
officers,0,19
whose,0,19
acquittal,0,19
was,0,19
celebrated,0,19
at,0,19
the,0,19
banquet,0,19
that,0,19
occasioned,0,19
Galois,ENTITY,19
',ENTITY,19
first,0,19
arrest,0,19
.,0,19
[,0,20
20,0,20
],0,20
However,0,20
",",0,20
Dumas,0,20
is,0,20
alone,0,20
in,0,20
this,0,20
assertion,0,20
",",0,20
and,0,20
if,0,20
he,0,20
were,0,20
correct,0,20
it,0,20
is,0,20
unclear,0,20
why,0,20
d'Herbinville,0,20
would,0,20
have,0,20
been,0,20
involved,0,20
.,0,20
It,0,21
has,0,21
been,0,21
speculated,0,21
that,0,21
he,0,21
might,0,21
have,0,21
been,0,21
du,0,21
Motel,0,21
's,0,21
"""",0,21
supposed,0,21
fiancé,0,21
"""",0,21
at,0,21
the,0,21
time,0,21
(,0,21
she,0,21
ultimately,0,21
married,0,21
someone,0,21
else,0,21
),0,21
",",0,21
but,0,21
no,0,21
clear,0,21
evidence,0,21
has,0,21
been,0,21
found,0,21
supporting,0,21
this,0,21
conjecture,0,21
.,0,21
On,0,22
the,0,22
other,0,22
hand,0,22
",",0,22
extant,0,22
newspaper,0,22
clippings,0,22
from,0,22
only,0,22
a,0,22
few,0,22
days,0,22
after,0,22
the,ENTITY,22
duel,ENTITY,22
give,0,22
a,0,22
description,0,22
of,0,22
his,ENTITY,22
opponent,0,22
(,0,22
identified,0,22
by,0,22
the,0,22
initials,0,22
"""",0,22
L.,0,22
D.,0,22
"""",0,22
),0,22
that,0,22
appear,0,22
to,0,22
more,0,22
accurately,0,22
apply,0,22
to,0,22
one,0,22
of,0,22
Galois,ENTITY,22
',ENTITY,22
Republican,0,22
friends,0,22
",",0,22
most,0,22
probably,0,22
Ernest,0,22
Duchatelet,0,22
",",0,22
who,0,22
was,0,22
imprisoned,0,22
with,0,22
Galois,ENTITY,22
on,0,22
the,0,22
same,0,22
charges,0,22
.,0,22
[,0,23
21,0,23
],0,23
Given,0,23
the,0,23
conflicting,0,23
information,0,23
available,0,23
",",0,23
the,0,23
true,0,23
identity,0,23
of,0,23
his,ENTITY,23
killer,0,23
may,0,23
well,0,23
be,0,23
lost,0,23
to,0,23
history,0,23
.,0,23
Whatever,0,24
the,ENTITY,24
reasons,0,24
behind,0,24
the,ENTITY,24
duel,ENTITY,24
",",0,24
Galois,ENTITY,24
was,0,24
so,0,24
convinced,0,24
of,0,24
his,ENTITY,24
impending,0,24
death,ENTITY,24
that,0,24
he,ENTITY,24
stayed,0,24
up,0,24
all,0,24
night,0,24
writing,0,24
letters,0,24
to,0,24
his,ENTITY,24
Republican,0,24
friends,0,24
and,0,24
composing,0,24
what,0,24
would,0,24
become,0,24
his,ENTITY,24
mathematical,0,24
testament,0,24
",",0,24
the,0,24
famous,0,24
letter,0,24
to,0,24
Auguste,ENTITY,24
Chevalier,ENTITY,24
outlining,0,24
his,ENTITY,24
ideas,0,24
",",0,24
and,0,24
three,0,24
attached,0,24
manuscripts,0,24
.,0,24
[,0,25
22,0,25
],0,25
Mathematician,0,25
Hermann,0,25
Weyl,0,25
said,0,25
of,0,25
this,0,25
testament,0,25
",",0,25
"""",0,25
This,0,25
letter,0,25
",",0,25
if,0,25
judged,0,25
by,0,25
the,0,25
novelty,0,25
and,0,25
profundity,0,25
of,0,25
ideas,0,25
it,0,25
contains,0,25
",",0,25
is,0,25
perhaps,0,25
the,0,25
most,0,25
substantial,0,25
piece,0,25
of,0,25
writing,0,25
in,0,25
the,0,25
whole,0,25
literature,0,25
of,0,25
mankind,0,25
.,0,25
"""",0,26
However,0,26
",",0,26
the,0,26
legend,0,26
of,0,26
Galois,ENTITY,26
pouring,0,26
his,ENTITY,26
mathematical,0,26
thoughts,0,26
onto,0,26
paper,0,26
the,0,26
night,0,26
before,0,26
he,ENTITY,26
died,0,26
seems,0,26
to,0,26
have,0,26
been,0,26
exaggerated,0,26
.,0,26
[,0,27
7,0,27
],0,27
In,0,27
these,0,27
final,0,27
papers,0,27
",",0,27
he,ENTITY,27
outlined,0,27
the,0,27
rough,0,27
edges,0,27
of,0,27
some,0,27
work,0,27
he,ENTITY,27
had,0,27
been,0,27
doing,0,27
in,0,27
analysis,0,27
and,0,27
annotated,0,27
a,0,27
copy,0,27
of,0,27
the,0,27
manuscript,0,27
submitted,0,27
to,0,27
the,ENTITY,27
Academy,ENTITY,27
and,0,27
other,0,27
papers,0,27
.,0,27
The,0,28
Galois,ENTITY,28
memorial,0,28
in,0,28
the,0,28
cemetery,0,28
of,0,28
Bourg,0,28
-,0,28
la,0,28
-,0,28
Reine,0,28
.,0,28
Évariste,ENTITY,29
Galois,ENTITY,29
was,0,29
buried,0,29
in,0,29
a,0,29
common,0,29
grave,0,29
and,0,29
the,0,29
exact,0,29
location,0,29
is,0,29
still,0,29
unknown,0,29
.,0,29
Early,0,30
in,0,30
the,0,30
morning,0,30
of,0,30
30,0,30
May,ENTITY,30
1832,ENTITY,30
",",0,30
he,ENTITY,30
was,0,30
shot,0,30
in,0,30
the,0,30
abdomen,0,30
",",0,30
[,0,30
17,0,30
],0,30
abandoned,0,30
by,0,30
his,ENTITY,30
opponents,0,30
and,0,30
seconds,0,30
",",0,30
and,0,30
was,0,30
found,0,30
by,0,30
a,0,30
passing,0,30
farmer,0,30
.,0,30
He,ENTITY,31
died,0,31
the,0,31
following,0,31
morning,0,31
[,0,31
17,0,31
],0,31
at,0,31
ten,0,31
o'clock,0,31
in,0,31
the,0,31
Hôpital,0,31
Cochin,0,31
(,0,31
probably,0,31
of,0,31
peritonitis,0,31
