token,label,sentence
Early,0,0
life,0,0
Born,ENTITY,0
in,0,0
Tianjin,0,0
with,0,0
ancestry,0,0
in,0,0
Changzhou,0,0
",",0,0
Jiangsu,0,0
province,0,0
",",ENTITY,0
Chao,0,0
went,0,0
to,0,0
the,0,0
United,0,0
States,0,0
with,0,0
a,0,0
Boxer,0,0
Indemnity,0,0
Scholarship,0,0
in,0,0
1910,0,0
to,0,0
study,0,0
mathematics,0,0
and,0,0
physics,0,0
at,0,0
Cornell,0,0
University,0,0
",",0,0
where,0,0
he,ENTITY,0
was,0,0
a,ENTITY,0
classmate,0,0
and,0,0
lifelong,0,0
friend,0,0
of,0,0
Hu,0,0
Shih,ENTITY,0
",",0,0
the,0,0
leader,0,0
of,0,0
the,0,0
New,0,0
Culture,0,0
Movement,0,0
.,0,0
He,ENTITY,1
then,0,1
became,0,1
interested,0,1
in,0,1
philosophy,0,1
",",0,1
and,0,1
earned,0,1
a,0,1
Ph.D.,0,1
in,0,1
philosophy,0,1
from,0,1
Harvard,0,1
University,0,1
in,0,1
1918,0,1
with,0,1
a,0,1
dissertation,0,1
entitled,0,1
"""",0,1
Continuity,0,1
:,0,1
Study,0,1
in,0,1
Methodology,0,1
"""",0,1
.,0,1
Already,0,2
in,0,2
college,0,2
his,ENTITY,2
interests,0,2
had,0,2
turned,0,2
to,0,2
music,0,2
and,0,2
languages,0,2
.,0,2
He,ENTITY,3
spoke,0,3
German,0,3
and,0,3
French,0,3
fluently,0,3
and,0,3
some,0,3
Japanese,0,3
",",0,3
and,0,3
he,ENTITY,3
had,0,3
a,0,3
reading,0,3
knowledge,0,3
of,0,3
ancient,0,3
Greek,0,3
and,0,3
Latin,0,3
.,0,3
He,ENTITY,4
served,0,4
as,0,4
Bertrand,ENTITY,4
Russell,0,4
's,0,4
interpreter,ENTITY,4
when,0,4
Russell,0,4
visited,0,4
China,0,4
in,0,4
1920,0,4
.,0,4
In,0,5
his,ENTITY,5
My,ENTITY,5
Linguistic,0,5
Autobiography,0,5
",",0,5
he,ENTITY,5
wrote,0,5
of,0,5
his,ENTITY,5
ability,0,5
to,0,5
pick,0,5
up,0,5
a,0,5
Chinese,0,5
dialect,0,5
quickly,0,5
",",0,5
without,0,5
much,0,5
effort,0,5
.,0,5
Chao,ENTITY,6
possessed,0,6
a,0,6
natural,0,6
gift,0,6
for,0,6
hearing,0,6
fine,0,6
distinctions,0,6
in,0,6
pronunciation,0,6
that,0,6
was,0,6
said,0,6
to,0,6
be,0,6
"""",0,6
legendary,0,6
for,0,6
its,0,6
acuity,0,6
"""",0,6
",",0,6
enabling,0,6
him,ENTITY,6
to,0,6
record,0,6
the,0,6
sounds,0,6
of,0,6
various,0,6
dialects,0,6
with,0,6
a,0,6
high,0,6
degree,0,6
of,0,6
accuracy,0,6
.,0,6
Career,0,7
development,0,7
and,0,7
later,0,7
life,0,7
He,ENTITY,7
returned,0,7
to,0,7
China,0,7
in,0,7
1920,ENTITY,7
",",0,7
marrying,0,7
the,ENTITY,7
physician,0,7
Yang,0,7
Buwei,ENTITY,7
there,ENTITY,7
that,ENTITY,7
year,ENTITY,7
.,0,7
The,ENTITY,8
ceremony,ENTITY,8
was,0,8
simple,0,8
",",0,8
rather,0,8
than,0,8
the,0,8
noisy,0,8
traditional,0,8
wedding,0,8
",",0,8
attended,0,8
only,0,8
by,0,8
Hu,0,8
Shih,0,8
and,0,8
one,0,8
other,0,8
friend,0,8
.,0,8
Hu,0,9
's,0,9
account,0,9
of,0,9
it,ENTITY,9
in,0,9
the,0,9
newspapers,0,9
made,0,9
the,0,9
couple,0,9
a,ENTITY,9
model,0,9
of,0,9
modern,0,9
marriage,0,9
for,0,9
China,ENTITY,9
's,ENTITY,9
New,0,9
Culture,0,9
generation,ENTITY,9
.,0,9
Chao,ENTITY,10
taught,0,10
mathematics,0,10
at,0,10
Tsinghua,ENTITY,10
University,ENTITY,10
and,0,10
",",0,10
one,0,10
year,0,10
later,0,10
",",0,10
returned,0,10
to,0,10
the,0,10
United,0,10
States,0,10
to,0,10
teach,0,10
at,0,10
Harvard,0,10
.,0,10
He,ENTITY,11
again,0,11
returned,0,11
to,0,11
China,ENTITY,11
in,0,11
1925,0,11
",",0,11
teaching,0,11
at,0,11
Tsinghua,ENTITY,11
",",0,11
and,0,11
beginning,0,11
a,0,11
survey,0,11
of,0,11
the,0,11
Wu,0,11
dialects,0,11
in,0,11
1926,0,11
.,0,11
He,ENTITY,12
began,0,12
to,0,12
conduct,0,12
linguistic,0,12
fieldwork,0,12
throughout,0,12
China,ENTITY,12
for,0,12
the,0,12
Institute,0,12
of,0,12
History,0,12
and,0,12
Philology,0,12
of,0,12
Academia,0,12
Sinica,0,12
from,0,12
1928,ENTITY,12
onwards,ENTITY,12
.,0,12
During,0,13
this,ENTITY,13
period,0,13
of,0,13
time,ENTITY,13
",",0,13
he,ENTITY,13
collaborated,0,13
with,0,13
Luo,0,13
Changpei,0,13
and,0,13
Li,0,13
Fang,0,13
-,0,13
Kuei,0,13
",",0,13
the,0,13
other,0,13
two,0,13
leading,0,13
Chinese,0,13
linguists,0,13
of,0,13
his,ENTITY,13
generation,ENTITY,13
",",0,13
to,0,13
edit,0,13
and,0,13
render,0,13
into,0,13
Chinese,0,13
Bernhard,0,13
Karlgren,0,13
's,0,13
monumental,0,13
Etudes,0,13
sur,0,13
la,0,13
Phonologie,0,13
Chinoise,0,13
(,0,13
published,0,13
in,0,13
1940,0,13
),0,13
.,0,13
He,ENTITY,14
left,0,14
for,0,14
the,0,14
US,0,14
in,0,14
1938,0,14
",",0,14
and,0,14
resided,0,14
there,0,14
afterwards,0,14
.,0,14
In,0,15
1945,0,15
",",0,15
he,ENTITY,15
served,0,15
as,0,15
president,ENTITY,15
of,0,15
the,ENTITY,15
Linguistic,0,15
Society,0,15
of,0,15
America,ENTITY,15
",",0,15
and,0,15
a,0,15
special,0,15
issue,0,15
of,0,15
the,ENTITY,15
society,0,15
's,ENTITY,15
journal,0,15
Language,0,15
was,0,15
dedicated,0,15
to,0,15
him,ENTITY,15
in,0,15
1966,0,15
.,0,15
He,ENTITY,16
became,0,16
an,ENTITY,16
American,0,16
citizen,ENTITY,16
in,0,16
1954,0,16
.,0,16
In,0,17
the,0,17
1950s,0,17
he,ENTITY,17
was,0,17
among,0,17
the,0,17
first,0,17
members,0,17
of,0,17
the,0,17
Society,0,17
for,0,17
General,0,17
