token,label,sentence
Matthew,ENTITY,0
Goode,ENTITY,0
Matthew,ENTITY,0
William,0,0
Goode,0,0
(,0,0
born,0,0
3,0,0
April,0,0
1978,0,0
),ENTITY,0
is,0,0
an,0,0
English,0,0
character,0,0
actor,0,0
.,0,0
He,ENTITY,1
made,0,1
his,ENTITY,1
screen,0,1
debut,0,1
in,0,1
2002,0,1
with,0,1
ABC,0,1
's,0,1
TV,0,1
film,0,1
feature,0,1
Confessions,0,1
of,0,1
an,0,1
Ugly,0,1
Stepsister,0,1
.,0,1
His,ENTITY,2
breakthrough,0,2
role,0,2
was,0,2
in,0,2
the,0,2
romantic,0,2
comedy,0,2
",",0,2
Chasing,0,2
Liberty,0,2
(,0,2
2004,0,2
),0,2
",",0,2
for,0,2
which,0,2
he,ENTITY,2
received,0,2
a,0,2
nomination,0,2
at,0,2
Teen,0,2
Choice,0,2
Awards,0,2
for,0,2
Choice,0,2
Breakout,0,2
Movie,0,2
Star,0,2
-,0,2
Male,0,2
.,0,2
He,ENTITY,3
then,0,3
appeared,0,3
in,0,3
a,0,3
string,0,3
of,0,3
supporting,0,3
roles,0,3
in,0,3
films,0,3
like,0,3
Woody,0,3
Allen,0,3
's,0,3
Match,0,3
Point,0,3
(,0,3
2005,0,3
),0,3
",",0,3
the,0,3
German,0,3
-,0,3
British,0,3
romantic,0,3
comedy,0,3
Imagine,0,3
Me,0,3
and,0,3
You,0,3
(,0,3
2006,0,3
),0,3
",",0,3
and,0,3
the,0,3
period,0,3
drama,0,3
Copying,0,3
Beethoven,0,3
(,0,3
2006,0,3
),0,3
.,0,3
He,ENTITY,4
's,0,4
garnered,0,4
praise,0,4
for,0,4
his,ENTITY,4
performance,0,4
as,0,4
Charles,0,4
Ryder,0,4
in,0,4
Julian,0,4
Jarrold,0,4
’s,0,4
adaptation,0,4
of,0,4
Evelyn,0,4
Waugh,0,4
's,0,4
Brideshead,0,4
Revisited,0,4
(,0,4
2008,0,4
),0,4
",",0,4
and,0,4
as,0,4
Ozymandias,0,4
in,0,4
the,0,4
American,0,4
neo,0,4
-,0,4
noir,0,4
superhero,0,4
film,0,4
Watchmen,0,4
(,0,4
2009,0,4
),0,4
",",0,4
based,0,4
on,0,4
DC,0,4
Comics,0,4
',0,4
limited,0,4
series,0,4
of,0,4
the,0,4
same,0,4
name,0,4
.,0,4
He,ENTITY,5
then,0,5
starred,0,5
in,0,5
romantic,0,5
comedy,0,5
Leap,0,5
Year,0,5
(,0,5
2010,0,5
),0,5
and,0,5
Australian,0,5
drama,0,5
Burning,0,5
Man,0,5
(,0,5
2011,0,5
),0,5
",",0,5
the,0,5
latter,0,5
earning,0,5
him,ENTITY,5
a,0,5
nomination,0,5
for,0,5
Best,0,5
Actor,0,5
at,0,5
the,0,5
Film,0,5
Critics,0,5
Circle,0,5
of,0,5
Australia,0,5
Awards,0,5
.,0,5
Other,0,6
notable,0,6
film,0,6
roles,0,6
include,0,6
The,0,6
Lookout,0,6
(,0,6
2007,0,6
),0,6
",",0,6
A,0,6
Single,0,6
Man,0,6
(,0,6
2009,0,6
),0,6
",",0,6
Cemetery,0,6
Junction,0,6
(,0,6
2010,0,6
),0,6
",",0,6
Stoker,0,6
(,0,6
2013,0,6
),0,6
",",0,6
Belle,0,6
(,0,6
2013,0,6
),0,6
",",0,6
The,0,6
Imitation,0,6
Game,0,6
(,0,6
2014,0,6
),0,6
and,0,6
Self/less,0,6
(,0,6
2015,0,6
),0,6
.,0,6
As,0,7
well,0,7
as,0,7
appearing,0,7
in,0,7
films,0,7
",",0,7
Goode,ENTITY,7
has,0,7
appeared,0,7
in,0,7
numerous,0,7
television,0,7
shows,0,7
.,0,7
His,ENTITY,8
most,0,8
notable,0,8
television,0,8
roles,0,8
include,0,8
Henry,0,8
Talbot,0,8
in,0,8
the,0,8
final,0,8
season,0,8
of,0,8
historical,0,8
period,0,8
drama,0,8
Downton,0,8
Abbey,0,8
",",0,8
and,0,8
Finley,0,8
"""",0,8
Finn,0,8
"""",0,8
Polmar,0,8
in,0,8
the,0,8
CBS,0,8
legal,0,8
drama,0,8
The,0,8
Good,0,8
Wife,0,8
.,0,8
He,ENTITY,9
also,0,9
had,0,9
a,0,9
lead,0,9
role,0,9
in,0,9
the,0,9
critically,0,9
acclaimed,0,9
British,0,9
mini-serial,0,9
Dancing,0,9
on,0,9
the,0,9
Edge,0,9
",",0,9
as,0,9
music,0,9
journalist,0,9
Stanley,0,9
Mitchell,0,9
",",0,9
for,0,9
which,0,9
he,ENTITY,9
earned,0,9
a,0,9
nomination,0,9
for,0,9
Best,0,9
Actor,0,9
in,0,9
a,0,9
Miniseries,0,9
or,0,9
a,0,9
Television,0,9
Film,0,9
at,0,9
the,0,9
Satellite,0,9
Awards,0,9
.,0,9
In,0,10
2017,0,10
",",0,10
Goode,ENTITY,10
portrayed,0,10
Antony,0,10
Armstrong,0,10
-,0,10
Jones,0,10
",",0,10
1st,0,10
Earl,0,10
of,0,10
Snowdon,0,10
in,0,10
the,0,10
Netflix,0,10
biographical,0,10
