token,label,sentence
Jeanne,ENTITY,0
Moreau,ENTITY,0
Jeanne,ENTITY,0
Moreau,ENTITY,0
Moreau,ENTITY,0
in,0,0
1958,ENTITY,0
Born,0,0
23,0,0
January,0,0
1928,0,0
Paris,0,0
",",0,0
France,0,0
Died,0,0
31,0,0
July,0,0
2017,0,0
(,0,0
aged,0,0
89,0,0
),0,0
Paris,0,0
",",0,0
France,0,0
Resting,0,0
place,0,0
Montmartre,0,0
Cemetery,0,0
",",0,0
Paris,0,0
",",0,0
France,0,0
Alma,0,0
mater,0,0
Conservatoire,0,0
de,0,0
Paris,0,0
Occupation,0,0
Actress,0,0
",",0,0
screenwriter,0,0
",",0,0
film,0,0
director,0,0
Years,0,0
active,0,0
1947,0,0
–,0,0
2012,0,0
Spouse(s),0,0
Jean,0,0
-,0,0
Louis,0,0
Richard,0,0
(,0,0
m.,0,0
1949,0,0
;,0,0
div.,0,0
1964,0,0
),0,0
William,0,0
Friedkin,0,0
(,0,0
m.,0,0
1977,0,0
;,0,0
div.,0,0
1979,0,0
),0,0
Children,0,0
Jérôme,0,0
Richard,0,0
Jeanne,ENTITY,0
Moreau,ENTITY,0
(,0,0
French,0,0
pronunciation,0,0
:,0,0
[,ENTITY,0
ʒan,0,0
mɔʁo,0,0
],ENTITY,0
;,0,0
23,0,0
January,0,0
1928,0,0
–,0,0
31,0,0
July,0,0
2017,0,0
),0,0
was,0,0
a,0,0
French,0,0
actress,0,0
",",0,0
singer,0,0
",",0,0
screenwriter,0,0
and,0,0
director,0,0
.,0,0
She,ENTITY,1
won,0,1
the,0,1
Cannes,0,1
Film,0,1
Festival,0,1
Award,0,1
for,0,1
Best,0,1
Actress,0,1
for,0,1
Seven,0,1
Days,0,1
...,0,1
Seven,0,1
Nights,0,1
(,0,1
1960,0,1
),0,1
",",0,1
the,0,1
BAFTA,0,1
Award,0,1
for,0,1
Best,0,1
Foreign,0,1
Actress,0,1
for,0,1
Viva,0,1
Maria,0,1
!,0,1
(,0,1
1965,0,1
),0,1
",",0,1
and,0,1
the,0,1
César,0,1
Award,0,1
for,0,1
Best,0,1
Actress,0,1
for,0,1
The,0,1
Old,0,1
Lady,0,1
Who,0,1
Walked,0,1
in,0,1
the,0,1
