token,label,sentence
Theodorus,ENTITY,0
of,0,0
Tabennese,ENTITY,0
Theodorus,ENTITY,0
of,0,0
Tabennese,0,0
(,0,0
c.,0,0
314,0,0
–,0,0
368,0,0
),0,0
",",0,0
also,0,0
known,0,0
as,0,0
Abba,0,0
Theodorus,0,0
and,0,0
Theodore,ENTITY,0
the,0,0
Sanctified,ENTITY,0
was,0,0
the,0,0
spiritual,0,0
successor,0,0
to,0,0
Pachomius,0,0
and,0,0
played,0,0
a,0,0
crucial,0,0
role,0,0
in,0,0
preventing,0,0
the,0,0
first,0,0
Christian,0,0
cenobitic,0,0
monastic,0,0
federation,0,0
from,0,0
collapsing,0,0
after,0,0
the,0,0
death,0,0
of,0,0
its,0,0
founder,0,0
.,0,0
Icon,0,1
of,0,1
St.,ENTITY,1
Theodorus,0,1
of,0,1
Tabennese,ENTITY,1
Biography,0,1
According,0,1
to,0,1
hagiography,0,1
",",0,1
Theodorus,ENTITY,1
was,0,1
born,0,1
into,0,1
a,0,1
wealthy,0,1
Christian,0,1
family,0,1
and,0,1
was,0,1
well,0,1
educated,0,1
from,0,1
a,0,1
young,0,1
age,0,1
.,0,1
Early,0,2
in,0,2
life,0,2
he,ENTITY,2
denied,0,2
the,0,2
excesses,0,2
of,0,2
his,ENTITY,2
parents,0,2
",",0,2
and,0,2
at,0,2
the,0,2
age,0,2
of,0,2
fourteen,0,2
joined,0,2
a,0,2
monastery,0,2
in,0,2
the,0,2
diocese,0,2
of,0,2
Sne,0,2
",",0,2
near,0,2
the,0,2
modern,0,2
town,0,2
of,0,2
Esna,0,2
",",0,2
Egypt,0,2
.,0,2
A,0,3
brother,0,3
from,0,3
Theodorus,ENTITY,3
’,ENTITY,3
monastery,0,3
stayed,0,3
with,0,3
Pachomius,0,3
in,0,3
Tabennese,0,3
while,0,3
traveling,0,3
and,0,3
preached,0,3
of,0,3
the,0,3
virtues,0,3
of,0,3
the,0,3
Koinonia,0,3
upon,0,3
his,0,3
return,0,3
to,0,3
Sne,0,3
.,0,3
Praying,0,4
and,0,4
weeping,0,4
",",0,4
Theodorus,ENTITY,4
became,0,4
determined,0,4
that,0,4
his,ENTITY,4
destiny,0,4
lay,0,4
with,0,4
Pachomius,0,4
.,0,4
Although,0,5
initially,0,5
denied,0,5
passage,0,5
to,0,5
Tabennese,0,5
by,0,5
a,0,5
Pachomian,0,5
monk,0,5
due,0,5
to,0,5
his,ENTITY,5
wealthy,0,5
background,0,5
",",0,5
Theodorus,ENTITY,5
opted,0,5
to,0,5
follow,0,5
the,0,5
visiting,0,5
monk,0,5
",",0,5
and,0,5
his,ENTITY,5
persistence,0,5
(,0,5
and,0,5
lack,0,5
of,0,5
obedience,0,5
),0,5
paid,0,5
off,0,5
.,0,5
He,ENTITY,6
was,0,6
welcomed,0,6
by,0,6
Pachomius,0,6
upon,0,6
his,ENTITY,6
arrival,0,6
",",0,6
and,0,6
quickly,0,6
integrated,0,6
into,0,6
the,0,6
community,0,6
at,0,6
Tabennese,0,6
around,0,6
328,0,6
.,0,6
Quickly,0,7
becoming,0,7
a,0,7
favorite,0,7
of,0,7
Pachomius,0,7
",",0,7
Theodorus,ENTITY,7
lived,0,7
an,0,7
enviably,0,7
ascetic,0,7
life,0,7
in,0,7
the,0,7
monastery,0,7
",",0,7
and,0,7
took,0,7
on,0,7
the,0,7
title,0,7
of,0,7
the,ENTITY,7
"""",0,7
brothers,0,7
’,0,7
comforter,0,7
"""",ENTITY,7
.,0,7
Theodorus,ENTITY,8
