token,label,sentence
Zaha,ENTITY,0
Hadid,ENTITY,0
Dame,ENTITY,0
Zaha,0,0
Mohammad,0,0
Hadid,0,0
DBE,0,0
RA,0,0
(,0,0
Arabic,0,0
:,0,0
زها,0,0
حديد,ENTITY,0
Zahā,ENTITY,0
Ḥadīd,ENTITY,0
;,0,0
31,0,0
October,0,0
1950,0,0
–,0,0
31,0,0
March,0,0
2016,0,0
),0,0
was,0,0
an,0,0
Iraqi,0,0
-,0,0
British,0,0
architect,0,0
.,0,0
She,ENTITY,1
was,0,1
the,0,1
first,0,1
woman,0,1
to,0,1
receive,0,1
the,0,1
Pritzker,0,1
Architecture,0,1
Prize,0,1
",",0,1
in,0,1
2004,0,1
.,0,1
She,ENTITY,2
received,0,2
the,0,2
UK,0,2
's,0,2
most,0,2
prestigious,0,2
architectural,0,2
award,0,2
",",0,2
the,0,2
Stirling,0,2
Prize,0,2
",",0,2
in,0,2
2010,0,2
and,0,2
2011,0,2
.,0,2
In,0,3
2012,0,3
",",0,3
she,ENTITY,3
was,0,3
made,0,3
a,ENTITY,3
Dame,ENTITY,3
by,0,3
Elizabeth,0,3
II,0,3
for,0,3
services,0,3
to,0,3
architecture,0,3
",",0,3
and,0,3
in,0,3
2015,0,3
she,ENTITY,3
became,0,3
the,ENTITY,3
first,0,3
and,0,3
only,0,3
woman,0,3
to,0,3
be,0,3
awarded,0,3
the,0,3
Royal,0,3
Gold,0,3
Medal,0,3
from,0,3
the,0,3
Royal,0,3
Institute,0,3
of,0,3
British,0,3
Architects,ENTITY,3
.,0,3
She,ENTITY,4
was,0,4
described,0,4
by,0,4
The,0,4
Guardian,0,4
of,0,4
London,0,4
as,0,4
the,ENTITY,4
',0,4
Queen,0,4
of,0,4
the,0,4
curve,0,4
',0,4
",",0,4
who,0,4
"""",0,4
liberated,0,4
architectural,0,4
geometry,0,4
",",0,4
giving,0,4
it,0,4
a,0,4
whole,0,4
new,0,4
expressive,0,4
identity,0,4
.,0,4
"""",ENTITY,5
Her,ENTITY,5
major,0,5
works,0,5
include,0,5
the,0,5
aquatic,0,5
centre,0,5
for,0,5
the,0,5
London,0,5
2012,0,5
Olympics,0,5
",",0,5
Michigan,0,5
State,0,5
University,0,5
's,0,5
Broad,0,5
Art,0,5
Museum,0,5
in,0,5
the,0,5
US,0,5
",",0,5
and,0,5
the,0,5
Guangzhou,0,5
Opera,0,5
House,0,5
in,0,5
China,0,5
.,0,5
Some,0,6
of,0,6
her,ENTITY,6
designs,0,6
have,0,6
been,0,6
presented,0,6
posthumously,0,6
",",0,6
including,0,6
the,0,6
statuette,0,6
for,0,6
the,0,6
2017,0,6
Brit,0,6
Awards,0,6
",",0,6
and,0,6
many,0,6
of,0,6
her,ENTITY,6
buildings,0,6
are,0,6
still,0,6
under,0,6
construction,0,6
",",0,6
including,0,6
the,0,6
Al,0,6
Wakrah,0,6
Stadium,0,6
in,0,6
Qatar,0,6
",",0,6
a,0,6
venue,0,6
for,0,6
the,0,6
2022,0,6
FIFA,0,6
World,0,6
Cup,0,6
.,0,6
Early,0,7
life,0,7
and,0,7
academic,0,7
career,0,7
Hadid,ENTITY,7
was,0,7
born,0,7
on,0,7
31,0,7
October,0,7
1950,0,7
in,0,7
Baghdad,0,7
",",0,7
Iraq,0,7
",",0,7
to,0,7
an,0,7
upper,0,7
-,0,7
class,0,7
Iraqi,0,7
family,0,7
.,0,7
Her,ENTITY,8
father,0,8
Mohammed,0,8
Hadid,0,8
Muhammad,0,8
al,0,8
-,0,8
Hajj,0,8
Husayn,0,8
Hadid,0,8
was,0,8
a,0,8
wealthy,0,8
industrialist,0,8
from,0,8
Mosul,0,8
.,0,8
He,0,9
co-founded,0,9
the,0,9
left,0,9
-,0,9
liberal,0,9
al,0,9
-,0,9
Ahali,0,9
group,0,9
in,0,9
1932,0,9
",",0,9
a,0,9
significant,0,9
political,0,9
organisation,0,9
in,0,9
the,0,9
1930s,0,9
and,0,9
1940s,0,9
.,0,9
He,0,10
was,0,10
the,0,10
co-founder,0,10
of,0,10
the,0,10
National,0,10
Democratic,0,10
Party,0,10
in,0,10
Iraq,0,10
.,0,10
He,0,11
served,0,11
as,0,11
minister,0,11
of,0,11
finance,0,11
after,0,11
the,0,11
overthrow,0,11
of,0,11
the,0,11
monarch,0,11
after,0,11
the,0,11
1958,0,11
Iraqi,0,11
coup,0,11
d'état,0,11
for,0,11
the,0,11
government,0,11
of,0,11
General,0,11
Abd,0,11
al,0,11
-,0,11
Karim,0,11
Qasim,0,11
.,0,11
Her,ENTITY,12
mother,0,12
Wajiha,0,12
al,0,12
-,0,12
Sabunji,0,12
was,0,12
an,0,12
artist,0,12
from,0,12
Mosul,0,12
.,0,12
In,0,13
the,0,13
1960s,0,13
Hadid,ENTITY,13
attended,0,13
boarding,0,13
schools,0,13
in,0,13
England,0,13
and,0,13
Switzerland,0,13
.,0,13
Hadid,ENTITY,14
studied,0,14
mathematics,0,14
at,0,14
the,0,14
American,0,14
University,0,14
of,0,14
Beirut,0,14
before,0,14
moving,0,14
",",0,14
in,0,14
1972,0,14
",",0,14
to,0,14
London,0,14
to,0,14
study,0,14
at,0,14
the,0,14
Architectural,0,14
Association,0,14
School,0,14
of,0,14
Architecture,0,14
.,0,14
There,0,15
she,ENTITY,15
studied,0,15
with,0,15
Rem,0,15
Koolhaas,0,15
",",0,15
Elia,ENTITY,15
Zenghelis,ENTITY,15
and,0,15
Bernard,0,15
Tschumi,0,15
.,0,15
Her,ENTITY,16
former,0,16
professor,0,16
",",0,16
Koolhaas,0,16
",",0,16
described,0,16
her,ENTITY,16
at,0,16
graduation,0,16
as,0,16
"""",0,16
a,ENTITY,16
planet,0,16
in,0,16
her,0,16
own,0,16
orbit,ENTITY,16
.,0,16
"""",0,17
Zenghelis,ENTITY,17
described,0,17
her,ENTITY,17
as,0,17
the,ENTITY,17
most,0,17
outstanding,0,17
pupil,0,17
he,ENTITY,17
ever,0,17
taught,ENTITY,17
.,0,17
"""",0,18
We,ENTITY,18
called,0,18
her,ENTITY,18
the,ENTITY,18
inventor,0,18
of,0,18
the,0,18
89,0,18
degrees,ENTITY,18
.,0,18
Nothing,0,19
was,0,19
ever,0,19
at,0,19
90,0,19
degrees,0,19
.,0,19
She,ENTITY,20
had,0,20
spectacular,0,20
vision,0,20
.,0,20
All,0,21
the,0,21
buildings,0,21
were,0,21
exploding,0,21
into,0,21
tiny,0,21
little,0,21
pieces,0,21
.,0,21
"""",0,22
He,ENTITY,22
recalled,0,22
that,0,22
she,ENTITY,22
was,0,22
less,0,22
interested,0,22
in,0,22
details,0,22
",",0,22
such,0,22
as,0,22
staircases,0,22
.,0,22
"""",0,23
The,0,23
way,0,23
she,ENTITY,23
drew,0,23
a,0,23
staircase,0,23
you,ENTITY,23
would,0,23
smash,0,23
your,ENTITY,23
head,0,23
against,0,23
the,ENTITY,23
ceiling,ENTITY,23
",",0,23
and,0,23
the,0,23
space,0,23
was,0,23
reducing,0,23
and,0,23
reducing,0,23
",",0,23
and,0,23
you,ENTITY,23
would,0,23
end,0,23
up,0,23
in,0,23
the,0,23
upper,0,23
corner,0,23
of,0,23
the,ENTITY,23
ceiling,ENTITY,23
.,0,23
She,ENTITY,24
could,0,24
n’t,0,24
care,0,24
about,0,24
tiny,0,24
details,0,24
.,0,24
Her,ENTITY,25
mind,0,25
was,0,25
on,0,25
the,0,25
broader,0,25
pictures,0,25
—,0,25
when,0,25
it,0,25
came,0,25
to,0,25
the,ENTITY,25
joinery,ENTITY,25
she,ENTITY,25
knew,0,25
we,ENTITY,25
could,0,25
fix,0,25
that,ENTITY,25
later,0,25
.,0,25
She,ENTITY,26
was,0,26
right,0,26
.,0,26
’,0,27
Her,ENTITY,27
fourth,0,27
-,0,27
year,0,27
student,0,27
project,0,27
was,0,27
a,0,27
painting,0,27
of,0,27
a,0,27
hotel,0,27
in,0,27
the,0,27
form,0,27
of,0,27
a,0,27
bridge,0,27
",",0,27
inspired,0,27
by,0,27
the,0,27
works,0,27
of,0,27
the,ENTITY,27
Russian,0,27
suprematist,0,27
artist,ENTITY,27
Kazimir,ENTITY,27
Malevich,ENTITY,27
