token,label,sentence
Jenna,ENTITY,0
Marbles,ENTITY,0
Jenna,ENTITY,0
Nicole,0,0
Mourey,0,0
(,0,0
born,0,0
September,0,0
15,0,0
",",0,0
1986,0,0
[,0,0
1,0,0
],0,0
[,0,0
2,0,0
],0,0
),0,0
",",0,0
better,0,0
known,0,0
by,0,0
her,0,0
pseudonym,0,0
Jenna,0,0
Marbles,ENTITY,0
",",0,0
is,0,0
an,0,0
American,0,0
YouTube,0,0
personality,0,0
",",0,0
vlogger,0,0
",",0,0
comedian,0,0
and,0,0
actress,0,0
.,0,0
As,0,1
of,0,1
March,0,1
2019,0,1
",",0,1
her,ENTITY,1
channel,0,1
has,0,1
approximately,0,1
3.1,0,1
billion,0,1
video,0,1
views,0,1
and,0,1
19.5,0,1
million,0,1
subscribers,0,1
",",0,1
[,0,1
3,0,1
],0,1
and,0,1
is,0,1
the,0,1
86th,0,1
most,0,1
subscribed,0,1
channel,0,1
on,0,1
YouTube,0,1
and,0,1
the,0,1
eighth,0,1
-,0,1
most,0,1
-,0,1
popular,0,1
channel,0,1
operated,0,1
by,0,1
a,0,1
woman,0,1
.,0,1
[,0,2
4,0,2
],0,2
Marbles,ENTITY,2
is,0,2
the,0,2
first,0,2
social,0,2
media,0,2
star,0,2
to,0,2
have,0,2
a,0,2
wax,0,2
figure,0,2
displayed,0,2
in,0,2
Madame,0,2
Tussauds,0,2
Museum,0,2
",",0,2
located,0,2
in,0,2
New,0,2
York,0,2
City,0,2
.,0,2
[,0,3
5,0,3
],0,3
Early,0,3
life,0,3
Marbles,ENTITY,3
was,0,3
born,0,3
and,0,3
raised,0,3
in,0,3
Rochester,0,3
",",0,3
New,0,3
York,0,3
",",0,3
where,0,3
she,ENTITY,3
graduated,0,3
from,0,3
Brighton,0,3
High,0,3
School,0,3
in,0,3
2004,0,3
.,0,3
Her,ENTITY,4
father,0,4
is,0,4
a,0,4
chemist,0,4
who,0,4
holds,0,4
several,0,4
patents,0,4
and,0,4
she,ENTITY,4
has,0,4
one,0,4
older,0,4
brother,0,4
.,0,4
[,0,5
6,0,5
],0,5
She,ENTITY,5
then,0,5
moved,0,5
to,0,5
Boston,0,5
",",0,5
where,0,5
she,ENTITY,5
attended,0,5
Suffolk,0,5
University,0,5
.,0,5
At,0,6
Suffolk,0,6
she,ENTITY,6
obtained,0,6
a,0,6
Bachelor,0,6
of,0,6
Science,0,6
in,0,6
Psychology,0,6
",",0,6
and,0,6
later,0,6
attended,0,6
Boston,0,6
University,0,6
for,0,6
a,0,6
Master,0,6
of,0,6
Education,0,6
in,0,6
Sport,0,6
Psychology,0,6
and,0,6
Counseling,0,6
.,0,6
[,0,7
7,0,7
],0,7
Career,0,7
In,0,7
the,0,7
summer,0,7
of,0,7
2010,0,7
",",0,7
Marbles,ENTITY,7
was,0,7
sharing,0,7
a,0,7
three,0,7
-,0,7
bedroom,0,7
apartment,0,7
in,0,7
Cambridge,0,7
",",0,7
Massachusetts,0,7
.,0,7
She,ENTITY,8
paid,0,8
$,0,8
800,0,8
rent,0,8
by,0,8
working,0,8
various,0,8
jobs,0,8
",",0,8
like,0,8
bartending,0,8
",",0,8
working,0,8
at,0,8
a,0,8
tanning,0,8
salon,0,8
",",0,8
blogging,0,8
",",0,8
and,0,8
go,0,8
-,0,8
go,0,8
dancing,0,8
at,0,8
nightclubs,0,8
.,0,8
[,0,9
8,0,9
],0,9
That,0,9
year,0,9
",",0,9
Marbles,ENTITY,9
started,0,9
her,ENTITY,9
career,0,9
with,0,9
Barstool,0,9
Sports,0,9
",",0,9
where,0,9
she,ENTITY,9
wrote,0,9
for,0,9
their,0,9
female,0,9
-,0,9
oriented,0,9
site,0,9
StoolLaLa,0,9
.,0,9
She,ENTITY,10
left,0,10
Barstool,0,10
Sports,0,10
in,0,10
2011,0,10
.,0,10
[,0,11
9,0,11
],0,11
YouTube,0,11
Marbles,ENTITY,11
uploads,0,11
a,0,11
new,0,11
video,0,11
to,0,11
her,ENTITY,11
YouTube,0,11
channel,0,11
every,0,11
Wednesday,0,11
/,0,11
Thursday,0,11
.,0,11
One,0,12
video,0,12
",",0,12
released,0,12
in,0,12
2010,0,12
and,0,12
entitled,0,12
"""",0,12
How,0,12
To,0,12
Trick,0,12
People,0,12
Into,0,12
Thinking,0,12
You,0,12
're,0,12
Good,0,12
Looking,0,12
"""",0,12
was,0,12
viewed,0,12
over,0,12
5.3,0,12
million,0,12
times,0,12
in,0,12
its,0,12
first,0,12
week,0,12
.,0,12
[,0,13
10,0,13
],0,13
[,0,13
11,0,13
],0,13
Her,ENTITY,13
video,0,13
"""",0,13
How,0,13
To,0,13
Avoid,0,13
Talking,0,13
To,0,13
People,0,13
You,0,13
Do,0,13
n't,0,13
Want,0,13
To,0,13
Talk,0,13
To,0,13
"""",0,13
was,0,13
featured,0,13
in,0,13
articles,0,13
by,0,13
The,0,13
New,0,13
York,0,13
Times,0,13
