token,ent,sent
Learning,0,0
Objectives,0,0
By,0,0
the,0,0
end,0,0
of,0,0
this,0,0
section,0,0
",",0,0
you,ENTITY,0
will,0,0
be,0,0
able,0,0
to,0,0
:,0,0
Describe,0,0
cognition,0,0
Distinguish,0,0
concepts,0,0
and,0,0
prototypes,0,0
Explain,0,0
the,0,0
difference,0,0
between,0,0
natural,0,0
and,0,0
artificial,0,0
concepts,0,0
Imagine,0,0
all,0,0
of,0,0
your,ENTITY,0
thoughts,0,0
as,0,0
if,0,0
they,0,0
were,0,0
physical,0,0
entities,0,0
",",0,0
swirling,0,0
rapidly,0,0
inside,0,0
your,ENTITY,0
mind,0,0
.,0,0
How,0,1
is,0,1
it,0,1
possible,0,1
that,0,1
the,0,1
brain,0,1
is,0,1
able,0,1
to,0,1
move,0,1
from,0,1
one,0,1
thought,0,1
to,0,1
the,0,1
next,0,1
in,0,1
an,0,1
organized,0,1
",",0,1
orderly,0,1
fashion,0,1
?,0,1
The,0,1
brain,0,1
is,0,1
endlessly,0,1
perceiving,0,1
",",0,1
processing,0,1
",",0,1
planning,0,1
",",0,1
organizing,0,1
",",0,1
and,0,1
remembering,0,1
—,0,1
it,0,1
is,0,1
always,0,1
active,0,1
.,0,1
Yet,0,2
",",0,2
you,ENTITY,2
do,0,2
n’t,0,2
notice,0,2
most,0,2
of,0,2
your,ENTITY,2
brain,0,2
’s,0,2
activity,0,2
as,0,2
you,ENTITY,2
move,0,2
throughout,0,2
your,ENTITY,2
daily,0,2
routine,0,2
.,0,2
This,0,3
is,0,3
only,0,3
one,0,3
facet,0,3
of,0,3
the,0,3
complex,0,3
processes,0,3
involved,0,3
in,0,3
cognition,0,3
.,0,3
Simply,0,4
put,0,4
",",0,4
cognition,0,4
is,0,4
thinking,0,4
",",0,4
and,0,4
it,0,4
encompasses,0,4
the,0,4
processes,0,4
associated,0,4
with,0,4
perception,0,4
",",0,4
knowledge,0,4
",",0,4
problem,0,4
solving,0,4
",",0,4
judgment,0,4
",",0,4
language,0,4
",",0,4
and,0,4
memory,0,4
.,0,4
Scientists,0,5
who,0,5
study,0,5
cognition,0,5
are,0,5
searching,0,5
for,0,5
ways,0,5
to,0,5
understand,0,5
how,0,5
we,0,5
integrate,0,5
",",0,5
organize,0,5
",",0,5
and,0,5
utilize,0,5
our,0,5
conscious,0,5
cognitive,0,5
experiences,0,5
without,0,5
being,0,5
aware,0,5
of,0,5
all,0,5
of,0,5
the,0,5
unconscious,0,5
work,0,5
that,0,5
our,0,5
brains,0,5
are,0,5
doing,0,5
(,0,5
for,0,5
example,0,5
",",0,5
Kahneman,0,5
",",0,5
2011,0,5
),0,5
.,0,5
Cognition,0,6
Upon,0,6
waking,0,6
each,0,6
morning,0,6
",",0,6
you,ENTITY,6
begin,0,6
thinking,0,6
—,0,6
contemplating,0,6
the,0,6
tasks,0,6
that,0,6
you,ENTITY,6
must,0,6
complete,0,6
that,0,6
day,0,6
.,0,6
In,0,7
what,0,7
order,0,7
should,0,7
you,ENTITY,7
run,0,7
your,ENTITY,7
errands,0,7
?,0,7
Should,0,7
you,ENTITY,7
go,0,7
to,0,7
the,0,7
bank,0,7
",",0,7
the,0,7
cleaners,0,7
",",0,7
or,0,7
the,0,7
grocery,0,7
store,0,7
first,0,7
?,0,7
Can,0,7
you,ENTITY,7
get,0,7
these,0,7
things,0,7
done,0,7
before,0,7
you,ENTITY,7
