token,ent,sent
Scientists,0,0
analyse,0,0
effects,0,0
of,0,0
global,0,0
warming,0,0
",",0,0
atmospheric,0,0
ozone,0,0
on,0,0
crops,0,0
Monday,0,0
",",0,0
July,0,0
28,0,0
",",0,0
2014,0,0
A,0,0
research,0,0
team,0,0
from,0,0
the,0,0
Massachusetts,0,0
Institute,0,0
of,0,0
Technology,0,0
and,0,0
Colorado,0,0
State,0,0
University,0,0
of,0,0
the,0,0
US,0,0
and,0,0
the,0,0
University,0,0
of,0,0
Sheffield,0,0
of,0,0
the,0,0
UK,0,0
has,0,0
analysed,0,0
effects,0,0
of,0,0
global,0,0
warming,0,0
and,0,0
ozone,0,0
pollution,0,0
over,0,0
2000,0,0
-,0,0
2050,0,0
on,0,0
the,0,0
worldwide,0,0
production,0,0
of,0,0
wheat,0,0
",",0,0
rice,0,0
",",0,0
maize,0,0
and,0,0
soybean,0,0
.,0,0
The,0,1
study,0,1
was,0,1
published,0,1
in,0,1
journal,0,1
Nature,0,1
Climate,0,1
Change,0,1
yesterday,0,1
.,0,1
The,0,2
scientists,0,2
found,0,2
reduction,0,2
of,0,2
crop,0,2
yields,0,2
by,0,2
2050,0,2
exceeded,0,2
10,0,2
%,0,2
of,0,2
2000,0,2
levels,0,2
",",0,2
substantially,0,2
decreasing,0,2
food,0,2
security,0,2
",",0,2
in,0,2
all,0,2
cases,0,2
examined,0,2
.,0,2
Several,0,3
scenarios,0,3
were,0,3
considered,0,3
because,0,3
of,0,3
uncertainty,0,3
of,0,3
future,0,3
levels,0,3
of,0,3
ozone,0,3
pollution,0,3
.,0,3
They,0,4
estimated,0,4
by,0,4
2050,0,4
",",0,4
increasing,0,4
population,0,4
and,0,4
changing,0,4
diet,0,4
would,0,4
increase,0,4
world,0,4
food,0,4
needs,0,4
by,0,4
50,0,4
percent,0,4
.,0,4
As,0,5
coauthor,ENTITY,5
Colette,ENTITY,5
Heald,ENTITY,5
told,0,5
The,0,5
Huffington,0,5
Post,0,5
",",0,5
"""",0,5
The,0,5
climate,0,5
projections,0,5
are,0,5
quite,0,5
consistent,0,5
[...],0,5
the,0,5
future,0,5
of,0,5
ozone,0,5
pollution,0,5
is,0,5
very,0,5
different,0,5
[...],0,5
leading,0,5
to,0,5
either,0,5
offsetting,0,5
or,0,5
reinforcing,0,5
effects,0,5
[,0,5
of,0,5
climate,0,5
change,0,5
],0,5
on,0,5
crops,0,5
"""",0,5
.,0,5
By,0,6
2050,0,6
",",0,6
undernourishment,0,6
would,0,6
increase,0,6
by,0,6
either,0,6
49,0,6
percent,0,6
or,0,6
by,0,6
27,0,6
percent,0,6
",",0,6
depending,0,6
on,0,6
the,0,6
scenario,0,6
.,0,6
The,0,7
study,0,7
focuses,0,7
on,0,7
ozone,0,7
-,0,7
temperature,0,7
covariation,0,7
:,0,7
ground,0,7
-,0,7
level,0,7
ozone,0,7
increases,0,7
with,0,7
