token,ent,sent
Friday,0,0
",",0,0
January,0,0
3,0,0
",",0,0
2014,0,0
Preston,0,0
",",0,0
Victoria,0,0
",",0,0
Australia,0,0
On,0,0
Saturday,0,0
",",0,0
Wikinews,0,0
interviewed,0,0
Tina,0,0
McKenzie,0,0
",",0,0
a,0,0
former,0,0
member,0,0
of,0,0
the,0,0
Australia,0,0
women,0,0
's,0,0
national,0,0
wheelchair,0,0
basketball,0,0
team,0,0
",",0,0
known,0,0
as,0,0
the,0,0
Gliders,0,0
.,0,0
McKenzie,0,1
",",0,1
a,0,1
silver,0,1
and,0,1
bronze,0,1
Paralympic,0,1
medalist,0,1
in,0,1
wheelchair,0,1
basketball,0,1
",",0,1
retired,0,1
from,0,1
the,0,1
game,0,1
after,0,1
the,0,1
2012,0,1
Summer,0,1
Paralympics,0,1
in,0,1
London,0,1
.,0,1
Wikinews,0,2
caught,0,2
up,0,2
with,0,2
her,0,2
in,0,2
a,0,2
cafe,0,2
in,0,2
the,0,2
leafy,0,2
Melbourne,0,2
suburb,0,2
of,0,2
Preston,0,2
.,0,2
[,0,3
The,0,3
Spitfire,0,3
Tournament,0,3
in,0,3
Canada,0,3
],0,3
was,0,3
a,0,3
really,0,3
good,0,3
tournament,0,3
actually,0,3
.,0,3
It,0,4
was,0,4
a,0,4
tournament,0,4
that,0,4
I,0,4
wish,0,4
we,0,4
'd,0,4
actually,0,4
gone,0,4
back,0,4
to,0,4
more,0,4
often,0,4
.,0,4
Who,0,5
plays,0,5
in,0,5
that,0,5
one,0,5
?,0,5
It,0,5
's,0,5
quite,0,5
a,0,5
large,0,5
Canadian,0,5
tournament,0,5
",",0,5
and,0,5
so,0,5
we,0,5
went,0,5
as,0,5
the,0,5
Gliders,0,5
team,0,5
.,0,5
So,0,6
we,0,6
were,0,6
trying,0,6
to,0,6
get,0,6
as,0,6
many,0,6
international,0,6
games,0,6
as,0,6
possible,0,6
.,0,6
Cause,0,7
that,0,7
's,0,7
one,0,7
of,0,7
our,0,7
problems,0,7
really,0,7
",",0,7
to,0,7
compete,0,7
.,0,7
It,0,8
costs,0,8
us,0,8
so,0,8
much,0,8
money,0,8
to,0,8
for,0,8
us,0,8
to,0,8
travel,0,8
overseas,0,8
and,0,8
to,0,8
compete,0,8
internationally,0,8
.,0,8
And,0,9
so,0,9
we,0,9
can,0,9
compete,0,9
against,0,9
each,ENTITY,9
other,ENTITY,9
all,0,9
the,0,9
time,0,9
within,0,9
Australia,0,9
but,0,9
we,ENTITY,9
really,0,9
need,0,9
to,0,9
be,0,9
able,0,9
to,0,9
...,0,9
It,0,9
's,0,9
not,0,9
the,0,9
same,0,9
.,0,9
No,0,10
",",0,10
it,0,10
's,0,10
really,0,10
not,0,10
",",0,10
so,0,10
it,0,10
's,0,10
really,0,10
important,0,10
to,0,10
be,0,10
able,0,10
to,0,10
get,0,10
as,0,10
a,0,10
many,0,10
international,0,10
trips,0,10
throughout,0,10
the,0,10
year,0,10
to,0,10
continue,0,10
our,ENTITY,10
improvement,0,10
.,0,10
Also,0,11
see,0,11
where,0,11
all,0,11
the,0,11
other,0,11
teams,0,11
are,0,11
at,0,11
as,0,11
well,0,11
.,0,11
But,0,12
yes,0,12
",",0,12
Spitfire,0,12
was,0,12
good,0,12
.,0,12
We,ENTITY,13
took,0,13
quite,0,13
a,0,13
few,0,13
new,0,13
girls,0,13
over,0,13
there,0,13
back,0,13
then,0,13
in,0,13
2005,0,13
",",0,13
leading,0,13
into,0,13
the,0,13
World,0,13
Cup,0,13
in,0,13
the,0,13
Netherlands,0,13
.,0,13
Was,0,14
that,0,14
the,0,14
one,0,14
where,0,14
you,0,14
were,0,14
the,0,14
captain,0,14
of,0,14
the,ENTITY,14
team,ENTITY,14
",",0,14
in,0,14
2005,0,14
?,0,14
Or,0,14
was,0,14
that,0,14
a,0,14
later,0,14
one,0,14
?,0,14
No,0,14
",",0,14
I,0,14
captained,0,14
in,0,14
2010,0,14
.,0,14
So,0,15
2009,0,15
",",0,15
2010,0,15
World,0,15
Cup,0,15
.,0,15
And,0,16
then,0,16
I,0,16
had,0,16
a,0,16
bit,0,16
of,0,16
some,0,16
time,0,16
off,0,16
in,0,16
2011,0,16
.,0,16
The,ENTITY,17
Gliders,ENTITY,17
have,0,17
never,0,17
won,0,17
the,0,17
World,0,17
Championship,0,17
.,0,17
We,ENTITY,18
always,0,18
seem,0,18
to,0,18
have,0,18
just,0,18
a,0,18
little,0,18
bit,0,18
of,0,18
a,0,18
chill,0,18
out,0,18
at,0,18
the,0,18
World,0,18
Cup,0,18
.,0,18
I,0,19
do,0,19
n't,0,19
know,0,19
why,0,19
.,0,19
It,0,20
's,0,20
really,0,20
strange,0,20
occurrence,0,20
",",0,20
over,0,20
the,0,20
years,0,20
.,0,20
2002,0,21
World,0,21
Cup,0,21
",",0,21
we,ENTITY,21
won,0,21
bronze,0,21
.,0,21
Then,0,22
in,0,22
2006,0,22
we,ENTITY,22
ended,0,22
up,0,22
fourth,0,22
.,0,22
It,0,23
was,0,23
one,0,23
of,0,23
the,0,23
worst,0,23
World,0,23
Cups,0,23
we,ENTITY,23
've,0,23
played,0,23
actually,0,23
.,0,23
And,0,24
then,0,24
in,0,24
2010,0,24
we,ENTITY,24
just,0,24
...,0,24
I,0,24
do,0,24
n't,0,24
know,0,24
what,0,24
happened,0,24
.,0,24
We,ENTITY,25
just,0,25
did,0,25
n't,0,25
play,0,25
as,0,25
well,0,25
as,0,25
we,ENTITY,25
thought,0,25
we,0,25
would,0,25
.,0,25
Came,0,26
fourth,0,26
.,0,26
But,0,27
you,0,27
know,0,27
what,0,27
?,0,27
Fired,0,27
us,ENTITY,27
up,0,27
for,0,27
the,0,27
actual,0,27
Paralympics,0,27
.,0,27
So,0,28
the,0,28
World,0,28
Cup,0,28
is,0,28
...,0,28
it,0,28
's,0,28
good,0,28
to,0,28
be,0,28
able,0,28
to,0,28
do,0,28
well,0,28
at,0,28
the,0,28
World,0,28
Cup,0,28
",",0,28
to,0,28
be,0,28
placed,0,28
",",0,28
but,0,28
it,0,28
also,0,28
means,0,28
that,0,28
you,0,28
get,0,28
a,0,28
really,0,28
good,0,28
opportunity,0,28
to,0,28
know,0,28
where,0,28
you,0,28
're,0,28
at,0,28
in,0,28
that,0,28
two,0,28
year,0,28
gap,0,28
between,0,28
the,0,28
Paralympics,0,28
.,0,28
So,0,29
you,0,29
can,0,29
come,0,29
back,0,29
home,0,29
and,0,29
revisit,0,29
what,0,29
you,0,29
need,0,29
to,0,29
do,0,29
and,0,29
",",0,29
you,0,29
know,0,29
",",0,29
where,0,29
the,ENTITY,29
team,ENTITY,29
's,0,29
at,0,29
.,0,29
And,0,30
all,0,30
that,0,30
sort,0,30
of,0,30
stuff,0,30
.,0,30
Unfortunately,0,31
",",0,31
they,0,31
are,0,31
talking,0,31
about,0,31
moving,0,31
it,0,31
so,0,31
it,0,31
will,0,31
be,0,31
on,0,31
the,0,31
year,0,31
before,0,31
the,0,31
Paralympics,0,31
.,0,31
Oh,0,32
really,0,32
.,0,32
The,0,33
competition,0,33
from,0,33
the,0,33
[,0,33
FIFA,0,33
],0,33
World,0,33
Cup,0,33
and,0,33
all,0,33
.,0,33
Right,0,34
.,0,34
Well,0,35
",",0,35
that,0,35
would,0,35
be,0,35
sad,0,35
.,0,35
Tina,0,36
McKenzie,0,36
.,0,36
Image,0,37
:,0,37
Australian,0,37
Paralympic,0,37
Committee,0,37
.,0,37
