token,ent,sent
How,0,0
to,0,0
Prepare,0,0
Quinoa,0,0
Quinoa,0,0
is,0,0
known,0,0
as,0,0
the,0,0
little,0,0
rice,0,0
of,0,0
Peru,0,0
.,0,0
The,0,1
Incas,0,1
treated,0,1
the,0,1
crop,0,1
as,0,1
sacred,0,1
and,0,1
referred,0,1
to,0,1
quinoa,0,1
as,0,1
"""",0,1
chisaya,0,1
mama,0,1
"""",0,1
or,0,1
"""",0,1
mother,0,1
of,0,1
all,0,1
grains,0,1
.,0,1
"""",0,2
[,0,2
1,0,2
],0,2
By,0,2
tradition,0,2
",",0,2
the,0,2
Inca,0,2
emperor,0,2
would,0,2
sow,0,2
the,0,2
first,0,2
seeds,0,2
of,0,2
the,0,2
season,0,2
using,0,2
"""",0,2
golden,0,2
implements,0,2
.,0,2
"""",0,3
Quinoa,0,3
is,0,3
rich,0,3
in,0,3
protein,0,3
and,0,3
much,0,3
lighter,0,3
than,0,3
other,0,3
grains,0,3
.,0,3
It,0,4
is,0,4
much,0,4
easier,0,4
to,0,4
prepare,0,4
than,0,4
rice,0,4
and,0,4
is,0,4
rapidly,0,4
gaining,0,4
in,0,4
popularity,0,4
",",0,4
especially,0,4
among,0,4
vegetarians,0,4
who,0,4
value,0,4
its,0,4
high,0,4
protein,0,4
levels,0,4
.,0,4
Ingredients,0,5
1,0,5
cup,0,5
quinoa,0,5
2,0,5
cups,0,5
water,0,5
(,0,5
or,0,5
broth,0,5
),0,5
Olive,0,5
oil,0,5
to,0,5
taste,0,5
(,0,5
Optional,0,5
),0,5
1/2,0,5
teaspoon,0,5
salt,0,5
(,0,5
Optional,0,5
),0,5
Method,0,5
1,0,5
Cooking,0,5
On,0,5
A,0,5
Stove,0,5
Top,0,5
Rinse,0,5
the,0,5
grains,0,5
of,0,5
quinoa,0,5
in,0,5
water,0,5
.,0,5
You,ENTITY,6
can,0,6
skip,0,6
this,0,6
step,0,6
if,0,6
you,ENTITY,6
have,0,6
purchased,0,6
pre-rinsed,0,6
quinoa,0,6
in,0,6
a,0,6
box,0,6
.,0,6
To,0,7
rinse,0,7
",",0,7
place,0,7
the,0,7
measured,0,7
grain,0,7
in,0,7
a,0,7
strainer,0,7
under,0,7
running,0,7
water,0,7
for,0,7
a,0,7
few,0,7
