token,ent,sent
Everyone,0,0
’s,0,0
just,0,0
watching,0,0
the,0,0
weird,0,0
retarded,0,0
girl,0,0
except,0,0
this,0,0
one,0,0
chubby,0,0
guy,0,0
who,0,0
’s,0,0
trying,0,0
to,0,0
get,0,0
her,0,0
to,0,0
put,0,0
down,0,0
the,0,0
lights,0,0
but,0,0
who,0,0
’s,0,0
afraid,0,0
to,0,0
touch,0,0
her,0,0
.,0,0
“,0,1
Not,0,1
supposed,0,1
to,0,1
touch,0,1
those,0,1
",",0,1
”,0,1
he,0,1
says,0,1
.,0,1
“,0,2
Where,0,2
’s,0,2
your,0,2
mom,0,2
?,0,2
Is,0,2
your,0,2
mom,0,2
here,0,2
?,0,2
”,0,2
“,0,2
Sorry,0,2
!,0,2
”,0,2
I,ENTITY,2
say,0,2
.,0,2
The,0,3
chubby,0,3
guy,0,3
frowns,0,3
at,0,3
me,ENTITY,3
.,0,3
“,0,4
Cara,0,4
",",0,4
”,0,4
I,ENTITY,4
say,0,4
.,0,4
“,0,5
No,0,5
hands,0,5
.,0,5
”,0,6
Cara,0,6
looks,0,6
at,0,6
me,ENTITY,6
",",0,6
looks,0,6
at,0,6
the,0,6
lights,0,6
.,0,6
I,ENTITY,7
gently,0,7
try,0,7
to,0,7
take,0,7
them,0,7
.,0,7
“,0,8
No,0,8
!,0,8
”,0,8
she,0,8
wails,0,8
.,0,8
“,0,9
Pretty,0,9
!,0,9
”,0,9
“,0,9
I,ENTITY,9
’m,0,9
sorry,0,9
",",0,9
”,0,9
I,ENTITY,9
say,0,9
",",0,9
“,0,9
I,ENTITY,9
’m,0,9
her,ENTITY,9
brother,ENTITY,9
.,0,9
She,0,10
’s,0,10
developmentally,0,10
delayed,0,10
.,0,10
Cara,0,11
!,0,11
Cara,0,11
",",0,11
no,0,11
.,0,11
No,0,12
hands,0,12
.,0,12
”,0,13
She,0,13
wails,0,13
",",0,13
but,0,13
lets,0,13
me,ENTITY,13
disentangle,0,13
her,0,13
hands,0,13
.,0,13
“,0,14
I,ENTITY,14
’m,0,14
sorry,0,14
",",0,14
”,0,14
I,ENTITY,14
say,0,14
again,0,14
",",0,14
the,ENTITY,14
concerned,ENTITY,14
big,ENTITY,14
brother,ENTITY,14
.,0,14
“,0,15
I,ENTITY,15
was,0,15
just,0,15
looking,0,15
around,0,15
and,0,15
thought,0,15
she,0,15
was,0,15
right,0,15
with,0,15
me,ENTITY,15
",",0,15
you,0,15
know,0,15
?,0,15
Our,0,15
mom,0,15
’s,0,15
down,0,15
at,0,15
Dillard,0,15
’s,0,15
.,0,15
”,0,16
Chubby,0,16
guy,0,16
kind,0,16
of,0,16
hovers,0,16
until,0,16
I,ENTITY,16
get,0,16
the,0,16
lights,0,16
away,0,16
from,0,16
Cara,0,16
and,0,16
as,0,16
soon,0,16
as,0,16
I,ENTITY,16
put,0,16
them,0,16
on,0,16
the,0,16
shelf,0,16
he,0,16
grabs,0,16
them,0,16
and,0,16
starts,0,16
straightening,0,16
them,0,16
out,0,16
and,0,16
draping,0,16
them,0,16
back,0,16
over,0,16
the,0,16
display,0,16
.,0,16
I,ENTITY,17
herd,0,17
Cara,0,17
towards,0,17
the,0,17
front,0,17
of,0,17
the,0,17
store,0,17
",",0,17
mouthing,0,17
sorry,0,17
at,0,17
the,0,17
front,0,17
cashier,0,17
.,0,17
She,0,18
’s,0,18
kind,0,18
of,0,18
pretty,0,18
.,0,18
She,0,19
smiles,0,19
at,0,19
me,ENTITY,19
.,0,19
Nice,ENTITY,20
big,ENTITY,20
brother,ENTITY,20
with,ENTITY,20
retarded,0,20
sister,ENTITY,20
.,0,20
Back,0,21
out,0,21
in,0,21
the,0,21
mall,0,21
",",0,21
Cara,0,21
is,0,21
wailing,0,21
",",0,21
which,0,21
could,0,21
start,0,21
an,0,21
asthma,0,21
attack,0,21
",",0,21
so,0,21
to,0,21
distract,0,21
her,0,21
I,ENTITY,21
say,0,21
",",0,21
“,0,21
You,0,21
want,0,21
a,0,21
cookie,0,21
?,0,21
”,0,21
Mom,0,21
has,0,21
Cara,0,21
on,0,21
a,0,21
diet,0,21
",",0,21
so,0,21
of,0,21
course,0,21
she,0,21
wants,0,21
a,0,21
cookie,0,21
.,0,21
She,0,22
perks,0,22
up,0,22
the,0,22
way,0,22
Shelby,0,22
",",0,22
our,0,22
Shetland,0,22
Sheepdog,0,22
does,0,22
",",0,22
when,0,22
you,0,22
say,0,22
‘,0,22
treat,0,22
.,0,22
’,0,23
I,ENTITY,23
take,0,23
her,0,23
to,0,23
the,0,23
food,0,23
court,0,23
and,0,23
buy,0,23
her,0,23
an,0,23
M&M,0,23
cookie,0,23
and,0,23
buy,0,23
myself,ENTITY,23
a,0,23
Mountain,0,23
Dew,0,23
and,0,23
then,0,23
while,0,23
she,0,23
’s,0,23
eating,0,23
her,0,23
cookie,0,23
",",0,23
I,ENTITY,23
pull,0,23
the,0,23
deck,0,23
of,0,23
cards,0,23
out,0,23
of,0,23
my,ENTITY,23
pocket,0,23
and,0,23
unwrap,0,23
it,0,23
.,0,23
We,0,24
’ve,0,24
got,0,24
another,0,24
fifteen,0,24
minutes,0,24
before,0,24
we,0,24
have,0,24
to,0,24
meet,0,24
my,ENTITY,24
mom,0,24
.,0,24
The,0,25
idea,0,25
is,0,25
to,0,25
play,0,25
fish,0,25
except,0,25
every,0,25
time,0,25
you,0,25
get,0,25
a,0,25
match,0,25
you,0,25
’re,0,25
supposed,0,25
to,0,25
do,0,25
what,0,25
it,0,25
says,0,25
.,0,25
Tie,0,26
partner,0,26
’s,0,26
hands,0,26
with,0,26
a,0,26
silk,0,26
scarf,0,26
.,0,26
Kiss,0,27
anywhere,0,27
you,0,27
like,0,27
and,0,27
see,0,27
how,0,27
long,0,27
your,0,27
partner,0,27
can,0,27
keep,0,27
from,0,27
moving,0,27
or,0,27
making,0,27
any,0,27
noise,0,27
.,0,27
The,0,28
one,0,28
who,0,28
lasts,0,28
the,0,28
longest,0,28
gets,0,28
to,0,28
draw,0,28
an,0,28
extra,0,28
card,0,28
.,0,28
Tame,0,29
",",0,29
but,0,29
pretty,0,29
cool,0,29
.,0,29
I,ENTITY,30
ca,0,30
n’t,0,30
wait,0,30
to,0,30
show,0,30
Toph,0,30
and,0,30
Len,0,30
.,0,30
Cara,0,31
has,0,31
chocolate,0,31
smeared,0,31
on,0,31
her,0,31
mouth,0,31
",",0,31
but,0,31
she,0,31
lets,0,31
me,ENTITY,31
wipe,0,31
her,0,31
face,0,31
off,0,31
.,0,31
“,0,32
You,0,32
ready,0,32
to,0,32
go,0,32
back,0,32
to,0,32
see,0,32
Mom,0,32
?,0,32
”,0,32
I,ENTITY,32
say,0,32
.,0,32
When,0,33
we,0,33
pass,0,33
Spencer,0,33
’s,0,33
again,0,33
",",0,33
she,0,33
stops,0,33
.,0,33
“,0,34
Uhhh,0,34
",",0,34
”,0,34
she,0,34
says,0,34
",",0,34
pointing,0,34
to,0,34
the,0,34
store,0,34
.,0,34
Mom,0,35
always,0,35
tries,0,35
to,0,35
get,0,35
her,0,35
to,0,35
say,0,35
what,0,35
she,0,35
wants,0,35
",",0,35
but,0,35
I,ENTITY,35
know,0,35
what,0,35
she,0,35
wants,0,35
and,0,35
I,ENTITY,35
do,0,35
n’t,0,35
want,0,35
to,0,35
fight,0,35
with,0,35
her,0,35
.,0,35
“,0,36
No,0,36
",",0,36
”,0,36
I,ENTITY,36
say,0,36
.,0,36
“,0,37
Let,0,37
’s,0,37
go,0,37
see,0,37
Mom,0,37
.,0,37
”,0,38
Cara,0,38
’s,0,38
face,0,38
crumples,0,38
up,0,38
and,0,38
she,0,38
hunches,0,38
her,0,38
thick,0,38
shoulders,0,38
.,0,38
“,0,39
Uhhh,0,39
",",0,39
”,0,39
she,0,39
says,0,39
",",0,39
mad,0,39
.,0,39
