token,ent,sent
Wikinews,0,0
interviews,0,0
Mario,ENTITY,0
J.,ENTITY,0
Lucero,0,0
and,ENTITY,0
Isabel,0,0
Ruiz,0,0
of,ENTITY,0
Heaven,0,0
Sent,ENTITY,0
Gaming,ENTITY,0
General,0,0
questions,0,0
What,0,0
is,0,0
Heaven,0,0
Sent,0,0
Gaming,0,0
?,0,0
Heaven,0,0
Sent,0,0
Gaming,0,0
is,0,0
basically,0,0
me,0,0
and,0,0
Isabel,0,0
",",0,0
I,0,0
'm,0,0
Mario,0,0
J.,0,0
Lucero,0,0
.,0,0
And,0,1
",",0,1
I,0,1
'm,0,1
Isabel,0,1
Ruiz,0,1
.,0,1
And,0,2
",",0,2
together,0,2
we,ENTITY,2
formed,0,2
this,0,2
thing,0,2
",",0,2
it,0,2
's,0,2
sort,0,2
of,0,2
like,0,2
an,0,2
entertainment,0,2
team,0,2
.,0,2
We,ENTITY,3
started,0,3
it,0,3
basically,0,3
",",0,3
because,0,3
I,0,3
wanted,0,3
to,0,3
-,0,3
I,0,3
wanted,0,3
to,0,3
work,0,3
with,0,3
Isabel,0,3
on,0,3
a,0,3
lot,0,3
of,0,3
projects,0,3
that,0,3
we,ENTITY,3
had,0,3
going,0,3
on,0,3
together,0,3
.,0,3
We,ENTITY,4
were,0,4
coming,0,4
with,0,4
comics,0,4
",",0,4
like,0,4
",",0,4
left,0,4
and,0,4
right,0,4
",",0,4
we,ENTITY,4
were,0,4
coming,0,4
up,0,4
with,0,4
things,0,4
like,0,4
Karis,0,4
",",0,4
in,0,4
high,0,4
school,0,4
she,0,4
came,0,4
up,0,4
with,0,4
that,0,4
one,0,4
",",0,4
I,0,4
came,0,4
up,0,4
with,0,4
an,0,4
individual,0,4
story,0,4
called,0,4
Thad,0,4
's,0,4
World,0,4
Destruction,0,4
and,0,4
",",0,4
she,0,4
wanted,0,4
to,0,4
illustrate,0,4
it,0,4
",",0,4
and,0,4
so,0,4
",",0,4
that,0,4
's,0,4
the,0,4
way,0,4
we,ENTITY,4
ended,0,4
up,0,4
doing,0,4
it,0,4
.,0,4
Yep,0,5
",",0,5
we,ENTITY,5
like,0,5
to,0,5
just,0,5
make,0,5
our,ENTITY,5
own,0,5
original,0,5
content,0,5
",",0,5
and,0,5
",",0,5
yep,0,5
",",0,5
that,0,5
's,0,5
what,0,5
we,ENTITY,5
wanted,0,5
to,0,5
do,0,5
.,0,5
How,0,6
did,0,6
you,ENTITY,6
two,ENTITY,6
meet,0,6
?,0,6
We,ENTITY,6
met,0,6
back,0,6
in,0,6
high,0,6
school,0,6
.,0,6
In,0,7
this,0,7
private,0,7
",",0,7
tiny,0,7
-,0,7
tiny,0,7
private,0,7
school,0,7
of,0,7
50,0,7
students,0,7
.,0,7
But,0,8
",",0,8
before,0,8
hand,0,8
in,0,8
middle,0,8
school,0,8
",",0,8
I,0,8
kept,0,8
on,0,8
hearing,0,8
about,0,8
this,0,8
guy,0,8
named,0,8
Mario,0,8
",",0,8
and,0,8
he,0,8
kept,0,8
on,0,8
hearing,0,8
about,0,8
me,0,8
",",0,8
this,0,8
girl,0,8
named,0,8
Isabel,0,8
.,0,8
And,0,9
",",0,9
everyone,0,9
",",0,9
all,0,9
of,0,9
our,ENTITY,9
friends,0,9
and,0,9
all,0,9
of,0,9
our,ENTITY,9
acquaintances,0,9
would,0,9
say,0,9
",",0,9
"""",0,9
Hey,0,9
",",0,9
you,0,9
'd,0,9
get,0,9
along,0,9
with,0,9
him,0,9
really,0,9
well,0,9
.,0,9
"""",0,10
So,0,10
before,0,10
hand,0,10
I,0,10
kinda,0,10
knew,0,10
about,0,10
him,0,10
",",0,10
but,0,10
I,0,10
never,0,10
met,0,10
him,0,10
.,0,10
And,0,11
one,0,11
of,0,11
our,ENTITY,11
friends,0,11
",",0,11
our,ENTITY,11
common,0,11
friends,0,11
",",0,11
he,0,11
introduced,0,11
us,ENTITY,11
during,0,11
study,0,11
hall,0,11
",",0,11
and,0,11
we,ENTITY,11
just,0,11
kind,0,11
of,0,11
hit,0,11
it,0,11
off,0,11
from,0,11
there,0,11
.,0,11
It,0,12
's,0,12
true,0,12
.,0,12
Who,0,13
else,0,13
is,0,13
involved,0,13
in,0,13
this,0,13
project,0,13
?,0,13
Currently,0,13
",",0,13
we,ENTITY,13
're,0,13
in,0,13
talks,0,13
with,0,13
people,0,13
.,0,13
There,0,14
's,0,14
Jeff,0,14
[,0,14
Drake,0,14
],0,14
",",0,14
who,0,14
is,0,14
behind,0,14
the,0,14
camera,0,14
.,0,14
Right,0,15
now,0,15
",",0,15
yeah,0,15
",",0,15
he,0,15
's,0,15
helping,0,15
us,ENTITY,15
right,0,15
now,0,15
.,0,15
We,ENTITY,16
're,0,16
talking,0,16
about,0,16
doing,0,16
some,0,16
individual,0,16
web,0,16
series,0,16
",",0,16
video,0,16
series,0,16
.,0,16
Josh,0,17
Kindig,0,17
",",0,17
he,0,17
's,0,17
coming,0,17
on,0,17
board,0,17
",",0,17
he,0,17
has,0,17
some,0,17
ideas,0,17
for,0,17
that,0,17
too,0,17
",",0,17
he,0,17
wants,0,17
to,0,17
take,0,17
over,0,17
"""",0,17
aywv,0,17
"""",0,17
and,0,17
do,0,17
more,0,17
gaming,0,17
news,0,17
.,0,17
There,0,18
's,0,18
of,0,18
course,0,18
Jason,0,18
",",0,18
who,0,18
is,0,18
our,ENTITY,18
editor,0,18
and,0,18
he,0,18
's,0,18
the,0,18
one,0,18
who,0,18
writes,0,18
dD,0,18
.,0,18
Digital,0,19
Domain,0,19
What,0,19
is,0,19
your,ENTITY,19
purpose,0,19
behind,0,19
this,0,19
venture,0,19
?,0,19
Well,0,19
",",0,19
back,0,19
in,0,19
college,0,19
",",0,19
back,0,19
in,0,19
Collins,0,19
College,0,19
",",0,19
Isabel,ENTITY,19
and,ENTITY,19
I,ENTITY,19
",",0,19
we,ENTITY,19
had,0,19
met,0,19
like,0,19
she,0,19
said,0,19
at,0,19
Sandia,0,19
View,0,19
Academy,0,19
",",0,19
and,0,19
we,ENTITY,19
went,0,19
off,0,19
to,0,19
college,0,19
together,0,19
in,0,19
Arizona,0,19
;,0,19
and,0,19
...,0,19
(,0,19
how,0,19
do,0,19
I,0,19
best,0,19
explain,0,19
this,0,19
?,0,19
),0,19
Basically,0,19
",",0,19
she,0,19
came,0,19
up,0,19
with,0,19
a,0,19
few,0,19
class,0,19
projects,0,19
",",0,19
and,0,19
I,0,19
came,0,19
up,0,19
with,0,19
a,0,19
few,0,19
class,0,19
projects,0,19
;,0,19
we,ENTITY,19
started,0,19
working,0,19
with,0,19
a,0,19
few,0,19
of,0,19
our,ENTITY,19
friends,0,19
",",0,19
and,0,19
colleagues,0,19
and,0,19
whatnot,0,19
.,0,19
Those,0,20
included,0,20
Drew,0,20
Cass,0,20
",",0,20
Devin,0,20
Thurlow,0,20
",",0,20
people,0,20
like,0,20
that,0,20
.,0,20
She,0,21
had,0,21
several,0,21
ideas,0,21
",",0,21
and,0,21
she,0,21
used,0,21
to,0,21
draw,0,21
a,0,21
lot,0,21
in,0,21
the,0,21
sketchbook,0,21
",",0,21
she,0,21
used,0,21
to,0,21
have,0,21
this,0,21
thick,0,21
sketchbook,0,21
that,0,21
she,0,21
used,0,21
to,0,21
carry,0,21
around,0,21
with,0,21
her,0,21
everywhere,0,21
",",0,21
where,0,21
she,0,21
'd,0,21
draw,0,21
these,0,21
different,0,21
characters,0,21
and,0,21
whatnot,0,21
;,0,21
and,0,21
she,0,21
was,0,21
always,0,21
really,0,21
shy,0,21
to,0,21
show,0,21
that,0,21
off,0,21
to,0,21
people,0,21
",",0,21
and,0,21
I,0,21
wanted,0,21
to,0,21
help,0,21
her,0,21
show,0,21
that,0,21
stuff,0,21
",",0,21
and,0,21
I,0,21
wanted,0,21
to,0,21
bring,0,21
it,0,21
out,0,21
to,0,21
the,0,21
world,0,21
.,0,21
I,0,22
was,0,22
a,0,22
writer,0,22
",",0,22
and,0,22
she,0,22
always,0,22
liked,0,22
my,0,22
writings,0,22
",",0,22
so,0,22
I,0,22
was,0,22
like,0,22
",",0,22
let,0,22
's,0,22
just,0,22
get,0,22
both,0,22
of,0,22
our,ENTITY,22
things,0,22
together,0,22
",",0,22
and,0,22
let,0,22
's,0,22
get,0,22
this,0,22
done,0,22
.,0,22
And,0,23
for,0,23
me,0,23
",",0,23
what,0,23
I,0,23
want,0,23
the,0,23
purpose,0,23
to,0,23
be,0,23
",",0,23
is,0,23
to,0,23
inspire,0,23
people,0,23
.,0,23
To,0,24
bring,0,24
a,0,24
little,0,24
more,0,24
light,0,24
to,0,24
the,0,24
world,0,24
is,0,24
what,0,24
I,0,24
want,0,24
",",0,24
out,0,24
of,0,24
all,0,24
of,0,24
this,0,24
.,0,24
And,0,25
what,0,25
was,0,25
the,0,25
verse,0,25
that,0,25
we,ENTITY,25
have,0,25
?,0,25
First,0,25
Corinthians,0,25
9,0,25
:,0,25
25,0,25
?,0,25
Yes,0,25
.,0,25
Yeah,0,26
",",0,26
exactly,0,26
.,0,26
We,ENTITY,27
just,0,27
want,0,27
to,0,27
be,0,27
able,0,27
to,0,27
bring,0,27
",",0,27
like,0,27
she,0,27
said,0,27
",",0,27
bring,0,27
light,0,27
into,0,27
the,0,27
entertainment,0,27
and,0,27
into,0,27
the,0,27
media,0,27
industry,0,27
",",0,27
specifically,0,27
is,0,27
what,0,27
we,ENTITY,27
do,0,27
.,0,27
Yeah,0,28
.,0,28
