token,ent,sent
Guadeloupe,0,0
Guadeloupe,0,0
",",0,0
known,0,0
as,0,0
Gwadloup,0,0
in,0,0
the,0,0
local,0,0
creole,0,0
",",0,0
and,0,0
sometimes,0,0
known,0,0
as,0,0
the,0,0
Butterfly,0,0
Island,0,0
(,0,0
French,0,0
:,0,0
I'ile,0,0
Papillon,0,0
),0,0
on,0,0
account,0,0
of,0,0
the,0,0
shape,0,0
of,0,0
two,0,0
of,0,0
its,0,0
major,0,0
islands,0,0
",",0,0
is,0,0
a,0,0
group,0,0
of,0,0
islands,0,0
in,0,0
the,0,0
eastern,0,0
Caribbean,0,0
",",0,0
and,0,0
is,0,0
a,0,0
French,0,0
overseas,0,0
department,0,0
.,0,0
It,0,1
is,0,1
located,0,1
southeast,0,1
of,0,1
Puerto,0,1
Rico,0,1
.,0,1
Islands,0,2
Basse,0,2
Terre,0,2
:,0,2
green,0,2
and,0,2
lush,0,2
vegetation,0,2
",",0,2
mountainous,0,2
with,0,2
a,0,2
sulphuric,0,2
volcano,0,2
.,0,2
Grande,0,3
Terre,0,3
:,0,3
flat,0,3
and,0,3
dry,0,3
with,0,3
a,0,3
lot,0,3
of,0,3
beaches,0,3
",",0,3
some,0,3
of,0,3
them,0,3
very,0,3
touristic,0,3
.,0,3
Marie,0,4
Galante,0,4
:,0,4
the,0,4
biggest,0,4
island,0,4
out,0,4
of,0,4
mainland,0,4
Guadeloupe,0,4
.,0,4
Les,0,5
Saintes,0,5
:,0,5
composed,0,5
of,0,5
Terre,0,5
de,0,5
Haut,0,5
and,0,5
Terre,0,5
de,0,5
Bas,0,5
",",0,5
one,0,5
of,0,5
the,0,5
most,0,5
beautiful,0,5
bays,0,5
.,0,5
La,0,6
Désirade,0,6
:,0,6
dry,0,6
and,0,6
cliffy,0,6
.,0,6
Petite,0,7
Terre,0,7
:,0,7
uninhabited,0,7
and,0,7
untamed,0,7
.,0,7
Cities,0,8
Grande,0,8
Terre,0,8
Map,0,8
of,0,8
Guadeloupe,0,8
Pointe,0,8
-,0,8
à,0,8
-,0,8
Pitre,0,8
:,0,8
with,0,8
its,0,8
suburbs,0,8
",",0,8
it,0,8
is,0,8
the,0,8
economic,0,8
capital,0,8
of,0,8
Guadeloupe,0,8
Gosier,0,8
:,0,8
maybe,0,8
one,0,8
of,0,8
the,0,8
most,0,8
interesting,0,8
places,0,8
of,0,8
Guadeloupe,0,8
to,0,8
enjoy,0,8
nightlife,0,8
.,0,8
(,0,9
You,ENTITY,9
can,0,9
enter,0,9
most,0,9
nightclubs,0,9
with,0,9
proper,0,9
clothes,0,9
",",0,9
that,0,9
is,0,9
",",0,9
no,0,9
sneakers,0,9
",",0,9
no,0,9
shorts,0,9
),0,9
St,0,9
François,0,9
if,0,9
you,ENTITY,9
go,0,9
at,0,9
the,0,9
eastern,0,9
point,0,9
of,0,9
Guadeloupe,0,9
",",0,9
you,ENTITY,9
will,0,9
reach,0,9
La,0,9
Pointe,0,9
des,0,9
Chateaux,0,9
",",0,9
a,0,9
scenery,0,9
made,0,9
of,0,9
sand,0,9
and,0,9
rocks,0,9
which,0,9
have,0,9
vaguely,0,9
the,0,9
shape,0,9
of,0,9
a,0,9
castle,0,9
.,0,9
From,0,10
there,0,10
",",0,10
you,ENTITY,10
can,0,10
look,0,10
up,0,10
at,0,10
the,0,10
islands,0,10
La,0,10
Désirade,0,10
",",0,10
Petite,0,10
Terre,0,10
",",0,10
Marie,0,10
Galante,0,10
",",0,10
Les,0,10
Saintes,0,10
",",0,10
La,0,10
Dominique,0,10
but,0,10
also,0,10
have,0,10
a,0,10
perfect,0,10
view,0,10
of,0,10
the,0,10
islands,0,10
Grande,0,10
Terre,0,10
and,0,10
far,0,10
away,0,10
Basse,0,10
Terre,0,10
.,0,10
St,0,11
Anne,0,11
a,0,11
very,0,11
nice,0,11
but,0,11
also,0,11
very,0,11
touristy,0,11
city,0,11
and,0,11
beach,0,11
(,0,11
maybe,0,11
the,0,11
tourists,0,11
primary,0,11
area,0,11
of,0,11
Guadeloupe,0,11
),0,11
.,0,11
L'Americano,0,12
",",0,12
bd,0,12
Georges,0,12
Mandel,0,12
",",0,12
0590883899,0,12
:,0,12
bar,0,12
/,0,12
restaurant,0,12
offers,0,12
free,0,12
salsa,0,12
courses,0,12
on,0,12
Saturdays,0,12
and,0,12
live,0,12
performances,0,12
some,0,12
days,0,12
.,0,12
You,ENTITY,13
will,0,13
find,0,13
all,0,13
kind,0,13
of,0,13
bars,0,13
.,0,13
You,ENTITY,14
can,0,14
try,0,14
Club,0,14
Med,0,14
",",0,14
0590854950,0,14
fax,0,14
:,0,14
0590854959,0,14
(,0,14
for,0,14
instance,0,14
",",0,14
others,0,14
resort,0,14
may,0,14
propose,0,14
this,0,14
formula,0,14
too,0,14
),0,14
for,0,14
a,0,14
one,0,14
day,0,14
all,0,14
inclusive,0,14
(,0,14
breakfast,0,14
",",0,14
buffet,0,14
",",0,14
bars,0,14
",",0,14
drinks,0,14
",",0,14
beach,0,14
volley,0,14
",",0,14
windsurf,0,14
",",0,14
boat,0,14
",",0,14
gym,0,14
",",0,14
dance,0,14
courses,0,14
...,0,14
),0,14
for,0,14
about,0,14
€,0,14
46,0,14
",",0,14
so,0,14
it,0,14
may,0,14
be,0,14
a,0,14
good,0,14
deal,0,14
(,0,14
as,0,14
it,0,14
costs,0,14
€,0,14
7,0,14
one,0,14
hour,0,14
of,0,14
windsurf,0,14
),0,14
.,0,14
Morne,0,15
à,0,15
l'eau,0,15
",",0,15
renowned,0,15
for,0,15
its,0,15
amazing,0,15
cemetery,0,15
composed,0,15
of,0,15
burial,0,15
places,0,15
made,0,15
of,0,15
black,0,15
and,0,15
white,0,15
tiles,0,15
.,0,15
Anse,0,16
Bertrand,0,16
",",0,16
not,0,16
far,0,16
from,0,16
there,0,16
",",0,16
you,ENTITY,16
can,0,16
visit,0,16
La,0,16
pointe,0,16
de,0,16
la,0,16
Grande,0,16
Vigie,0,16
",",0,16
northern,0,16
point,0,16
of,0,16
mainland,0,16
Guadeloupe,0,16
.,0,16
You,ENTITY,17
can,0,17
also,0,17
go,0,17
to,0,17
Porte,0,17
d'Enfer,0,17
",",0,17
a,0,17
beautiful,0,17
still,0,17
stripe,0,17
of,0,17
sea,0,17
between,0,17
a,0,17
scenery,0,17
of,0,17
reefs,0,17
.,0,17
From,0,18
there,0,18
",",0,18
walk,0,18
one,0,18
hour,0,18
along,0,18
the,0,18
cliff,0,18
",",0,18
and,0,18
you,ENTITY,18
will,0,18
discover,0,18
a,0,18
Souffleur,0,18
",",0,18
kind,0,18
of,0,18
geyser,0,18
due,0,18
to,0,18
the,0,18
pressure,0,18
of,0,18
the,0,18
sea,0,18
.,0,18
Abymes,0,19
nothing,0,19
special,0,19
to,0,19
see,0,19
",",0,19
but,0,19
the,0,19
weekend,0,19
",",0,19
there,0,19
are,0,19
3,0,19
local,0,19
nightclubs,0,19
:,0,19
L'instant,0,19
",",0,19
Caraibes,0,19
and,0,19
Latin,0,19
Club,0,19
.,0,19
They,0,20
are,0,20
located,0,20
at,0,20
the,0,20
same,0,20
place,0,20
.,0,20
Baie,0,21
-,0,21
Mahault,0,21
:,0,21
the,0,21
industrial,0,21
and,0,21
commercial,0,21
zone,0,21
of,0,21
Guadeloupe,0,21
",",0,21
nothing,0,21
special,0,21
to,0,21
do,0,21
or,0,21
see,0,21
.,0,21
Here,0,22
stands,0,22
the,0,22
biggest,0,22
shopping,0,22
mall,0,22
of,0,22
the,0,22
island,0,22
.,0,22
Not,0,23
too,0,23
far,0,23
from,0,23
there,0,23
",",0,23
you,ENTITY,23
can,0,23
find,0,23
a,0,23
local,0,23
bar,0,23
/,0,23
nightclub,0,23
named,0,23
Bik,0,23
Kreyol,0,23
",",0,23
Beau,0,23
Soleil,0,23
",",0,23
0590258046,0,23
or,0,23
0590920648,0,23
(,0,23
Entrance,0,23
€,0,23
5,0,23
",",0,23
Drinks,0,23
€,0,23
3,0,23
),0,23
.,0,23
Local,0,24
music,0,24
(,0,24
ragga,0,24
",",0,24
zouk,0,24
",",0,24
rnb,0,24
),0,24
and,0,24
local,0,24
customers,0,24
.,0,24
The,0,25
building,0,25
