token,ent,sent
Phoenix,0,0
Phoenix,0,0
is,0,0
the,0,0
capital,0,0
of,0,0
the,0,0
state,0,0
of,0,0
Arizona,0,0
as,0,0
well,0,0
as,0,0
the,0,0
most,0,0
populous,0,0
city,0,0
in,0,0
the,0,0
American,0,0
Southwest,0,0
and,0,0
sixth,0,0
largest,0,0
city,0,0
in,0,0
the,0,0
United,0,0
States,0,0
.,0,0
Founded,0,1
in,0,1
1871,0,1
",",0,1
it,0,1
has,0,1
become,0,1
the,0,1
region,0,1
's,0,1
primary,0,1
political,0,1
",",0,1
cultural,0,1
",",0,1
economic,0,1
",",0,1
and,0,1
transportation,0,1
center,0,1
.,0,1
At,0,2
an,0,2
elevation,0,2
of,0,2
1100,0,2
ft,0,2
(,0,2
335,0,2
m,0,2
),0,2
",",0,2
it,0,2
is,0,2
situated,0,2
in,0,2
the,0,2
biologically,0,2
unique,0,2
Sonoran,0,2
Desert,0,2
.,0,2
Over,0,3
time,0,3
it,0,3
has,0,3
merged,0,3
with,0,3
the,0,3
neighboring,0,3
cities,0,3
of,0,3
Scottsdale,0,3
",",0,3
Tempe,0,3
",",0,3
Glendale,0,3
",",0,3
Peoria,0,3
",",0,3
Chandler,0,3
",",0,3
and,0,3
Gilbert,0,3
to,0,3
form,0,3
the,0,3
Greater,0,3
Phoenix,0,3
Metropolitan,0,3
Area,0,3
.,0,3
Currently,0,4
exurbs,0,4
such,0,4
as,0,4
Apache,0,4
Junction,0,4
",",0,4
Fountain,0,4
Hills,0,4
",",0,4
Queen,0,4
Creek,0,4
",",0,4
and,0,4
Sun,0,4
City,0,4
are,0,4
becoming,0,4
part,0,4
of,0,4
this,0,4
metropolitan,0,4
area,0,4
as,0,4
well,0,4
.,0,4
Phoenix,0,5
is,0,5
extremely,0,5
hot,0,5
and,0,5
dry,0,5
in,0,5
the,0,5
summertime,0,5
",",0,5
so,0,5
always,0,5
have,0,5
sunscreen,0,5
with,0,5
you,0,5
!,0,5
Understand,0,5
Why,0,5
would,0,5
anybody,0,5
want,0,5
to,0,5
start,0,5
a,0,5
city,0,5
in,0,5
the,0,5
middle,0,5
of,0,5
a,0,5
desert,0,5
?,0,5
The,0,5
answer,0,5
is,0,5
",",0,5
surprisingly,0,5
",",0,5
agriculture,0,5
.,0,5
The,0,6
Salt,0,6
and,0,6
Verde,0,6
Rivers,0,6
of,0,6
central,0,6
Arizona,0,6
were,0,6
exploited,0,6
for,0,6
large,0,6
-,0,6
scale,0,6
agriculture,0,6
by,0,6
Native,0,6
Americans,0,6
as,0,6
early,0,6
as,0,6
the,0,6
11th,0,6
century,0,6
.,0,6
The,0,7
area,0,7
that,0,7
now,0,7
encompasses,0,7
Phoenix,0,7
was,0,7
a,0,7
center,0,7
of,0,7
the,0,7
Hohokam,0,7
culture,0,7
",",0,7
which,0,7
built,0,7
large,0,7
canal,0,7
systems,0,7
and,0,7
a,0,7
network,0,7
of,0,7
towns,0,7
and,0,7
villages,0,7
",",0,7
whose,0,7
remains,0,7
may,0,7
be,0,7
viewed,0,7
in,0,7
the,0,7
city,0,7
to,0,7
this,0,7
day,0,7
.,0,7
White,0,8
settlers,0,8
discovered,0,8
the,0,8
remnants,0,8
of,0,8
the,0,8
Hohokam,0,8
culture,0,8
in,0,8
the,0,8
19th,0,8
century,0,8
.,0,8
The,0,9
city,0,9
's,0,9
name,0,9
reflects,0,9
its,0,9
history,0,9
as,0,9
a,0,9
city,0,9
"""",0,9
reborn,0,9
from,0,9
the,0,9
ashes,0,9
"""",0,9
of,0,9
the,0,9
previous,0,9
settlement,0,9
.,0,9
European,0,10
-,0,10
American,0,10
settlement,0,10
of,0,10
the,0,10
area,0,10
commenced,0,10
in,0,10
the,0,10
1860s,0,10
",",0,10
and,0,10
in,0,10
1911,0,10
the,0,10
completion,0,10
of,0,10
the,0,10
first,0,10
of,0,10
several,0,10
large,0,10
reservoirs,0,10
in,0,10
the,0,10
mountains,0,10
north,0,10
and,0,10
east,0,10
of,0,10
Phoenix,0,10
insured,0,10
its,0,10
success,0,10
as,0,10
a,0,10
center,0,10
for,0,10
irrigation,0,10
-,0,10
based,0,10
agriculture,0,10
.,0,10
Many,0,11
tens,0,11
of,0,11
thousands,0,11
of,0,11
acres,0,11
were,0,11
planted,0,11
in,0,11
citrus,0,11
and,0,11
cotton,0,11
and,0,11
other,0,11
crops,0,11
",",0,11
and,0,11
for,0,11
many,0,11
years,0,11
",",0,11
intensive,0,11
",",0,11
year,0,11
-,0,11
round,0,11
irrigated,0,11
agriculture,0,11
formed,0,11
the,0,11
basis,0,11
of,0,11
the,0,11
economy,0,11
.,0,11
Recent,0,12
years,0,12
are,0,12
seeing,0,12
a,0,12
revival,0,12
",",0,12
and,0,12
trendy,0,12
hotels,0,12
",",0,12
bars,0,12
",",0,12
shops,0,12
and,0,12
restaurants,0,12
are,0,12
making,0,12
it,0,12
a,0,12
place,0,12
to,0,12
be,0,12
again,0,12
.,0,12
Warm,0,13
and,0,13
sunny,0,13
winter,0,13
weather,0,13
also,0,13
ensured,0,13
a,0,13
thriving,0,13
tourism,0,13
industry,0,13
",",0,13
and,0,13
encouraged,0,13
many,0,13
Easterners,0,13
and,0,13
Midwesterners,0,13
to,0,13
relocate,0,13
to,0,13
Phoenix,0,13
.,0,13
High,0,14
-,0,14
tech,0,14
industry,0,14
began,0,14
to,0,14
flourish,0,14
after,0,14
World,0,14
War,0,14
II,0,14
",",0,14
and,0,14
since,0,14
that,0,14
time,0,14
the,0,14
growth,0,14
of,0,14
Phoenix,0,14
has,0,14
been,0,14
explosive,0,14
.,0,14
As,0,15
a,0,15
result,0,15
",",0,15
a,0,15
population,0,15
of,0,15
just,0,15
over,0,15
"100,000",0,15
in,0,15
1950,0,15
has,0,15
given,0,15
way,0,15
to,0,15
a,0,15
2014,0,15
estimate,0,15
of,0,15
"1,537,058",0,15
(,0,15
with,0,15
the,0,15
metro,0,15
area,0,15
estimated,0,15
at,0,15
"4,489,109",0,15
),0,15
.,0,15
Climate,0,16
Phoenix,0,16
has,0,16
an,0,16
arid,0,16
climate,0,16
with,0,16
long,0,16
",",0,16
hot,0,16
summers,0,16
and,0,16
very,0,16
mild,0,16
winters,0,16
.,0,16
It,0,17
has,0,17
the,0,17
highest,0,17
average,0,17
temperature,0,17
of,0,17
any,0,17
metropolitan,0,17
area,0,17
in,0,17
the,0,17
States,0,17
.,0,17
The,0,18
weather,0,18
varies,0,18
enormously,0,18
from,0,18
one,0,18
season,0,18
to,0,18
the,0,18
next,0,18
.,0,18
While,0,19
it,0,19
's,0,19
not,0,19
as,0,19
cold,0,19
as,0,19
in,0,19
the,0,19
northern,0,19
states,0,19
during,0,19
the,0,19
winter,0,19
",",0,19
it,0,19
does,0,19
freeze,0,19
sometimes,0,19
",",0,19
and,0,19
temperatures,0,19
in,0,19
the,0,19
30s,0,19
°,0,19
F,0,19
(,0,19
that,0,19
's,0,19
around,0,19
or,0,19
slightly,0,19
above,0,19
0,0,19
°,0,19
C,0,19
),0,19
are,0,19
not,0,19
unheard,0,19
of,0,19
.,0,19
In,0,20
the,0,20
summer,0,20
",",0,20
very,0,20
hot,0,20
and,0,20
dry,0,20
heat,0,20
is,0,20
the,0,20
norm,0,20
.,0,20
On,0,21
the,0,21
hottest,0,21
days,0,21
",",0,21
it,0,21
can,0,21
get,0,21
up,0,21
to,0,21
115,0,21
°,0,21
F,0,21
(,0,21
46,0,21
°,0,21
C,0,21
),0,21
or,0,21
more,0,21
.,0,21
Monsoon,0,22
rains,0,22
with,0,22
lightning,0,22
occur,0,22
regularly,0,22
from,0,22
July,0,22
to,0,22
September,0,22
during,0,22
the,0,22
late,0,22
afternoon,0,22
and,0,22
evening,0,22
",",0,22
occasionally,0,22
overnight,0,22
also,0,22
.,0,22
April,0,23
is,0,23
the,0,23
most,0,23
ideal,0,23
month,0,23
.,0,23
In,0,24
some,0,24
neighborhoods,0,24
",",0,24
cicada,0,24
insects,0,24
make,0,24
loud,0,24
sounds,0,24
from,0,24
sunset,0,24
to,0,24
sunrise,0,24
.,0,24
Talk,0,25
English,0,25
is,0,25
the,0,25
dominant,0,25
language,0,25
in,0,25
Phoenix,0,25
.,0,25
However,0,26
",",0,26
like,0,26
much,0,26
of,0,26
the,0,26
Southwest,0,26
with,0,26
a,0,26
large,0,26
Hispanic,0,26
population,0,26
",",0,26
Spanish,0,26
is,0,26
very,0,26
widely,0,26
spoken,0,26
in,0,26
Phoenix,0,26
.,0,26
Spanish,0,27
is,0,27
a,0,27
language,0,27
often,0,27
used,0,27
for,0,27
day,0,27
-,0,27
to,0,27
-,0,27
day,0,27
discourse,0,27
in,0,27
many,0,27
places,0,27
",",0,27
although,0,27
English,0,27
is,0,27
the,0,27
language,0,27
of,0,27
preference,0,27
",",0,27
especially,0,27
when,0,27
dealing,0,27
with,0,27
businesses,0,27
and,0,27
government,0,27
.,0,27
Get,0,28
in,0,28
By,0,28
plane,0,28
Wikimedia,0,28
Maps,0,28
Phoenix,0,28
Sky,0,28
Harbor,0,28
International,0,28
Airport,0,28
(,0,28
IATA,0,28
:,0,28
PHX,0,28
),0,28
+1602275-4958,0,28
is,0,28
the,0,28
main,0,28
air,0,28
gateway,0,28
to,0,28
Arizona,0,28
.,0,28
It,0,29
is,0,29
at,0,29
the,0,29
southeast,0,29
end,0,29
of,0,29
Downtown,0,29
.,0,29
It,0,30
is,0,30
a,0,30
hub,0,30
for,0,30
American,0,30
Airlines,0,30
and,0,30
Southwest,0,30
Airlines,0,30
.,0,30
Terminals,0,31
are,0,31
numbered,0,31
from,0,31
2,0,31
-,0,31
4,0,31
.,0,31
There,0,32
is,0,32
no,0,32
Terminal,0,32
1,0,32
.,0,32
Terminal,0,33
2,0,33
:,0,33
Alaska,0,33
(,0,33
Gates,0,33
10,0,33
&,0,33
11,0,33
),0,33
",",0,33
Great,0,33
Lakes,0,33
(,0,33
Gates,0,33
C,0,33
&,0,33
D,0,33
),0,33
",",0,33
Spirit,0,33
",",0,33
Sun,0,33
Country,0,33
",",0,33
United,0,33
Terminal,0,33
3,0,33
:,0,33
Delta,0,33
",",0,33
Frontier,0,33
",",0,33
Hawaiian,0,33
",",0,33
JetBlue,0,33
Terminal,0,33
4,0,33
:,0,33
Aeroméxico,0,33
",",0,33
Air,0,33
Canada,0,33
",",0,33
American,0,33
",",0,33
British,0,33
Airways,0,33
",",0,33
Southwest,0,33
",",0,33
Volaris,0,33
",",0,33
WestJet,0,33
Valley,0,33
Metro,0,33
#13,0,33
goes,0,33
west,0,33
to,0,33
S,0,33
75th,0,33
Ave,0,33
along,0,33
S,0,33
Buckeye,0,33
(,0,33
via,0,33
Greyhound,0,33
depot,0,33
),0,33
from,0,33
Terminal,0,33
2,0,33
.,0,33
Likewise,0,34
one,0,34
can,0,34
take,0,34
the,0,34
PHX,0,34
skytrain,0,34
over,0,34
to,0,34
the,0,34
nearby,0,34
44th,0,34
&,0,34
Washington,0,34
St,0,34
Station,0,34
to,0,34
catch,0,34
the,0,34
#1,0,34
(,0,34
west,0,34
to,0,34
the,0,34
downtown,0,34
Central,0,34
Station,0,34
and,0,34
Priest,0,34
&,0,34
Washington,0,34
in,0,34
Tempe,0,34
to,0,34
the,0,34
east,0,34
along,0,34
Washington,0,34
St,0,34
),0,34
;,0,34
#44,0,34
bus,0,34
(,0,34
north,0,34
to,0,34
the,0,34
Desert,0,34
