token,ent,sent
Jerome,ENTITY,0
Jerome,ENTITY,0
(,0,0
/,0,0
dʒəˈroʊm,ENTITY,0
/,0,0
;,0,0
Latin,0,0
:,0,0
Eusebius,ENTITY,0
Sophronius,ENTITY,0
Hieronymus,ENTITY,0
;,ENTITY,0
Greek,0,0
:,0,0
Εὐσέβιος,ENTITY,0
Σωφρόνιος,ENTITY,0
Ἱερώνυμος,ENTITY,0
;,0,0
c.,0,0
347,0,0
–,0,0
30,0,0
September,0,0
420,0,0
),0,0
was,0,0
a,ENTITY,0
Latin,ENTITY,0
Catholic,ENTITY,0
priest,ENTITY,0
",",ENTITY,0
confessor,ENTITY,0
",",ENTITY,0
theologian,ENTITY,0
",",ENTITY,0
and,ENTITY,0
historian,ENTITY,0
",",0,0
commonly,0,0
known,0,0
as,0,0
Saint,ENTITY,0
Jerome,ENTITY,0
.,0,0
He,ENTITY,1
was,0,1
born,0,1
at,0,1
Stridon,0,1
",",0,1
a,0,1
village,0,1
near,0,1
Emona,0,1
on,0,1
the,0,1
border,0,1
of,0,1
Dalmatia,0,1
and,0,1
Pannonia,0,1
.,0,1
[,0,2
3,0,2
],0,2
[,0,2
4,0,2
],0,2
[,0,2
5,0,2
],0,2
He,ENTITY,2
is,0,2
best,0,2
known,0,2
for,0,2
his,ENTITY,2
translation,0,2
of,0,2
most,0,2
of,0,2
the,0,2
Bible,0,2
into,0,2
Latin,0,2
(,0,2
the,0,2
translation,0,2
that,0,2
became,0,2
known,0,2
as,0,2
the,0,2
Vulgate,0,2
),0,2
",",0,2
and,0,2
his,ENTITY,2
commentaries,0,2
on,0,2
the,0,2
Gospels,0,2
.,0,2
His,ENTITY,3
list,0,3
of,0,3
writings,0,3
is,0,3
extensive,0,3
.,0,3
[,0,4
6,0,4
],0,4
The,ENTITY,4
protégé,ENTITY,4
of,ENTITY,4
Pope,0,4
Damasus,ENTITY,4
I,0,4
",",ENTITY,4
who,ENTITY,4
died,ENTITY,4
in,ENTITY,4
December,0,4
of,ENTITY,4
384,ENTITY,4
",",0,4
Jerome,ENTITY,4
was,0,4
known,0,4
for,0,4
his,ENTITY,4
teachings,0,4
on,0,4
Christian,0,4
moral,0,4
life,0,4
",",0,4
especially,0,4
to,0,4
those,0,4
living,0,4
in,0,4
cosmopolitan,0,4
centers,0,4
such,0,4
as,0,4
Rome,0,4
.,0,4
In,0,5
many,0,5
cases,0,5
",",0,5
he,ENTITY,5
focused,0,5
his,ENTITY,5
attention,0,5
on,0,5
the,0,5
lives,0,5
of,0,5
women,0,5
and,0,5
identified,0,5
how,0,5
a,0,5
woman,0,5
devoted,0,5
to,0,5
Jesus,0,5
should,0,5
live,0,5
her,0,5
life,0,5
.,0,5
This,0,6
focus,0,6
stemmed,0,6
from,0,6
his,ENTITY,6
close,0,6
patron,0,6
relationships,0,6
with,0,6
several,0,6
prominent,0,6
female,0,6
ascetics,0,6
who,0,6
were,0,6
members,0,6
of,0,6
affluent,0,6
senatorial,0,6
families,0,6
.,0,6
[,0,7
7,0,7
],0,7
Jerome,ENTITY,7
is,0,7
recognised,0,7
as,0,7
a,ENTITY,7
saint,ENTITY,7
and,0,7
Doctor,ENTITY,7
of,ENTITY,7
the,ENTITY,7
