token,ent,sent
Wikinews,0,0
interviews,0,0
meteorological,0,0
experts,0,0
on,0,0
Cyclone,0,0
Phalin,0,0
File,0,0
photo,0,0
of,0,0
interviewee,0,0
David,0,0
Titley,0,0
.,0,0
Image,0,1
:,0,1
David,0,1
Titley,0,1
.,0,1
Cyclone,0,2
Phailin,0,2
has,0,2
winds,0,2
that,0,2
have,0,2
been,0,2
measured,0,2
at,0,2
200,0,2
km,0,2
/,0,2
h,0,2
",",0,2
as,0,2
it,0,2
surges,0,2
over,0,2
land,0,2
will,0,2
it,0,2
begin,0,2
to,0,2
lose,0,2
strength,0,2
?,0,2
Yes,0,2
",",0,2
all,0,2
tropical,0,2
cyclones,0,2
are,0,2
driven,0,2
by,0,2
high,0,2
heat,0,2
content,0,2
waters,0,2
.,0,2
Once,0,3
a,0,3
storm,0,3
moves,0,3
over,0,3
any,0,3
appreciably,0,3
sized,0,3
piece,0,3
of,0,3
land,0,3
",",0,3
the,0,3
moisture,0,3
source,0,3
is,0,3
removed,0,3
and,0,3
the,0,3
storm,0,3
begins,0,3
to,0,3
dissipate,0,3
.,0,3
As,0,4
of,0,4
the,0,4
last,0,4
advisory,0,4
",",0,4
T,0,4
C,0,4
Phailin,0,4
has,0,4
winds,0,4
of,0,4
190,0,4
kilometers,0,4
per,0,4
hour,0,4
and,0,4
has,0,4
moved,0,4
inland,0,4
",",0,4
headed,0,4
on,0,4
a,0,4
northwest,0,4
track,0,4
.,0,4
That,0,5
is,0,5
a,0,5
Category,0,5
3,0,5
storm,0,5
.,0,5
The,0,6
forecast,0,6
is,0,6
for,0,6
a,0,6
continued,0,6
decline,0,6
in,0,6
strength,0,6
to,0,6
a,0,6
tropical,0,6
storm,0,6
within,0,6
24,0,6
hours,0,6
and,0,6
a,0,6
tropical,0,6
depression,0,6
within,0,6
36,0,6
hours,0,6
.,0,6
However,0,7
",",0,7
there,0,7
will,0,7
be,0,7
very,0,7
heavy,0,7
rains,0,7
and,0,7
flooding,0,7
along,0,7
its,0,7
path,0,7
.,0,7
Yes,0,8
",",0,8
it,0,8
will,0,8
loose,0,8
strength,0,8
steadily,0,8
as,0,8
more,0,8
and,0,8
more,0,8
of,0,8
this,0,8
swirling,0,8
system,0,8
moves,0,8
from,0,8
being,0,8
over,0,8
ocean,0,8
to,0,8
being,0,8
over,0,8
land,0,8
.,0,8
This,0,9
occurs,0,9
for,0,9
two,0,9
reasons,0,9
:,0,9
As,0,9
it,0,9
moves,0,9
over,0,9
land,0,9
",",0,9
it,0,9
is,0,9
cut,0,9
off,0,9
from,0,9
the,0,9
source,0,9
of,0,9
energy,0,9
driving,0,9
the,0,9
storm,0,9
[,0,9
which,0,9
is,0,9
],0,9
the,0,9
evaporation,0,9
of,0,9
water,0,9
from,0,9
the,0,9
warm,0,9
sea,0,9
surface,0,9
;,0,9
Increased,0,9
friction,0,9
-,0,9
the,0,9
ocean,0,9
surface,0,9
is,0,9
much,0,9
",",0,9
much,0,9
smoother,0,9
than,0,9
the,0,9
land,0,9
surface,0,9
.,0,9
Tropical,0,10
cyclones,0,10
are,0,10
sustained,0,10
by,0,10
a,0,10
form,0,10
of,0,10
energy,0,10
called,0,10
latent,0,10
heat,0,10
",",0,10
which,0,10
is,0,10
released,0,10
by,0,10
moisture,0,10
evaporated,0,10
from,0,10
the,0,10
ocean,0,10
that,0,10
condenses,0,10
to,0,10
form,0,10
rain,0,10
.,0,10
As,0,11
tropical,0,11
cyclones,0,11
make,0,11
landfall,0,11
",",0,11
this,0,11
energy,0,11
source,0,11
is,0,11
cut,0,11
-,0,11
off,0,11
and,0,11
they,0,11
rapidly,0,11
lose,0,11
strength,0,11
as,0,11
they,0,11
move,0,11
over,0,11
land,0,11
.,0,11
Yes,0,12
",",0,12
the,0,12
Cyclone,0,12
is,0,12
almost,0,12
certain,0,12
to,0,12
lose,0,12
strength,0,12
as,0,12
it,0,12
surges,0,12
over,0,12
land,0,12
.,0,12
Cyclones,0,13
gather,0,13
their,0,13
strength,0,13
through,0,13
scraping,0,13
moisture,0,13
and,0,13
heat,0,13
from,0,13
warm,0,13
ocean,0,13
water,0,13
that,0,13
it,0,13
is,0,13
not,0,13
the,0,13
case,0,13
over,0,13
land,0,13
.,0,13
In,0,14
the,0,14
mean,0,14
time,0,14
",",0,14
much,0,14
stronger,0,14
friction,0,14
over,0,14
land,0,14
quickly,0,14
reduces,0,14
their,0,14
strength,0,14
.,0,14
Yes,0,15
.,0,15
All,0,16
tropical,0,16
cyclones,0,16
lose,0,16
strength,0,16
once,0,16
they,0,16
make,0,16
landfall,0,16
.,0,16
However,0,17
",",0,17
they,0,17
can,0,17
remain,0,17
dangerous,0,17
storms,0,17
due,0,17
to,0,17
very,0,17
heavy,0,17
rains,0,17
and,0,17
subsequent,0,17
landslides,0,17
",",0,17
and,0,17
river,0,17
flooding,0,17
.,0,17
Phailin,0,18
's,0,18
winds,0,18
will,0,18
rapidly,0,18
weaken,0,18
as,0,18
it,0,18
pushes,0,18
inland,0,18
.,0,18
Once,0,19
Cyclone,0,19
Phailin,0,19
comes,0,19
on,0,19
shore,0,19
it,0,19
will,0,19
immediately,0,19
begin,0,19
to,0,19
lose,0,19
strength,0,19
.,0,19
However,0,20
",",0,20
and,0,20
this,0,20
is,0,20
important,0,20
",",0,20
it,0,20
still,0,20
will,0,20
contain,0,20
lots,0,20
of,0,20
rainfall,0,20
making,0,20
flooding,0,20
an,0,20
almost,0,20
certainty,0,20
.,0,20
File,0,21
photo,0,21
of,0,21
interviewee,0,21
R,0,21
Saravanan,0,21
.,0,21
Image,0,22
:,0,22
R,0,22
Saravanan,0,22
.,0,22
A,0,23
previous,0,23
cyclone,0,23
in,0,23
1999,0,23
in,0,23
the,0,23
Bay,0,23
of,0,23
Bengal,0,23
area,0,23
of,0,23
India,0,23
left,0,23
"10,000",0,23
people,0,23
dead,0,23
.,0,23
Is,0,24
the,0,24
Indian,0,24
government,0,24
well,0,24
prepared,0,24
to,0,24
deal,0,24
with,0,24
this,0,24
cyclone,0,24
?,0,24
I,0,24
have,0,24
not,0,24
followed,0,24
that,0,24
aspect,0,24
of,0,24
the,0,24
societal,0,24
response,0,24
for,0,24
the,0,24
present,0,24
storm,0,24
.,0,24
However,0,25
",",0,25
historically,0,25
",",0,25
there,0,25
have,0,25
been,0,25
several,0,25
events,0,25
that,0,25
should,0,25
cause,0,25
a,0,25
societal,0,25
response,0,25
.,0,25
Hopefully,0,26
",",0,26
we,0,26
all,0,26
learn,0,26
from,0,26
past,0,26
mistakes,0,26
.,0,26
The,0,27
history,0,27
of,0,27
strong,0,27
cyclones,0,27
and,0,27
death,0,27
in,0,27
the,0,27
region,0,27
is,0,27
notable,0,27
",",0,27
with,0,27
at,0,27
least,0,27
5,0,27
large,0,27
cyclone,0,27
events,0,27
in,0,27
the,0,27
past,0,27
35,0,27
years,0,27
with,0,27
"10,000",0,27
and,0,27
as,0,27
many,0,27
as,0,27
"300,000",0,27
people,0,27
killed,0,27
",",0,27
millions,0,27
left,0,27
homeless,0,27
and,0,27
estimated,0,27
damages,0,27
as,0,27
high,0,27
as,0,27
US,0,27
$,0,27
10,0,27
billion,0,27
.,0,27
I,0,28
do,0,28
n't,0,28
have,0,28
enough,0,28
information,0,28
to,0,28
answer,0,28
this,0,28
question,0,28
",",0,28
one,0,28
way,0,28
or,0,28
the,0,28
other,0,28
.,0,28
From,0,29
all,0,29
the,0,29
press,0,29
reports,0,29
that,0,29
I,0,29
have,0,29
read,0,29
",",0,29
the,0,29
Indian,0,29
government,0,29
appears,0,29
to,0,29
have,0,29
taken,0,29
the,0,29
threat,0,29
of,0,29
Cyclone,0,29
Phailin,0,29
very,0,29
seriously,0,29
indeed,0,29
.,0,29
The,0,30
government,0,30
has,0,30
been,0,30
much,0,30
more,0,30
pro-active,0,30
in,0,30
preparing,0,30
for,0,30
this,0,30
cyclone,0,30
than,0,30
in,0,30
the,0,30
past,0,30
.,0,30
The,0,31
forecasts,0,31
of,0,31
cyclone,0,31
track,0,31
and,0,31
intensity,0,31
have,0,31
been,0,31
fairly,0,31
accurate,0,31
.,0,31
Mandatory,0,32
mass,0,32
evacuations,0,32
have,0,32
been,0,32
carried,0,32
out,0,32
",",0,32
which,0,32
is,0,32
essential,0,32
to,0,32
minimize,0,32
loss,0,32
of,0,32
life,0,32
in,0,32
these,0,32
situations,0,32
.,0,32
Unfortunately,0,33
",",0,33
extensive,0,33
property,0,33
damage,0,33
is,0,33
bound,0,33
to,0,33
occur,0,33
even,0,33
with,0,33
the,0,33
best,0,33
preparation,0,33
.,0,33
My,0,34
knowledge,0,34
of,0,34
the,0,34
responsiveness,0,34
of,0,34
the,0,34
Indian,0,34
government,0,34
to,0,34
this,0,34
storm,0,34
is,0,34
purely,0,34
from,0,34
the,0,34
cyber,0,34
space,0,34
.,0,34
I,0,35
heard,0,35
that,0,35
they,0,35
orchestrated,0,35
the,0,35
largest,0,35
people,0,35
evacuation,0,35
to,0,35
a,0,35
natural,0,35
disaster,0,35
in,0,35
Indian,0,35
history,0,35
.,0,35
This,0,36
shall,0,36
be,0,36
applauded,0,36
given,0,36
the,0,36
size,0,36
and,0,36
strength,0,36
of,0,36
Phailin,0,36
.,0,36
I,0,37
visited,0,37
the,0,37
damaged,0,37
area,0,37
of,0,37
the,0,37
1999,0,37
storm,0,37
near,0,37
Bhubaneshwar,0,37
in,0,37
the,0,37
summer,0,37
of,0,37
2012,0,37
for,0,37
an,0,37
invited,0,37
symposium,0,37
and,0,37
summer,0,37
school,0,37
on,0,37
tropical,0,37
cyclones,0,37
[,0,37
...,0,37
],0,37
sponsored,0,37
by,0,37
the,0,37
Indian,0,37
government,0,37
.,0,37
Given,0,38
the,0,38
living,0,38
standard,0,38
and,0,38
residence,0,38
of,0,38
people,0,38
living,0,38
near,0,38
the,0,38
coastal,0,38
areas,0,38
in,0,38
this,0,38
region,0,38
",",0,38
the,0,38
evacuation,0,38
is,0,38
certainly,0,38
necessary,0,38
and,0,38
essential,0,38
to,0,38
save,0,38
lives,0,38
.,0,38
I,0,39
can,0,39
not,0,39
comment,0,39
directly,0,39
on,0,39
how,0,39
the,0,39
Indian,0,39
government,0,39
was,0,39
prepared,0,39
for,0,39
this,0,39
cyclone,0,39
.,0,39
However,0,40
",",0,40
the,0,40
news,0,40
reports,0,40
(,0,40
