doc,token,sentence,t_id,doc_id,m_id,tag
143300,Automobile,0,1,,,
143300,manufacturer,0,2,,,
143300,Ford,0,3,,,
143300,posts,0,4,143300,76,EVENT_MENTION
143300,unexpected,0,5,,,
143300,profits,0,6,143300,77,EVENT_MENTION
143300,November,1,7,,,
143300,03,1,8,,,
143300,",",1,9,,,
143300,2009,1,10,,,
143300,The,2,11,,,
143300,US,2,12,,,
143300,automobile,2,13,,,
143300,manufacturer,2,14,,,
143300,Ford,2,15,,,
143300,has,2,16,,,
143300,said,2,17,143300,5,EVENT_MENTION
143300,that,2,18,,,
143300,it,2,19,,,
143300,posted,2,20,143300,6,EVENT_MENTION
143300,a,2,21,,,
143300,net,2,22,,,
143300,profit,2,23,143300,7,EVENT_MENTION
143300,of,2,24,,,
143300,US$,2,25,,,
143300,997,2,26,,,
143300,million,2,27,,,
143300,in,2,28,,,
143300,the,2,29,,,
143300,third,2,30,,,
143300,quarter,2,31,,,
143300,of,2,32,,,
143300,this,2,33,,,
143300,year,2,34,,,
143300,",",2,35,,,
143300,and,2,36,,,
143300,predicted,2,37,143300,8,EVENT_MENTION
143300,that,2,38,,,
143300,it,2,39,,,
143300,would,2,40,,,
143300,be,2,41,143300,9,EVENT_MENTION
143300,``,2,42,,,
143300,solidly,2,43,,,
143300,profitable,2,44,143300,10,EVENT_MENTION
143300,'',2,45,,,
143300,by,2,46,,,
143300,2011,2,47,,,
143300,.,2,48,,,
143300,The,3,49,,,
143300,reports,3,50,143300,26,EVENT_MENTION
143300,surprised,3,51,143300,23,EVENT_MENTION
143300,most,3,52,,,
143300,analysts,3,53,,,
143300,",",3,54,,,
143300,who,3,55,,,
143300,had,3,56,,,
143300,forecast,3,57,143300,24,EVENT_MENTION
143300,that,3,58,,,
143300,the,3,59,,,
143300,auto,3,60,,,
143300,company,3,61,,,
143300,would,3,62,,,
143300,lose,3,63,143300,25,EVENT_MENTION
143300,money,3,64,,,
143300,.,3,65,,,
143300,Ford,4,66,,,
143300,'s,4,67,,,
143300,profits,4,68,143300,29,EVENT_MENTION
143300,equate,4,69,143300,30,EVENT_MENTION
143300,to,4,70,,,
143300,26,4,71,,,
143300,cents,4,72,,,
143300,per,4,73,,,
143300,share,4,74,,,
143300,",",4,75,,,
143300,a,4,76,,,
143300,large,4,77,,,
143300,difference,4,78,143300,31,EVENT_MENTION
143300,to,4,79,,,
143300,the,4,80,,,
143300,12,4,81,,,
143300,cent,4,82,,,
143300,per,4,83,,,
143300,share,4,84,,,
143300,lost,4,85,143300,32,EVENT_MENTION
143300,that,4,86,,,
143300,had,4,87,,,
143300,been,4,88,,,
143300,anticipated,4,89,143300,33,EVENT_MENTION
143300,by,4,90,,,
143300,most,4,91,,,
143300,economic,4,92,,,
143300,analysts,4,93,,,
143300,.,4,94,,,
143300,``,5,95,,,
143300,Our,5,96,,,
143300,third-quarter,5,97,,,
143300,results,5,98,143300,44,EVENT_MENTION
143300,clearly,5,99,,,
143300,show,5,100,143300,45,EVENT_MENTION
143300,Ford,5,101,,,
143300,is,5,102,,,
143300,making,5,103,143300,46,EVENT_MENTION
143300,tremendous,5,104,,,
143300,progress,5,105,143300,47,EVENT_MENTION
143300,despite,5,106,,,
143300,the,5,107,,,
143300,prolonged,5,108,,,
143300,economic,5,109,,,
143300,slump,5,110,143300,48,EVENT_MENTION
143300,",",5,111,,,
143300,'',5,112,,,
143300,said,5,113,143300,49,EVENT_MENTION
143300,the,5,114,,,
143300,firm,5,115,,,
143300,'s,5,116,,,
143300,chief,5,117,,,
143300,executive,5,118,,,
143300,officer,5,119,,,
143300,",",5,120,,,
143300,Alan,5,121,,,
143300,Mulally,5,122,,,
143300,.,5,123,,,
