doc,token,sentence,t_id,doc_id,m_id,tag
238039,Apple,0,1,,,
238039,Inc.,0,2,,,
238039,CEO,0,3,,,
238039,Steve,0,4,,,
238039,Jobs,0,5,,,
238039,on,0,6,,,
238039,medical,0,7,,,
238039,leave,0,8,238039,31,EVENT_MENTION
238039,January,1,9,,,
238039,17,1,10,,,
238039,",",1,11,,,
238039,2011,1,12,,,
238039,Steve,2,13,,,
238039,Jobs,2,14,,,
238039,",",2,15,,,
238039,the,2,16,,,
238039,chief,2,17,,,
238039,executive,2,18,,,
238039,officer,2,19,,,
238039,of,2,20,,,
238039,Apple,2,21,,,
238039,"Inc.,",2,22,,,
238039,announced,2,23,238039,30,EVENT_MENTION
238039,Monday,2,24,,,
238039,in,2,25,,,
238039,an,2,26,,,
238039,internal,2,27,,,
238039,memo,2,28,,,
238039,that,2,29,,,
238039,he,2,30,,,
238039,would,2,31,,,
238039,be,2,32,238039,32,EVENT_MENTION
238039,on,2,33,,,
238039,medical,2,34,,,
238039,leave,2,35,238039,33,EVENT_MENTION
238039,for,2,36,,,
238039,an,2,37,,,
238039,undetermined,2,38,,,
238039,period,2,39,,,
238039,of,2,40,,,
238039,time,2,41,,,
238039,.,2,42,,,
238039,The,3,43,,,
238039,statement,3,44,238039,34,EVENT_MENTION
238039,caused,3,45,238039,35,EVENT_MENTION
238039,a,3,46,,,
238039,sharp,3,47,,,
238039,decrease,3,48,238039,19,EVENT_MENTION
238039,of,3,49,,,
238039,Apple,3,50,,,
238039,share,3,51,,,
238039,prices,3,52,,,
238039,in,3,53,,,
238039,foreign,3,54,,,
238039,markets,3,55,,,
238039,",",3,56,,,
238039,while,3,57,,,
238039,US,3,58,,,
238039,markets,3,59,,,
238039,were,3,60,,,
238039,closed,3,61,238039,20,EVENT_MENTION
238039,in,3,62,,,
238039,honor,3,63,,,
238039,of,3,64,,,
238039,Martin,3,65,,,
238039,Luther,3,66,,,
238039,King,3,67,,,
238039,.,3,68,,,
238039,Monday,4,69,,,
238039,'s,4,70,,,
238039,email,4,71,,,
238039,announcement,4,72,238039,21,EVENT_MENTION
238039,marked,4,73,238039,22,EVENT_MENTION
238039,the,4,74,,,
238039,third,4,75,,,
238039,time,4,76,,,
238039,in,4,77,,,
238039,the,4,78,,,
238039,past,4,79,,,
238039,decade,4,80,,,
238039,that,4,81,,,
238039,Jobs,4,82,,,
238039,",",4,83,,,
238039,aged,4,84,,,
238039,55,4,85,,,
238039,",",4,86,,,
238039,has,4,87,,,
238039,taken,4,88,238039,23,EVENT_MENTION
238039,medical,4,89,,,
238039,leave,4,90,238039,24,EVENT_MENTION
238039,.,4,91,,,
238039,He,5,92,,,
238039,fought,5,93,238039,25,EVENT_MENTION
238039,pancreatic,5,94,,,
238039,cancer,5,95,,,
238039,in,5,96,,,
238039,2004,5,97,,,
238039,and,5,98,,,
238039,took,5,99,,,
238039,six,5,100,,,
238039,months,5,101,,,
238039,off,5,102,238039,76,EVENT_MENTION
238039,off,5,102,238039,26,EVENT_MENTION
238039,in,5,103,,,
238039,early,5,104,,,
238039,2009,5,105,,,
238039,",",5,106,,,
238039,later,5,107,,,
238039,revealing,5,108,238039,27,EVENT_MENTION
238039,he,5,109,,,
238039,had,5,110,,,
238039,undergone,5,111,238039,28,EVENT_MENTION
238039,a,5,112,,,
238039,liver,5,113,,,
238039,transplant,5,114,238039,29,EVENT_MENTION
238039,.,5,115,,,
238039,Lewis,10,249,,,
238039,W.,10,250,,,
238039,Teperman,10,251,,,
238039,",",10,252,,,
238039,a,10,253,,,
238039,doctor,10,254,,,
238039,at,10,255,,,
238039,New,10,256,,,
238039,York,10,257,,,
238039,University,10,258,,,
238039,",",10,259,,,
238039,said,10,260,,,
238039,",",10,261,,,
238039,"""",10,262,,,
238039,It,10,263,,,
238039,’,10,264,,,
238039,s,10,265,,,
238039,very,10,266,,,
238039,common,10,267,,,
238039,for,10,268,,,
238039,transplant,10,269,,,
238039,patients,10,270,,,
238039,to,10,271,,,
238039,have,10,272,,,
238039,issues,10,273,,,
238039,that,10,274,,,
238039,are,10,275,,,
238039,not,10,276,,,
238039,life-threatening,10,277,,,
238039,.,10,278,,,
238039,"""",10,279,,,
238039,On,11,280,,,
238039,its,11,281,,,
238039,website,11,282,,,
238039,",",11,283,,,
238039,Apple,11,284,,,
238039,released,11,285,,,
238039,the,11,286,,,
238039,text,11,287,,,
238039,of,11,288,,,
238039,Jobs,11,289,,,
238039,'s,11,290,,,
238039,email,11,291,,,
238039,",",11,292,,,
238039,which,11,293,,,
238039,reads,11,294,,,
238039,:,11,295,,,
238039,Team,11,296,,,
238039,",",11,297,,,
238039,At,11,298,,,
238039,my,11,299,,,
238039,request,11,300,,,
238039,",",11,301,,,
238039,the,11,302,,,
238039,board,11,303,,,
238039,of,11,304,,,
238039,directors,11,305,,,
238039,has,11,306,,,
238039,granted,11,307,,,
238039,me,11,308,,,
238039,a,11,309,,,
238039,medical,11,310,,,
238039,leave,11,311,,,
238039,of,11,312,,,
238039,absence,11,313,,,
238039,so,11,314,,,
238039,I,11,315,,,
238039,can,11,316,,,
238039,focus,11,317,,,
238039,on,11,318,,,
238039,my,11,319,,,
238039,health,11,320,,,
238039,.,11,321,,,
238039,I,12,322,,,
238039,will,12,323,,,
238039,continue,12,324,,,
238039,as,12,325,,,
238039,CEO,12,326,,,
238039,and,12,327,,,
238039,be,12,328,,,
238039,involved,12,329,,,
238039,in,12,330,,,
238039,major,12,331,,,
238039,strategic,12,332,,,
238039,decisions,12,333,,,
238039,for,12,334,,,
238039,the,12,335,,,
238039,company,12,336,,,
238039,.,12,337,,,
238039,I,13,338,,,
238039,have,13,339,,,
238039,asked,13,340,,,
238039,Tim,13,341,,,
238039,Cook,13,342,,,
238039,to,13,343,,,
238039,be,13,344,,,
238039,responsible,13,345,,,
238039,for,13,346,,,
238039,all,13,347,,,
238039,of,13,348,,,
238039,Apple,13,349,,,
238039,'s,13,350,,,
238039,day,13,351,,,
