doc,token,sentence,t_id,doc_id,m_id,tag
3307,Airbus,0,1,,,
3307,launches,0,2,3307,23,EVENT_MENTION
3307,world,0,3,,,
3307,'s,0,4,,,
3307,largest,0,5,,,
3307,passenger,0,6,,,
3307,plane,0,7,,,
3307,January,1,8,,,
3307,18,1,9,,,
3307,",",1,10,,,
3307,2005,1,11,,,
3307,In,2,12,,,
3307,a,2,13,,,
3307,ceremony,2,14,3307,24,EVENT_MENTION
3307,attended,2,15,3307,25,EVENT_MENTION
3307,by,2,16,,,
3307,several,2,17,,,
3307,European,2,18,,,
3307,political,2,19,,,
3307,leaders,2,20,,,
3307,and,2,21,,,
3307,"5,000",2,22,,,
3307,VIP,2,23,,,
3307,guests,2,24,,,
3307,",",2,25,,,
3307,Airbus,2,26,,,
3307,unveiled,2,27,3307,26,EVENT_MENTION
3307,plans,2,28,3307,27,EVENT_MENTION
3307,for,2,29,,,
3307,the,2,30,,,
3307,A380,2,31,,,
3307,",",2,32,,,
3307,a,2,33,,,
3307,twin-deck,2,34,,,
3307,aircraft,2,35,,,
3307,that,2,36,,,
3307,can,2,37,,,
3307,carry,2,38,3307,28,EVENT_MENTION
3307,up,2,39,,,
3307,to,2,40,,,
3307,840,2,41,,,
3307,people,2,42,,,
3307,in,2,43,,,
3307,all-economy,2,44,,,
3307,class,2,45,,,
3307,(,2,46,,,
3307,550,2,47,,,
3307,for,2,48,,,
3307,a,2,49,,,
3307,Boeing,2,50,,,
3307,747,2,51,,,
3307,),2,52,,,
3307,",",2,53,,,
3307,or,2,54,,,
3307,555,2,55,,,
3307,people,2,56,,,
3307,in,2,57,,,
3307,typical,2,58,,,
3307,three,2,59,,,
3307,mixed,2,60,,,
3307,classes,2,61,,,
3307,layout,2,62,,,
3307,.,2,63,,,
3307,The,3,64,,,
3307,new,3,65,,,
3307,aircraft,3,66,,,
3307,will,3,67,,,
3307,take,3,68,,,
3307,the,3,69,,,
3307,world,3,70,,,
3307,'s,3,71,,,
3307,-,3,72,,,
3307,largest,3,73,,,
3307,title,3,74,,,
3307,away,3,75,3307,92,EVENT_MENTION
3307,from,3,76,,,
3307,rival,3,77,,,
3307,Boeing,3,78,,,
3307,'s,3,79,,,
3307,747,3,80,,,
3307,.,3,81,,,
3307,Boeing,4,82,,,
3307,'s,4,83,,,
3307,upcoming,4,84,,,
3307,new,4,85,,,
3307,design,4,86,,,
3307,",",4,87,,,
3307,the,4,88,,,
3307,7e7,4,89,,,
3307,",",4,90,,,
3307,does,4,91,,,
3307,not,4,92,,,
3307,attempt,4,93,3307,31,EVENT_MENTION
3307,to,4,94,,,
3307,compete,4,95,3307,32,EVENT_MENTION
3307,directly,4,96,,,
3307,with,4,97,,,
3307,the,4,98,,,
3307,A380,4,99,,,
3307,but,4,100,,,
3307,instead,4,101,,,
3307,is,4,102,,,
3307,aimed,4,103,3307,33,EVENT_MENTION
3307,at,4,104,,,
3307,a,4,105,,,
3307,more,4,106,,,
3307,efficient,4,107,,,
3307,and,4,108,,,
3307,comfortable,4,109,,,
3307,flight,4,110,3307,34,EVENT_MENTION
3307,at,4,111,,,
3307,200-250,4,112,,,
3307,seats,4,113,,,
3307,.,4,114,,,
3307,Airbus,5,115,,,
3307,chief,5,116,,,
3307,executive,5,117,,,
3307,Noel,5,118,,,
3307,Forgeard,5,119,,,
3307,stated,5,120,3307,35,EVENT_MENTION
3307,that,5,121,,,
3307,he,5,122,,,
3307,expected,5,123,3307,36,EVENT_MENTION
3307,sales,5,124,3307,37,EVENT_MENTION
3307,of,5,125,,,
3307,the,5,126,,,
3307,aircraft,5,127,,,
3307,to,5,128,,,
3307,exceed,5,129,3307,38,EVENT_MENTION
3307,the,5,130,,,
3307,250,5,131,,,
3307,required,5,132,3307,39,EVENT_MENTION
3307,for,5,133,,,
3307,the,5,134,,,
3307,project,5,135,3307,41,EVENT_MENTION
3307,to,5,136,,,
3307,break,5,137,,,
3307,even,5,138,3307,40,EVENT_MENTION
3307,.,5,139,,,
3307,British,10,208,,,
3307,and,10,209,,,
3307,American,10,210,,,
3307,airline,10,211,,,
3307,Virgin,10,212,,,
3307,Atlantic,10,213,,,
3307,has,10,214,,,
3307,purchased,10,215,,,
3307,six,10,216,,,
3307,of,10,217,,,
3307,these,10,218,,,
3307,aeroplanes,10,219,,,
3307,and,10,220,,,
3307,intend,10,221,,,
3307,to,10,222,,,
3307,fit,10,223,,,
3307,them,10,224,,,
3307,with,10,225,,,
3307,gyms,10,226,,,
3307,and,10,227,,,
3307,bars,10,228,,,
3307,as,10,229,,,
3307,well,10,230,,,
3307,as,10,231,,,
3307,seats,10,232,,,
3307,.,10,233,,,
