doc,token,sentence,t_id,doc_id,m_id,tag
10450,Apple,0,1,,,
10450,Computer,0,2,,,
10450,CEO,0,3,,,
10450,Steve,0,4,,,
10450,Jobs,0,5,,,
10450,gives,0,6,10450,31,EVENT_MENTION
10450,opening,0,7,,,
10450,keynote,0,8,10450,32,EVENT_MENTION
10450,to,0,9,,,
10450,WWDC,0,10,10450,33,EVENT_MENTION
10450,2005,0,11,,,
10450,June,1,12,,,
10450,6,1,13,,,
10450,",",1,14,,,
10450,2005,1,15,,,
10450,Apple,2,16,,,
10450,Computer,2,17,,,
10450,CEO,2,18,,,
10450,and,2,19,,,
10450,co-founder,2,20,,,
10450,Steve,2,21,,,
10450,Jobs,2,22,,,
10450,gave,2,23,10450,42,EVENT_MENTION
10450,his,2,24,,,
10450,annual,2,25,,,
10450,opening,2,26,,,
10450,keynote,2,27,10450,39,EVENT_MENTION
10450,to,2,28,,,
10450,the,2,29,,,
10450,World,2,30,,,
10450,Wide,2,31,,,
10450,Developers,2,32,,,
10450,Conference,2,33,10450,82,EVENT_MENTION
10450,(,2,34,,,
10450,WWDC,2,35,10450,40,EVENT_MENTION
10450,),2,36,,,
10450,at,2,37,,,
10450,Moscone,2,38,,,
10450,Center,2,39,,,
10450,in,2,40,,,
10450,San,2,41,,,
10450,Francisco,2,42,,,
10450,",",2,43,,,
10450,California,2,44,,,
10450,on,2,45,,,
10450,Monday,2,46,,,
10450,.,2,47,,,
10450,He,3,48,,,
10450,announced,3,49,10450,43,EVENT_MENTION
10450,a,3,50,,,
10450,seamless,3,51,,,
10450,integration,3,52,10450,38,EVENT_MENTION
10450,of,3,53,,,
10450,podcasting,3,54,,,
10450,with,3,55,,,
10450,iTunes,3,56,,,
10450,",",3,57,,,
10450,and,3,58,,,
10450,",",3,59,,,
10450,to,3,60,,,
10450,the,3,61,,,
10450,amazement,3,62,,,
10450,of,3,63,,,
10450,many,3,64,,,
10450,",",3,65,,,
10450,that,3,66,,,
10450,future,3,67,,,
10450,Apple,3,68,,,
10450,Macintosh,3,69,,,
10450,computers,3,70,,,
10450,will,3,71,,,
10450,feature,3,72,10450,28,EVENT_MENTION
10450,Intel,3,73,,,
10450,processors,3,74,,,
10450,.,3,75,,,
10450,Jobs,4,76,,,
10450,welcomed,4,77,10450,30,EVENT_MENTION
10450,everyone,4,78,,,
10450,to,4,79,,,
10450,the,4,80,,,
10450,event,4,81,10450,41,EVENT_MENTION
10450,and,4,82,,,
10450,announced,4,83,10450,34,EVENT_MENTION
10450,announced,4,83,10450,84,EVENT_MENTION
10450,that,4,84,,,
10450,there,4,85,,,
10450,were,4,86,10450,35,EVENT_MENTION
10450,"3,800",4,87,,,
10450,attendees,4,88,,,
10450,.,4,89,,,
10450,There,5,90,,,
10450,are,5,91,10450,36,EVENT_MENTION
10450,500,5,92,,,
10450,Apple,5,93,,,
10450,engineers,5,94,,,
10450,at,5,95,,,
10450,what,5,96,,,
10450,is,5,97,10450,37,EVENT_MENTION
10450,their,5,98,,,
10450,largest,5,99,,,
10450,developers,5,100,,,
10450,conference,5,101,10450,29,EVENT_MENTION
10450,in,5,102,,,
10450,the,5,103,,,
10450,past,5,104,,,
10450,decade,5,105,,,
10450,.,5,106,,,
10450,Steve,10,171,,,
10450,called,10,172,,,
10450,podcasting,10,173,,,
10450,“,10,174,,,
10450,Wayne,10,175,,,
10450,’,10,176,,,
10450,s,10,177,,,
10450,World,10,178,,,
10450,for,10,179,,,
10450,radio,10,180,,,
10450,”,10,181,,,
10450,.,10,182,,,
10450,He,11,183,,,
10450,called,11,184,,,
10450,it,11,185,,,
10450,the,11,186,,,
10450,“,11,187,,,
10450,hottest,11,188,,,
10450,thing,11,189,,,
10450,going,11,190,,,
10450,in,11,191,,,
10450,radio,11,192,,,
10450,”,11,193,,,
10450,",",11,194,,,
10450,and,11,195,,,
10450,",",11,196,,,
10450,“,11,197,,,
10450,exciting,11,198,,,
10450,”,11,199,,,
10450,.,11,200,,,
10450,There,12,201,,,
10450,are,12,202,,,
10450,over,12,203,,,
10450,"8,000",12,204,,,
10450,podcasts,12,205,,,
10450,.,12,206,,,
10450,Steve,13,207,,,
10450,Jobs,13,208,,,
10450,announced,13,209,,,
10450,that,13,210,,,
10450,automatic,13,211,,,
10450,podcasting,13,212,,,
10450,subscription,13,213,,,
10450,would,13,214,,,
10450,be,13,215,,,
10450,built,13,216,,,
10450,in,13,217,,,
10450,to,13,218,,,
10450,iTunes,13,219,,,
10450,and,13,220,,,
10450,iPod,13,221,,,
10450,seamlessly,13,222,,,
10450,.,13,223,,,
10450,He,14,224,,,
10450,also,14,225,,,
10450,announced,14,226,,,
10450,that,14,227,,,
10450,QuickTime,14,228,,,
10450,7,14,229,,,
10450,would,14,230,,,
10450,be,14,231,,,
10450,soon,14,232,,,
10450,available,14,233,,,
10450,for,14,234,,,
10450,Windows,14,235,,,
10450,.,14,236,,,
10450,Moving,15,237,,,
10450,on,15,238,,,
10450,",",15,239,,,
10450,Jobs,15,240,,,
10450,announced,15,241,,,
10450,that,15,242,,,
10450,there,15,243,,,
10450,have,15,244,,,
10450,been,15,245,,,
10450,2,15,246,,,
10450,million,15,247,,,
10450,copies,15,248,,,
10450,of,15,249,,,
10450,Tiger,15,250,,,
10450,sold,15,251,,,
10450,in,15,252,,,
10450,the,15,253,,,
10450,6,15,254,,,
10450,weeks,15,255,,,
10450,that,15,256,,,
10450,it,15,257,,,
10450,has,15,258,,,
10450,been,15,259,,,
10450,available,15,260,,,
10450,.,15,261,,,
10450,He,16,262,,,
10450,demoed,16,263,,,
10450,the,16,264,,,
10450,Wikipedia,16,265,,,
10450,Dashboard,16,266,,,
10450,widget,16,267,,,
10450,.,16,268,,,
10450,Steve,17,269,,,
10450,announced,17,270,,,
10450,that,17,271,,,
10450,Mac,17,272,,,
10450,OS,17,273,,,
10450,X,17,274,,,
10450,Leopard,17,275,,,
10450,would,17,276,,,
10450,be,17,277,,,
10450,released,17,278,,,
10450,in,17,279,,,
10450,2007,17,280,,,
10450,",",17,281,,,
10450,the,17,282,,,
10450,same,17,283,,,
10450,time,17,284,,,
10450,as,17,285,,,
10450,Microsoft,17,286,,,
10450,’,17,287,,,
10450,s,17,288,,,
10450,Longhorn,17,289,,,
10450,.,17,290,,,
10450,In,18,291,,,
10450,a,18,292,,,
10450,surprising,18,293,,,
10450,move,18,294,,,
10450,",",18,295,,,
10450,Steve,18,296,,,
10450,Jobs,18,297,,,
10450,announced,18,298,,,
10450,that,18,299,,,
10450,Macintosh,18,300,,,
10450,computers,18,301,,,
10450,would,18,302,,,
10450,begin,18,303,,,
10450,to,18,304,,,
10450,be,18,305,,,
10450,shipped,18,306,,,
10450,with,18,307,,,
10450,Intel,18,308,,,
10450,processors,18,309,,,
10450,",",18,310,,,
10450,the,18,311,,,
10450,same,18,312,,,
10450,as,18,313,,,
10450,in,18,314,,,
10450,Windows,18,315,,,
10450,machines,18,316,,,
10450,",",18,317,,,
10450,ending,18,318,,,
10450,the,18,319,,,
10450,eleven,18,320,,,
10450,year,18,321,,,
10450,partnership,18,322,,,
10450,with,18,323,,,
10450,IBM,18,324,,,
10450,and,18,325,,,
10450,Motorola,18,326,,,
10450,.,18,327,,,
10450,This,19,328,,,
10450,is,19,329,,,
10450,said,19,330,,,
10450,to,19,331,,,
10450,be,19,332,,,
10450,out,19,333,,,
10450,of,19,334,,,
10450,Apple,19,335,,,
10450,'s,19,336,,,
10450,increasing,19,337,,,
10450,frustration,19,338,,,
10450,at,19,339,,,
10450,IBM,19,340,,,
10450,'s,19,341,,,
10450,inability,19,342,,,
10450,to,19,343,,,
10450,deliver,19,344,,,
10450,faster,19,345,,,
10450,and,19,346,,,
10450,cooler,19,347,,,
10450,processors,19,348,,,
10450,",",19,349,,,
10450,though,19,350,,,
10450,it,19,351,,,
10450,is,19,352,,,
10450,interesting,19,353,,,
10450,to,19,354,,,
10450,note,19,355,,,
10450,that,19,356,,,
10450,Intel,19,357,,,
10450,has,19,358,,,
10450,recently,19,359,,,
10450,added,19,360,,,
10450,Digital,19,361,,,
10450,Rights,19,362,,,
10450,/,19,363,,,
10450,Restrictions,19,364,,,
10450,Management,19,365,,,
10450,(,19,366,,,
10450,DRM,19,367,,,
10450,),19,368,,,
10450,to,19,369,,,
10450,its,19,370,,,
10450,latest,19,371,,,
10450,processors,19,372,,,
10450,.,19,373,,,
10450,This,20,374,,,
10450,'switch,20,375,,,
10450,',20,376,,,
10450,",",20,377,,,
10450,he,20,378,,,
10450,said,20,379,,,
10450,",",20,380,,,
10450,would,20,381,,,
10450,happen,20,382,,,
10450,beginning,20,383,,,
10450,next,20,384,,,
10450,year,20,385,,,
10450,.,20,386,,,
10450,Jobs,21,387,,,
10450,said,21,388,,,
10450,that,21,389,,,
10450,Mac,21,390,,,
10450,OS,21,391,,,
10450,X,21,392,,,
10450,has,21,393,,,
10450,had,21,394,,,
10450,“,21,395,,,
10450,a,21,396,,,
10450,secret,21,397,,,
10450,double,21,398,,,
10450,life,21,399,,,
10450,”,21,400,,,
10450,and,21,401,,,
10450,OS,21,402,,,
10450,X,21,403,,,
10450,had,21,404,,,
10450,“,21,405,,,
10450,been,21,406,,,
10450,compiled,21,407,,,
10450,for,21,408,,,
10450,Intel,21,409,,,
10450,processors,21,410,,,
10450,],21,411,,,
10450,for,21,412,,,
10450,five,21,413,,,
10450,years,21,414,,,
10450,.,21,415,,,
10450,”,21,416,,,
10450,He,22,417,,,
10450,talked,22,418,,,
10450,about,22,419,,,
10450,the,22,420,,,
10450,easiness,22,421,,,
10450,for,22,422,,,
10450,developers,22,423,,,
10450,to,22,424,,,
10450,port,22,425,,,
10450,their,22,426,,,
10450,Mac,22,427,,,
10450,apps,22,428,,,
10450,to,22,429,,,
10450,Intel,22,430,,,
10450,(,22,431,,,
10450,x86,22,432,,,
10450,),22,433,,,
10450,processors,22,434,,,
10450,.,22,435,,,
10450,Current,23,436,,,
10450,PowerPC,23,437,,,
10450,programs,23,438,,,
10450,can,23,439,,,
10450,be,23,440,,,
10450,run,23,441,,,
10450,on,23,442,,,
10450,Intel,23,443,,,
10450,processors,23,444,,,
10450,due,23,445,,,
