doc,token,sentence,t_id,doc_id,m_id,tag
71526,Aeroflot,0,1,,,
71526,negotiates,0,2,71526,28,EVENT_MENTION
71526,purchase,0,3,71526,29,EVENT_MENTION
71526,of,0,4,,,
71526,22,0,5,,,
71526,new,0,6,,,
71526,Boeing,0,7,,,
71526,787,0,8,,,
71526,Dreamliner,0,9,,,
71526,aircraft,0,10,,,
71526,June,1,11,,,
71526,10,1,12,,,
71526,",",1,13,,,
71526,2007,1,14,,,
71526,Russian,2,15,,,
71526,flag,2,16,,,
71526,carrier,2,17,,,
71526,Aeroflot,2,18,,,
71526,has,2,19,,,
71526,negotiated,2,20,71526,32,EVENT_MENTION
71526,the,2,21,,,
71526,purchase,2,22,71526,19,EVENT_MENTION
71526,of,2,23,,,
71526,22,2,24,,,
71526,new,2,25,,,
71526,Boeing,2,26,,,
71526,787,2,27,,,
71526,Dreamliners,2,28,,,
71526,",",2,29,,,
71526,an,2,30,,,
71526,aircraft,2,31,,,
71526,Boeing,2,32,,,
71526,currently,2,33,,,
71526,has,2,34,,,
71526,under,2,35,,,
71526,development,2,36,71526,20,EVENT_MENTION
71526,development,2,36,71526,66,EVENT_MENTION
71526,.,2,37,,,
71526,The,3,38,,,
71526,first,3,39,,,
71526,jets,3,40,,,
71526,will,3,41,,,
71526,be,3,42,,,
71526,delivered,3,43,71526,21,EVENT_MENTION
71526,in,3,44,,,
71526,2014,3,45,,,
71526,.,3,46,,,
71526,The,4,47,,,
71526,Dreamliner,4,48,,,
71526,will,4,49,,,
71526,be,4,50,71526,30,EVENT_MENTION
71526,the,4,51,,,
71526,first,4,52,,,
71526,commercial,4,53,,,
71526,jet,4,54,,,
71526,to,4,55,,,
71526,be,4,56,,,
71526,manufactured,4,57,71526,31,EVENT_MENTION
71526,mainly,4,58,,,
71526,with,4,59,,,
71526,carbon-fiber,4,60,,,
71526,composites,4,61,,,
71526,instead,4,62,,,
71526,of,4,63,,,
71526,the,4,64,,,
71526,aluminium,4,65,,,
71526,previously,4,66,,,
71526,used,4,67,71526,27,EVENT_MENTION
71526,.,4,68,,,
71526,The,5,69,,,
71526,deal,5,70,71526,22,EVENT_MENTION
71526,was,5,71,,,
71526,announced,5,72,71526,23,EVENT_MENTION
71526,during,5,73,,,
71526,a,5,74,,,
71526,large,5,75,,,
71526,business,5,76,,,
71526,forum,5,77,71526,24,EVENT_MENTION
71526,that,5,78,,,
71526,President,5,79,,,
71526,Vladimir,5,80,,,
71526,Putin,5,81,,,
71526,had,5,82,,,
71526,set,5,83,,,
71526,up,5,84,71526,25,EVENT_MENTION
71526,to,5,85,,,
71526,showcase,5,86,71526,26,EVENT_MENTION
71526,his,5,87,,,
71526,country,5,88,,,
71526,'s,5,89,,,
71526,role,5,90,,,
71526,in,5,91,,,
71526,the,5,92,,,
71526,international,5,93,,,
71526,market,5,94,,,
71526,.,5,95,,,
71526,The,10,164,,,
71526,aircraft,10,165,,,
71526,have,10,166,,,
71526,a,10,167,,,
71526,pre-modification,10,168,,,
71526,catalogue,10,169,,,
71526,value,10,170,,,
71526,of,10,171,,,
71526,US$,10,172,,,
71526,3.5,10,173,,,
71526,billion,10,174,,,
71526,",",10,175,,,
71526,although,10,176,,,
71526,neither,10,177,,,
71526,of,10,178,,,
71526,the,10,179,,,
71526,companies,10,180,,,
71526,involved,10,181,,,
71526,would,10,182,,,
71526,reveal,10,183,,,
71526,the,10,184,,,
71526,actual,10,185,,,
71526,agreement,10,186,,,
71526,reached,10,187,,,
71526,between,10,188,,,
71526,the,10,189,,,
71526,two,10,190,,,
71526,firms,10,191,,,
71526,.,10,192,,,
71526,When,11,193,,,
71526,asked,11,194,,,
71526,whether,11,195,,,
71526,the,11,196,,,
71526,deal,11,197,,,
71526,should,11,198,,,
71526,be,11,199,,,
71526,seen,11,200,,,
71526,as,11,201,,,
71526,a,11,202,,,
71526,step,11,203,,,
71526,towards,11,204,,,
71526,a,11,205,,,
71526,resolution,11,206,,,
71526,of,11,207,,,
71526,the,11,208,,,
71526,rift,11,209,,,
71526,between,11,210,,,
71526,Russia,11,211,,,
71526,and,11,212,,,
71526,the,11,213,,,
71526,US,11,214,,,
71526,",",11,215,,,
71526,Boeing,11,216,,,
71526,Executive,11,217,,,
71526,Vice,11,218,,,
71526,President,11,219,,,
71526,Scott,11,220,,,
71526,Carson,11,221,,,
71526,replied,11,222,,,
71526,",",11,223,,,
71526,``,11,224,,,
71526,It,11,225,,,
71526,represents,11,226,,,
71526,a,11,227,,,
71526,business,11,228,,,
71526,relationship,11,229,,,
71526,between,11,230,,,
71526,our,11,231,,,
71526,Company,11,232,,,
71526,and,11,233,,,
71526,Aeroflot,11,234,,,
71526,",",11,235,,,
71526,and,11,236,,,
71526,I',11,237,,,
71526,m,11,238,,,
71526,really,11,239,,,
71526,proud,11,240,,,
71526,of,11,241,,,
71526,it,11,242,,,
71526,",",11,243,,,
71526,'',11,244,,,
71526,.,11,245,,,
71526,Boeing,12,246,,,
71526,has,12,247,,,
71526,had,12,248,,,
71526,a,12,249,,,
71526,policy,12,250,,,
71526,of,12,251,,,
71526,Russian,12,252,,,
71526,involvement,12,253,,,
71526,dating,12,254,,,
71526,back,12,255,,,
71526,to,12,256,,,
71526,the,12,257,,,
71526,early,12,258,,,
71526,1990s,12,259,,,
71526,.,12,260,,,
