time,epoch,type,loss,accuracy,precision,recall,f_score
1670082550.461756,1,train,0.24707799905480957,0.9130823612213135,0.49870507480963017,0.5041200916031794,0.48620399242196183
1670082552.325118,1,eval,0.12957759909331798,0.9407843947410583,0.7199402777003098,0.5973873227331568,0.6173158748576928
1670082780.9682581,2,train,0.11795684855075085,0.9538613557815552,0.7941654125910483,0.7092256324190569,0.7209105707759978
1670082782.8120012,2,eval,0.11287293285131454,0.9570589065551758,0.8211398952296731,0.9085239202843504,0.8503727032774198
1670083011.5232732,3,train,0.10341010211435424,0.9607698321342468,0.818890736834952,0.7831432753870461,0.7836453688993064
1670083013.371712,3,eval,0.13245137818157673,0.9478431940078735,0.7853491504041086,0.9272701179034712,0.8334824588066088
1670083241.4463112,4,train,0.0952299893904754,0.9642276763916016,0.832071499839269,0.802610211640147,0.8020047906486901
1670083243.2933416,4,eval,0.14325715601444244,0.9400981068611145,0.7637152020652155,0.92857890147267,0.8169433832788752
1670083470.8736022,5,train,0.08907012385434622,0.9667301177978516,0.8397936995069087,0.8174469750025567,0.8142253948848229
1670083472.7432656,5,eval,0.14421189054846764,0.9397059679031372,0.7625983014260369,0.9276941541115169,0.8156195025544577
1670083701.2405522,6,train,0.08396453641512311,0.9683985114097595,0.8446523717412892,0.8272605199136303,0.8235459263525959
1670083703.159706,6,eval,0.1676125917583704,0.9307844042778015,0.7422263479991651,0.9248399865112236,0.7975539037455193
1670083931.3821654,7,train,0.07932993118856803,0.9702085256576538,0.8567582319582969,0.8372910119000555,0.8339221856417244
1670083933.2261214,7,eval,0.18212950341403483,0.9255883097648621,0.7317226152080197,0.9220552086373557,0.7873942252562498
1670084161.4041193,8,train,0.07535889856697327,0.9714674949645996,0.8582709819547588,0.8445647927607598,0.8400832401686152
1670084163.252806,8,eval,0.17803590446710588,0.9292158484458923,0.7383680610604285,0.9229177459474082,0.7937801431503997
1670084392.0699592,9,train,0.07057914506247985,0.9733313322067261,0.8667126444026294,0.8511264118254711,0.8480830643104567
1670084393.935819,9,eval,0.20825886577367783,0.9193138480186462,0.720283454697024,0.9192909995624395,0.775737186878342
1670084622.4469485,10,train,0.06658577593742175,0.9747079014778137,0.8768416693381229,0.8617371250361905,0.8579555413266319
1670084624.3066742,10,eval,0.2046662837266922,0.9230392575263977,0.7262974349104999,0.9196121619895317,0.7817837523876339
