time,epoch,type,loss,accuracy,precision,recall,f_score
1669757495.4947648,1,train,0.3743942381953245,0.8685088753700256,0.5837063901180115,0.6239354638005573,0.5961853800899551
1669757553.5639844,1,eval,0.24425105111686748,0.9233664870262146,0.4616818711474757,0.5,0.4797008761248337
1669757957.225833,2,train,0.22134324805365654,0.9048619866371155,0.6783389045680075,0.6786766866710295,0.6646539378086982
1669758014.8803701,2,eval,0.151846492968305,0.9292921423912048,0.6031006892345274,0.6002623977403915,0.5890291836798935
1669758418.164968,3,train,0.12864222369731787,0.9457700848579407,0.8737088660004235,0.8463666967499759,0.8478092823933799
1669758476.0784705,3,eval,0.12919368405523324,0.942263662815094,0.7622210126887999,0.8182784428590133,0.7650737546583849
1669758879.732252,4,train,0.10500973811366109,0.9555566310882568,0.8936714169637058,0.8846112071703537,0.8802703171939632
1669758937.462727,4,eval,0.12582706598091578,0.9440358877182007,0.7763197461070689,0.8351729291967702,0.7807642711471174
1669759340.687663,5,train,0.09547007449515753,0.9598714113235474,0.9035906598622573,0.8973168088589629,0.891941320483639
1669759398.576893,5,eval,0.12910984842783624,0.9447376132011414,0.7899584732848796,0.8578728163965544,0.7969669661109839
