time,epoch,type,loss,accuracy,precision,recall,f_score
1670069815.2230623,1,train,0.2186495676936432,0.9330311417579651,0.5301634686693625,0.5224624083161403,0.5133540391184686
1670069817.057601,1,eval,0.10879533365368843,0.9515687823295593,0.8465701807447082,0.7390553673556751,0.7597771475503536
1670070017.9078808,2,train,0.09328153475840716,0.9619681239128113,0.8049978500927131,0.7606830040618617,0.7632597546999585
1670070019.756759,2,eval,0.10272440090775489,0.9582353830337524,0.8347152312059146,0.8615439184515351,0.8362639500879266
1670070219.9001703,3,train,0.07975661619084662,0.9668644070625305,0.831984341544922,0.801347651226777,0.7998529512993205
1670070221.7310455,3,eval,0.10270231310278177,0.960294246673584,0.8432307137467323,0.8716486111816166,0.8455694356443617
1670070422.8309965,4,train,0.07271625490099105,0.9697115421295166,0.8396393373941846,0.8145851100260668,0.8129517538776028
1670070424.6646607,4,eval,0.10742742549628019,0.9601961970329285,0.8336754001933174,0.9011101209705765,0.8555896358518738
1670070625.1841245,5,train,0.0667411496873474,0.9718518257141113,0.8481101178232281,0.828888570346369,0.8250126173230748
1670070627.026061,5,eval,0.10484992619603872,0.9621569514274597,0.8419059444924418,0.902158412323131,0.8606943799662977
1670070826.2477744,6,train,0.06275086924513995,0.9738695025444031,0.8591739306355297,0.8414437053657922,0.8381026821815917
1670070828.07219,6,eval,0.10751270409673452,0.9623530507087708,0.8418519686123638,0.9052849963350196,0.8622143555932539
1670071029.117524,7,train,0.05795911402794821,0.9758992195129395,0.8666425497706537,0.8543667210876639,0.8494188213844761
1670071030.9510937,7,eval,0.10808530710637569,0.9619609117507935,0.8376209432318997,0.9090806377368412,0.8617051505108071
1670071231.4791195,8,train,0.054185078196473765,0.977508544921875,0.8747043044531345,0.8629115276304747,0.8579001569005913
1670071233.3139415,8,eval,0.11054282560944557,0.9622550010681152,0.8390086806734598,0.9092375086031254,0.8627028707107115
1670071432.7896838,9,train,0.05073838040296887,0.9789263606071472,0.8796027007543671,0.8686857643650617,0.8646972763040651
1670071434.615586,9,eval,0.12001596614718438,0.9611765742301941,0.832786161214219,0.9142688381194445,0.8611477751882329
1670071635.7654006,10,train,0.047559436004951425,0.9804784059524536,0.8873966938135357,0.8768107614101996,0.8723364136465028
1670071637.5973628,10,eval,0.11982420478016138,0.9622550010681152,0.8360799124385494,0.9173102085523137,0.864378257613259
