_id,label,id,token,sentence
Q560307_81,ENTITY,xuJ4pA_UUq,Lewis,0
Q560307_82,ENTITY,xuJ4pA_UUq,Nkosi,0
,,,(,0
,,,5,0
,,,December,0
,,,1936,0
,,,–,0
,,,5,0
,,,September,0
,,,2010,0
,,,),0
Q560307_83,EVENT-GR,3KaRiVqJKW,was,0
,,,a,0
,,,South,0
,,,African,0
Q560307_84,EVENT,8ZA3VqNLmi,writer,0
,,,",",0
,,,who,0
Q560307_2,EVENT,sJaG_nr8QD,spent,0
,,,30,0
,,,years,0
,,,in,0
Q560307_1,EVENT,QbRbUzzBH5,exile,0
,,,as,0
,,,a,0
,,,consequence,0
,,,of,0
Q560307_3,EVENT,LejEkTSAXj,restrictions,0
Q560307_4,EVENT,eOBU-dqv0f,placed,0
,,,on,0
Q560307_143,ENTITY,XyVre8_BQ9,him,0
,,,and,0
,,,his,0
,,,writing,0
,,,by,0
,,,the,0
,,,Suppression,0
,,,of,0
,,,Communism,0
,,,Act,0
,,,and,0
,,,the,0
,,,Publications,0
,,,and,0
,,,Entertainment,0
,,,Act,0
,,,passed,0
,,,in,0
,,,the,0
,,,1950s,0
,,,and,0
,,,1960s,0
,,,.,0
,,,A,1
,,,multifaceted,1
,,,personality,1
,,,",",1
Q560307_85,ENTITY,F3BVZ5naCj,he,1
Q560307_5,EVENT,4u5M9vN7b7,attempted,1
,,,multiple,1
,,,genre,1
,,,for,1
,,,his,1
,,,writing,1
,,,",",1
,,,including,1
,,,literary,1
,,,criticism,1
,,,",",1
,,,poetry,1
,,,",",1
,,,drama,1
,,,",",1
,,,novels,1
,,,",",1
,,,short,1
,,,stories,1
,,,",",1
,,,essays,1
,,,",",1
,,,as,1
,,,well,1
,,,as,1
,,,journalism,1
,,,.,1
Q560307_86,ENTITY,jfC4mHcWy0,Nkosi,2
,,,was,2
Q560307_6,EVENT,xl-mBquUaV,born,2
,,,in,2
,,,a,2
,,,traditional,2
,,,Zulu,2
,,,family,2
,,,in,2
,,,a,2
,,,place,2
,,,called,2
,,,Embo,2
,,,in,2
,,,KwaZulu,2
,,,-,2
,,,Natal,2
,,,",",2
,,,South,2
,,,Africa,2
,,,.,2
Q560307_87,ENTITY,3jJRlseh-L,He,3
Q560307_7,EVENT,sgXE9oV9Ek,attended,3
,,,local,3
,,,schools,3
,,,",",3
,,,before,3
Q560307_88,EVENT,IE3qvFEc_V,enrolling,3
,,,at,3
,,,M.,3
,,,L.,3
,,,Sultan,3
,,,Technical,3
,,,College,3
,,,in,3
,,,Durban,3
,,,.,3
Q560307_89,ENTITY,9EbX3-Slj0,Nkosi,4
,,,in,4
,,,his,4
,,,early,4
,,,twenties,4
Q560307_9,EVENT-GR,zRbQ6DMyi_,began,4
Q560307_8,EVENT,suBa-pYMGv,working,4
,,,as,4
,,,a,4
,,,journalist,4
,,,",",4
,,,first,4
,,,in,4
,,,Durban,4
,,,",",4
Q560307_10,EVENT,uMuELTqJcA,joining,4
,,,the,4
,,,weekly,4
,,,publication,4
,,,Ilanga,4
,,,lase,4
,,,Natal,4
,,,(,4
,,,"""",4
,,,Natal,4
,,,sun,4
,,,"""",4
,,,),4
,,,in,4
,,,1955,4
,,,",",4
,,,and,4
,,,then,4
,,,in,4
,,,Johannesburg,4
,,,for,4
,,,Drum,4
,,,magazine,4
,,,and,4
,,,as,4
,,,chief,4
,,,reporter,4
,,,for,4
,,,its,4
,,,Sunday,4
,,,newspaper,4
,,,",",4
,,,the,4
,,,Golden,4
,,,City,4
,,,Post,4
,,,",",4
,,,from,4
,,,1956,4
,,,to,4
,,,1960,4
,,,.,4
Q560307_90,ENTITY,X54MiQYrGe,He,5
Q560307_11,EVENT,1xRAkVvSH5,contributed,5
,,,essays,5
,,,to,5
,,,many,5
,,,magazines,5
,,,and,5
,,,newspapers,5
,,,.,5
Q560307_91,ENTITY,7QkR7m0mWv,His,6
Q560307_92,ENTITY,7QkR7m0mWv,essays,6
Q560307_12,EVENT,x_SUlRPkFc,criticised,6
,,,apartheid,6
,,,and,6
,,,the,6
,,,racist,6
,,,state,6
,,,",",6
,,,as,6
,,,a,6
,,,result,6
,,,of,6
,,,which,6
,,,the,6
,,,South,6
,,,African,6
,,,government,6
Q560307_13,EVENT,-fh1y1A_Zw,banned,6
