token,label,_id
Ngũgĩ,ENTITY,Q560307_109
wa,ENTITY,Q560307_110
Thiong'o,ENTITY,Q560307_143
(,-,-
Gikuyu,-,-
pronunciation,-,-
:,-,-
 ,-,-
;,-,-
born,-,-
James,-,-
Ngugi,-,-
;,-,-
5,-,-
January,-,-
1938,-,-
),-,-
is,REL,Q560307_121
a,-,-
Kenyan,-,-
writer,EVENT,Q560307_118
and,-,-
academic,EVENT,Q560307_119
who,-,-
writes,EVENT,Q560307_120
primarily,-,-
in,-,-
Gikuyu,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_122
work,-,-
includes,-,-
novels,ENTITY,Q560307_163
",",-,-
plays,-,-
",",-,-
short,ENTITY,Q560307_124
stories,-,-
",",-,-
and,-,-
essays,-,-
",",-,-
ranging,-,-
from,-,-
literary,-,-
and,-,-
social,-,-
criticism,-,-
to,-,-
children,-,-
's,-,-
literature,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_174
is,REL,Q560307_2
the,ENTITY,Q560307_223
founder,EVENT,Q560307_1
and,-,-
editor,-,-
of,ENTITY,Q560307_227
the,-,-
Gikuyu,-,-
-,-,-
language,-,-
journal,-,-
Mũtĩiri,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_132
short,-,-
story,ENTITY,Q560307_125
The,ENTITY,Q560307_225
Upright,-,-
Revolution,-,-
:,-,-
Or,-,-
Why,-,-
Humans,-,-
Walk,-,-
Upright,-,-
",",-,-
is,-,-
translated,EVENT,Q560307_3
into,-,-
100,-,-
languages,-,-
from,-,-
around,-,-
the,-,-
world,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1977,ENTITY,Q560307_350
",",-,-
Ngũgĩ,ENTITY,Q560307_184
embarked,EVENT,Q560307_4
upon,-,-
a,-,-
novel,ENTITY,Q560307_170
form,-,-
of,-,-
theatre,-,-
in,-,-
his,ENTITY,Q560307_133
native,-,-
Kenya,-,-
that,-,-
sought,EVENT,Q560307_5
to,-,-
liberate,EVENT,Q560307_6
the,-,-
theatrical,-,-
process,-,-
from,-,-
what,-,-
he,ENTITY,Q560307_136
held,EVENT,Q560307_134
to,-,-
be,-,-
"""",-,-
the,-,-
general,-,-
bourgeois,-,-
education,-,-
system,-,-
"""",-,-
",",-,-
by,-,-
encouraging,EVENT,Q560307_135
spontaneity,-,-
and,-,-
audience,-,-
participation,-,-
in,-,-
the,-,-
performances,-,-
.,-,-
-,-,-
-,-,-
His,-,-
project,-,-
sought,EVENT,Q560307_7
to,-,-
"""",-,-
demystify,EVENT,Q560307_8
"""",-,-
the,-,-
theatrical,-,-
process,-,-
",",-,-
and,-,-
to,-,-
avoid,EVENT,Q560307_9
the,-,-
"""",-,-
process,-,-
of,-,-
alienation,-,-
-,-,-
-,-,-
produces,-,-
a,-,-
gallery,-,-
of,-,-
active,-,-
stars,-,-
and,-,-
an,-,-
undifferentiated,-,-
mass,-,-
of,-,-
grateful,-,-
admirers,-,-
"""",-,-
which,-,-
",",-,-
according,-,-
to,-,-
Ngũgĩ,ENTITY,Q560307_311
",",-,-
encourages,-,-
passivity,-,-
in,-,-
"""",-,-
ordinary,-,-
people,-,-
"""",-,-
.,-,-
-,-,-
-,-,-
Although,-,-
his,ENTITY,Q560307_145
landmark,ENTITY,Q560307_138
play,ENTITY,Q560307_139
",",-,-
Ngaahika,-,-
Ndeenda,-,-
",",-,-
co,-,-
-,-,-
written,EVENT,Q560307_13
with,-,-
Ngugi,-,-
wa,-,-
Mirii,-,-
",",-,-
was,REL,Q560307_11
a,-,-
commercial,-,-
