token,label,_id
Bessie,ENTITY,Q560307_150
Amelia,ENTITY,Q560307_151
Emery,ENTITY,Q560307_152
Head,ENTITY,Q560307_171
(,-,-
6,-,-
July,-,-
1937,-,-
–,-,-
17,-,-
April,-,-
1986,-,-
),-,-
",",-,-
was,REL,Q560307_166
a,-,-
South,-,-
African,-,-
writer,EVENT,Q560307_167
who,-,-
",",-,-
though,-,-
born,EVENT,Q560307_168
in,-,-
South,-,-
Africa,-,-
",",-,-
is,-,-
usually,-,-
considered,EVENT,Q560307_169
Botswana,-,-
's,-,-
most,-,-
influential,-,-
writer,EVENT,Q560307_170
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_190
wrote,EVENT,Q560307_172
novels,-,-
",",-,-
short,-,-
fiction,-,-
and,-,-
autobiographical,-,-
works,-,-
that,-,-
are,-,-
infused,-,-
with,-,-
spiritual,-,-
questioning,-,-
and,-,-
reflection,-,-
.,-,-
-,-,-
-,-,-
Bessie,ENTITY,Q560307_179
Amelia,-,-
Emery,-,-
was,-,-
born,EVENT,Q560307_1
in,-,-
Pietermaritzburg,-,-
",",-,-
South,-,-
Africa,-,-
",",-,-
the,ENTITY,Q560307_287
child,-,-
of,-,-
a,-,-
"""",-,-
white,-,-
"""",-,-
woman,-,-
and,-,-
a,-,-
"""",-,-
non,-,-
-,-,-
white,-,-
"""",-,-
man,-,-
at,-,-
a,-,-
time,-,-
when,-,-
interracial,-,-
relationships,-,-
were,-,-
illegal,-,-
in,-,-
South,-,-
Africa,-,-
.,-,-
-,-,-
-,-,-
Bessie,ENTITY,Q560307_328
's,ENTITY,Q560307_400
mother,-,-
",",-,-
Bessie,-,-
Amelia,-,-
Emery,-,-
",",-,-
from,-,-
the,ENTITY,Q560307_320
wealthy,-,-
South,-,-
African,-,-
Birch,-,-
family,-,-
had,-,-
been,-,-
hospitalised,-,-
for,-,-
several,-,-
years,-,-
in,-,-
mental,-,-
hospitals,-,-
following,-,-
the,-,-
death,-,-
of,-,-
her,-,-
first,-,-
child,-,-
",",-,-
a,-,-
boy,-,-
.,-,-
-,-,-
-,-,-
She,-,-
was,-,-
in,-,-
the,-,-
huge,-,-
mental,-,-
hospital,-,-
in,-,-
Pietermaritzburg,-,-
when,-,-
she,-,-
gave,REL,Q560307_3
birth,EVENT,Q560307_2
to,-,-
Bessie,ENTITY,Q560307_395
.,-,-
-,-,-
-,-,-
Although,-,-
she,-,-
was,-,-
not,EVENT-MOD,Q560307_187
allowed,-,-
to,-,-
keep,EVENT,Q560307_186
the,ENTITY,Q560307_184
child,-,-
",",-,-
she,-,-
did,-,-
give,REL,Q560307_188
the,ENTITY,Q560307_192
daughter,ENTITY,Q560307_199
her,-,-
own,-,-
name,EVENT,Q560307_189
.,-,-
-,-,-
-,-,-
Infant,ENTITY,Q560307_196
Bessie,ENTITY,Q560307_201
was,-,-
first,-,-
placed,EVENT,Q560307_4
with,-,-
white,-,-
foster,-,-
parents,-,-
on,-,-
the,-,-
assumption,-,-
that,-,-
she,ENTITY,Q560307_202
was,-,-
white,-,-
.,-,-
-,-,-
-,-,-
A,-,-
few,-,-
weeks,-,-
later,-,-
these,-,-
parents,-,-
