token,label,_id
Lewis,ENTITY,Q560307_83
Nkosi,ENTITY,Q560307_104
(,-,-
5,-,-
December,-,-
1936,-,-
–,-,-
5,-,-
September,-,-
2010,-,-
),-,-
was,REL,Q560307_87
a,-,-
South,-,-
African,-,-
writer,EVENT,Q560307_88
",",-,-
who,-,-
spent,EVENT,Q560307_2
30,-,-
years,-,-
in,-,-
exile,EVENT,Q560307_1
as,-,-
a,-,-
consequence,-,-
of,-,-
restrictions,EVENT,Q560307_3
placed,EVENT,Q560307_4
on,-,-
him,ENTITY,Q560307_97
and,-,-
his,ENTITY,Q560307_89
writing,-,-
by,-,-
the,-,-
Suppression,-,-
of,-,-
Communism,-,-
Act,-,-
and,-,-
the,-,-
Publications,-,-
and,-,-
Entertainment,-,-
Act,-,-
passed,-,-
in,-,-
the,-,-
1950s,-,-
and,-,-
1960s,-,-
.,-,-
-,-,-
-,-,-
A,-,-
multifaceted,-,-
personality,-,-
",",-,-
he,ENTITY,Q560307_158
attempted,EVENT,Q560307_5
multiple,-,-
genre,-,-
for,-,-
his,ENTITY,Q560307_90
writing,-,-
",",-,-
including,-,-
literary,-,-
criticism,-,-
",",-,-
poetry,-,-
",",-,-
drama,-,-
",",-,-
novels,-,-
",",-,-
short,-,-
stories,-,-
",",-,-
essays,ENTITY,Q560307_96
",",-,-
as,-,-
well,-,-
as,-,-
journalism,-,-
.,-,-
-,-,-
-,-,-
Nkosi,ENTITY,Q560307_91
was,-,-
born,EVENT,Q560307_6
in,-,-
a,-,-
traditional,-,-
Zulu,-,-
family,-,-
in,-,-
a,-,-
place,-,-
called,-,-
Embo,-,-
in,-,-
KwaZulu,-,-
-,-,-
Natal,-,-
",",-,-
South,-,-
Africa,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_93
attended,EVENT,Q560307_7
local,-,-
schools,-,-
",",-,-
before,-,-
enrolling,EVENT,Q560307_92
at,-,-
M.,-,-
L.,-,-
Sultan,-,-
Technical,-,-
College,-,-
in,-,-
Durban,-,-
.,-,-
-,-,-
-,-,-
Nkosi,ENTITY,Q560307_146
in,-,-
his,ENTITY,Q560307_94
early,-,-
twenties,-,-
began,REL,Q560307_9
working,EVENT,Q560307_8
as,-,-
a,-,-
journalist,-,-
",",-,-
first,ENTITY,Q560307_187
in,-,-
Durban,-,-
",",-,-
joining,EVENT,Q560307_10
the,-,-
weekly,-,-
publication,-,-
Ilanga,-,-
lase,-,-
Natal,-,-
(,-,-
"""",-,-
Natal,-,-
sun,-,-
"""",-,-
),-,-
in,-,-
1955,-,-
",",-,-
and,-,-
then,-,-
in,-,-
Johannesburg,-,-
for,ENTITY,Q560307_130
Drum,-,-
magazine,-,-
and,-,-
as,-,-
chief,-,-
reporter,-,-
for,-,-
