token,label,_id
Maya,ENTITY,Q560307_1
Angelou,ENTITY,Q560307_9
(,-,-
/ˈændʒəloʊ/,-,-
(,-,-
listen,-,-
),-,-
AN,-,-
-,-,-
jə,-,-
-,-,-
loh,-,-
;,-,-
born,-,-
Marguerite,-,-
Annie,ENTITY,Q560307_89
Johnson,-,-
;,-,-
April,-,-
4,-,-
",",-,-
1928,-,-
 ,-,-
–,-,-
May,-,-
28,-,-
",",-,-
2014,-,-
),-,-
was,REL,Q560307_5
an,-,-
American,-,-
poet,EVENT,Q560307_6
",",-,-
memoirist,EVENT,Q560307_7
",",-,-
and,-,-
civil,-,-
rights,-,-
activist,EVENT,Q560307_8
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_12
published,EVENT,Q560307_10
seven,-,-
autobiographies,-,-
",",-,-
three,-,-
books,ENTITY,Q560307_72
of,ENTITY,Q560307_18
essays,-,-
",",-,-
several,-,-
books,ENTITY,Q560307_84
of,-,-
poetry,-,-
",",-,-
and,-,-
is,-,-
credited,EVENT,Q560307_11
with,-,-
a,-,-
list,-,-
of,-,-
plays,-,-
",",-,-
movies,-,-
",",-,-
and,-,-
television,-,-
shows,-,-
spanning,-,-
over,-,-
50,-,-
years,-,-
.,-,-
-,-,-
-,-,-
She,ENTITY,Q560307_16
received,EVENT,Q560307_13
dozens,-,-
of,-,-
awards,EVENT,Q560307_14
and,-,-
more,-,-
than,-,-
50,-,-
honorary,-,-
degrees,EVENT,Q560307_15
.,-,-
-,-,-
-,-,-
Angelou,-,-
is,-,-
best,-,-
known,EVENT,Q560307_17
for,-,-
her,ENTITY,Q560307_133
series,-,-
of,-,-
seven,-,-
autobiographies,-,-
",",-,-
which,-,-
focus,-,-
on,-,-
her,ENTITY,Q560307_488
childhood,-,-
and,-,-
early,-,-
adult,-,-
experiences,-,-
.,-,-
-,-,-
-,-,-
The,-,-
first,ENTITY,Q560307_310
",",-,-
I,-,-
Know,-,-
Why,-,-
the,-,-
Caged,-,-
Bird,-,-
Sings,-,-
(,-,-
1969,-,-
),-,-
