token,label,_id
Etheridge,ENTITY,Q560307_1
Knight,ENTITY,Q560307_161
(,-,-
April,-,-
19,-,-
",",-,-
1931,-,-
–,-,-
March,-,-
10,-,-
",",-,-
1991,-,-
),-,-
was,REL,Q560307_5
an,-,-
African,-,-
-,-,-
American,-,-
poet,EVENT,Q560307_6
who,-,-
made,REL,Q560307_7
his,-,-
name,EVENT,Q560307_8
in,-,-
1968,-,-
with,-,-
his,ENTITY,Q560307_11
debut,-,-
volume,ENTITY,Q560307_134
",",-,-
Poems,-,-
from,-,-
Prison,-,-
.,-,-
-,-,-
-,-,-
-,-,-
The,ENTITY,Q560307_170
book,ENTITY,Q560307_20
recalls,-,-
in,-,-
verse,ENTITY,Q560307_136
his,ENTITY,Q560307_9
eight,-,-
-,-,-
year,-,-
-,-,-
long,-,-
sentence,EVENT,Q560307_12
after,-,-
his,ENTITY,Q560307_14
arrest,EVENT,Q560307_10
for,-,-
robbery,EVENT,Q560307_13
in,-,-
1960,-,-
.,-,-
-,-,-
-,-,-
-,-,-
By,-,-
the,-,-
time,-,-
he,ENTITY,Q560307_16
left,EVENT,Q560307_15
prison,-,-
",",-,-
Knight,-,-
had,-,-
prepared,EVENT,Q560307_17
a,-,-
second,ENTITY,Q560307_19
volume,ENTITY,Q560307_164
featuring,-,-
his,ENTITY,Q560307_233
own,-,-
writings,-,-
and,-,-
works,-,-
of,ENTITY,Q560307_135
his,ENTITY,Q560307_30
fellow,-,-
inmates,-,-
.,-,-
-,-,-
-,-,-
This,ENTITY,Q560307_18
second,ENTITY,Q560307_25
book,ENTITY,Q560307_26
",",-,-
first,ENTITY,Q560307_133
published,EVENT,Q560307_27
in,-,-
Italy,-,-
under,-,-
the,-,-
title,-,-
Voce,-,-
negre,-,-
dal,-,-
carcere,-,-
",",-,-
appeared,EVENT,Q560307_28
in,-,-
English,-,-
in,-,-
1970,-,-
as,-,-
Black,-,-
Voices,-,-
from,-,-
Prison,-,-
.,-,-
-,-,-
-,-,-
These,-,-
works,-,-
established,EVENT,Q560307_29
Knight,-,-
as,-,-
one,-,-
of,ENTITY,Q560307_165
the,-,-
major,-,-
poets,EVENT,Q560307_31
of,-,-
the,-,-
Black,-,-
Arts,-,-
Movement,-,-
",",-,-
which,-,-
flourished,-,-
from,-,-
the,-,-
early,-,-
1960s,-,-
through,-,-
the,-,-
mid-1970s,-,-
.,-,-
-,-,-
-,-,-
With,-,-
roots,-,-
in,-,-
the,-,-
Civil,-,-
Rights,-,-
Movement,-,-
",",-,-
Malcolm,-,-
X,-,-
and,-,-
the,-,-
Nation,-,-
of,-,-
Islam,-,-
",",-,-
and,-,-
the,-,-
Black,-,-
Power,-,-
Movement,-,-
",",-,-
Etheridge,ENTITY,Q560307_35
Knight,-,-
and,-,-
other,-,-
American,-,-
artists,-,-
within,-,-
the,-,-
movement,-,-
sought,EVENT,Q560307_32
to,ENTITY,Q560307_222
create,EVENT,Q560307_33
politically,-,-
engaged,-,-
work,-,-
that,-,-
explored,EVENT,Q560307_34
the,-,-
African,-,-
-,-,-
American,-,-
cultural,-,-
and,-,-
historical,-,-
experience,-,-
.,-,-
-,-,-
-,-,-
Knight,ENTITY,Q560307_39
is,-,-
also,-,-
considered,EVENT,Q560307_36
an,-,-
important,-,-
poet,EVENT,Q560307_37
in,-,-
the,-,-
mainstream,-,-
American,-,-
tradition,-,-
.,-,-
-,-,-
-,-,-
In,-,-
his,-,-
2012,-,-
book,-,-
Understanding,-,-
Etheridge,-,-
Knight,-,-
",",-,-
Michael,-,-
S.,-,-
Collins,-,-
calls,EVENT,Q560307_38
Knight,-,-
"""",-,-
a,-,-
mighty,-,-
American,-,-
poet,-,-
....,-,-
He,-,-
and,-,-
Wallace,-,-
Stevens,-,-
stand,-,-
as,-,-
',-,-
two,-,-
poles,-,-
of,-,-
American,-,-
poetry,-,-
",",-,-
',-,-
according,-,-
to,-,-
his,-,-
better,-,-
-,-,-
known,-,-
fellow,-,-
writer,-,-
Robert,-,-
Bly,-,-
.,-,-
-,-,-
-,-,-
Or,-,-
",",-,-
rather,-,-
",",-,-
Knight,-,-
was,-,-
",",-,-
as,-,-
he,ENTITY,Q560307_40
often,-,-
said,-,-
",",-,-
a,-,-
poet,-,-
of,-,-
the,-,-
belly,-,-
:,-,-
a,-,-
poet,-,-
of,-,-
the,-,-
earth,-,-
and,-,-
of,-,-
the,-,-
body,-,-
",",-,-
a,-,-
poet,-,-
of,-,-
the,-,-
feelings,-,-
from,-,-
which,-,-
cries,-,-
and,-,-
blood,-,-
oaths,-,-
and,-,-
arias,-,-
come,-,-
",",-,-
while,-,-
Stevens,-,-
was,-,-
a,-,-
poet,-,-
",",-,-
arguably,-,-
",",-,-
of,-,-
the,-,-
ache,-,-
left,-,-
in,-,-
the,-,-
intellect,-,-
after,-,-
it,-,-
tears,-,-
itself,-,-
from,-,-
God,-,-
.,-,-
-,-,-
-,-,-
',-,-
Ideas,-,-
are,-,-
not,-,-
the,-,-
source,-,-
of,-,-
poetry,-,-
",",-,-
',-,-
Knight,-,-
told,-,-
one,-,-
interviewer,-,-
.,-,-
-,-,-
-,-,-
',-,-
For,-,-
me,-,-
it,-,-
's,-,-
passion,-,-
",",-,-
heart,-,-
and,-,-
soul,-,-
....,-,-
',-,-
"""",-,-
Knight,ENTITY,Q560307_43
was,-,-
born,EVENT,Q560307_41
on,-,-
April,-,-
19,-,-
",",-,-
1931,-,-
as,-,-
one,-,-
of,-,-
eight,-,-
children,-,-
to,-,-
Belzora,-,-
Cozart,-,-
-,-,-
-,-,-
Knight,-,-
and,-,-
Etheridge,-,-
"""",-,-
Bushie,-,-
"""",-,-
Knight,-,-
in,-,-
rural,-,-
Corinth,-,-
",",-,-
Mississippi,-,-
",",-,-
but,-,-
moved,EVENT,Q560307_42
with,-,-
his,ENTITY,Q560307_46
family,-,-
to,-,-
Paducah,-,-
",",-,-
Kentucky,-,-
",",-,-
where,-,-
his,ENTITY,Q560307_48
father,-,-
",",-,-
a,-,-
failed,-,-
farmer,-,-
",",-,-
worked,-,-
as,-,-
a,-,-
laborer,-,-
on,-,-
the,-,-
Kentucky,-,-
Dam,-,-
.,-,-
-,-,-
-,-,-
During,-,-
this,-,-
time,-,-
",",-,-
Knight,ENTITY,Q560307_52
frequently,-,-
ran,EVENT,Q560307_44
away,-,-
from,-,-
home,-,-
",",-,-
and,-,-
so,-,-
",",-,-
was,-,-
sent,EVENT,Q560307_45
back,-,-
to,-,-
Corinth,-,-
during,-,-
the,-,-
summer,-,-
to,-,-
stay,-,-
with,-,-
an,-,-
uncle,-,-
.,-,-
-,-,-
-,-,-
Although,-,-
he,ENTITY,Q560307_53
was,REL,Q560307_47
an,-,-
extremely,-,-
bright,EVENT,Q560307_284
student,-,-
",",-,-
Knight,ENTITY,Q560307_56
decided,EVENT,Q560307_49
to,-,-
drop,EVENT,Q560307_50
out,-,-
of,-,-
school,-,-
at,-,-
the,-,-
age,-,-
of,-,-
16,-,-
.,-,-
-,-,-
-,-,-
His,-,-
first,ENTITY,Q560307_163
job,EVENT,Q560307_51
was,-,-
as,-,-
a,-,-
shoe,-,-
shiner,-,-
in,-,-
a,-,-
small,-,-
Kentucky,-,-
town,-,-
",",-,-
where,-,-
he,ENTITY,Q560307_58
first,-,-
became,REL,Q560307_55
more,-,-
attuned,EVENT,Q560307_54
to,-,-
nuances,-,-
of,-,-
language,-,-
as,-,-
he,ENTITY,Q560307_60
absorbed,EVENT,Q560307_57
the,-,-
world,-,-
and,-,-
activity,-,-
around,-,-
him,-,-
.,-,-
-,-,-
-,-,-
In,-,-
addition,-,-
to,-,-
his,ENTITY,Q560307_63
work,EVENT,Q560307_59
",",-,-
Knight,ENTITY,Q560307_65
spent,EVENT,Q560307_61
much,-,-
of,-,-
his,ENTITY,Q560307_68
time,-,-
at,-,-
juke,-,-
joints,-,-
",",-,-
pool,-,-
halls,-,-
",",-,-
and,-,-
underground,-,-
poker,-,-
games,-,-
",",-,-
which,-,-
furthered,EVENT,Q560307_62
his,ENTITY,Q560307_72
interest,EVENT,Q560307_64
in,-,-
language,-,-
.,-,-
-,-,-
-,-,-
It,-,-
was,-,-
during,-,-
this,-,-
time,-,-
that,-,-
Knight,ENTITY,Q560307_75
became,REL,Q560307_66
exposed,EVENT,Q560307_67
to,-,-
"""",-,-
toasts,-,-
",",-,-
"""",-,-
which,-,-
are,-,-
narrative,-,-
-,-,-
style,-,-
oral,-,-
poetry,-,-
which,-,-
relates,-,-
a,-,-
story,-,-
.,-,-
-,-,-
-,-,-
In,-,-
1947,-,-
",",-,-
Knight,ENTITY,Q560307_79
enlisted,EVENT,Q560307_69
in,-,-
the,-,-
army,-,-
and,-,-
served,EVENT,Q560307_70
as,-,-
a,-,-
medical,-,-
technician,-,-
in,-,-
the,-,-
Korean,-,-
War,-,-
until,-,-
November,-,-
1950,-,-
",",-,-
during,-,-
which,-,-
time,-,-
he,-,-
sustained,EVENT,Q560307_71
serious,-,-
wound,EVENT,Q560307_73
as,-,-
well,-,-
as,-,-
psychological,-,-
trauma,EVENT,Q560307_74
",",-,-
which,-,-
led,EVENT,Q560307_76
him,ENTITY,Q560307_82
to,-,-
begin,EVENT,Q560307_77
using,EVENT,Q560307_78
morphine,-,-
.,-,-
-,-,-
-,-,-
By,-,-
the,-,-
time,-,-
Knight,ENTITY,Q560307_85
was,-,-
discharged,EVENT,Q560307_80
from,-,-
the,-,-
army,-,-
and,-,-
returned,EVENT,Q560307_81
to,-,-
Indianapolis,-,-
",",-,-
Indiana,-,-
",",-,-
where,-,-
his,ENTITY,Q560307_90
family,-,-
had,-,-
moved,-,-
",",-,-
he,ENTITY,Q560307_285
had,-,-
become,REL,Q560307_84
addicted,EVENT,Q560307_83
to,-,-
opiates,-,-
.,-,-
-,-,-
-,-,-
He,-,-
spent,EVENT,Q560307_86
much,-,-
of,-,-
the,-,-
next,-,-
several,-,-
years,-,-
dealing,EVENT,Q560307_87
drugs,-,-
and,-,-
stealing,EVENT,Q560307_88
to,-,-
support,EVENT,Q560307_89
his,ENTITY,Q560307_95
drug,-,-
addiction,EVENT,Q560307_91
.,-,-
-,-,-
-,-,-
In,-,-
1960,-,-
",",-,-
after,-,-
a,-,-
few,-,-
previous,-,-
run,EVENT,Q560307_92
-,-,-
ins,-,-
with,-,-
the,-,-
police,-,-
",",-,-
Knight,ENTITY,Q560307_98
and,-,-
two,-,-
of,-,-
his,ENTITY,Q560307_100
associates,-,-
were,-,-
arrested,EVENT,Q560307_93
for,-,-
armed,-,-
robbery,EVENT,Q560307_94
.,-,-
-,-,-
-,-,-
Knight,-,-
was,REL,Q560307_96
initially,-,-
so,-,-
furious,EVENT,Q560307_97
about,-,-
his,ENTITY,Q560307_105
sentence,EVENT,Q560307_99
that,-,-
he,ENTITY,Q560307_108
was,REL,Q560307_101
later,-,-
unable,EVENT,Q560307_102
to,-,-
recall,EVENT,Q560307_103
much,-,-
of,-,-
what,-,-
happened,EVENT,Q560307_104
during,-,-
his,-,-
first,-,-
few,-,-
months,-,-
of,-,-
his,-,-
sentence,EVENT,Q560307_106
.,-,-
-,-,-
-,-,-
But,-,-
after,-,-
realizing,EVENT,Q560307_107
that,-,-
such,-,-
anger,-,-
was,-,-
counterproductive,-,-
",",-,-
he,-,-
turned,EVENT,Q560307_109
his,ENTITY,Q560307_113
attention,EVENT,Q560307_110
to,-,-
reading,EVENT,Q560307_111
as,-,-
much,-,-
as,-,-
he,ENTITY,Q560307_116
could,-,-
and,-,-
dedicated,EVENT,Q560307_112
himself,ENTITY,Q560307_119
to,-,-
poetry,-,-
.,-,-
-,-,-
-,-,-
During,-,-
the,-,-
following,-,-
years,-,-
",",-,-
Knight,ENTITY,Q560307_122
became,REL,Q560307_115
increasingly,-,-
well,-,-
known,EVENT,Q560307_114
for,-,-
his,ENTITY,Q560307_127
poetry,-,-
writings,EVENT,Q560307_117
.,-,-
-,-,-
-,-,-
After,-,-
working,EVENT,Q560307_118
as,-,-
a,-,-
journalist,-,-
for,-,-
prison,-,-
publications,-,-
",",-,-
he,ENTITY,Q560307_128
began,EVENT,Q560307_120
submitting,EVENT,Q560307_121
poetry,-,-
to,-,-
the,-,-
Negro,-,-
Digest,-,-
in,-,-
1965,-,-
.,-,-
-,-,-
-,-,-
-,-,-
He,-,-
also,-,-
started,EVENT,Q560307_123
establishing,EVENT,Q560307_124
contacts,EVENT,Q560307_125
with,-,-
significant,-,-
figures,-,-
in,-,-
the,-,-
African,-,-
-,-,-
American,-,-
literary,-,-
community,-,-
",",-,-
including,-,-
well,-,-
-,-,-
known,-,-
poets,-,-
like,-,-
Gwendolyn,-,-
Brooks,-,-
",",-,-
Dudley,-,-
Randall,-,-
",",-,-
Sonia,-,-
Sanchez,-,-
and,-,-
Haki,-,-
Madhubuti,-,-
",",-,-
many,-,-
of,-,-
whom,-,-
came,-,-
to,-,-
visit,EVENT,Q560307_126
him,-,-
in,-,-
prison,-,-
.,-,-
-,-,-
-,-,-
The,-,-
poems,-,-
he,ENTITY,Q560307_167
had,-,-
written,EVENT,Q560307_129
during,-,-
his,ENTITY,Q560307_179
time,-,-
in,-,-
prison,-,-
were,-,-
so,-,-
effective,-,-
that,-,-
Dudley,-,-
Randall,-,-
",",-,-
a,-,-
poet,-,-
and,-,-
owner,-,-
of,-,-
Broadside,-,-
Press,-,-
",",-,-
published,EVENT,Q560307_130
Knight,ENTITY,Q560307_182
’s,ENTITY,Q560307_184
first,-,-
volume,-,-
of,-,-
verse,ENTITY,Q560307_166
",",-,-
Poems,-,-
from,-,-
Prison,-,-
",",-,-
and,-,-
hailed,EVENT,Q560307_168
Knight,ENTITY,Q560307_186
as,-,-
one,-,-
of,-,-
the,-,-
major,-,-
poets,-,-
of,-,-
the,-,-
Black,-,-
Arts,-,-
Movement,-,-
.,-,-
-,-,-
-,-,-
The,-,-
book,-,-
’s,ENTITY,Q560307_172
publication,EVENT,Q560307_169
coincided,EVENT,Q560307_181
with,-,-
his,-,-
release,EVENT,Q560307_180
from,-,-
prison,-,-
.,-,-
-,-,-
-,-,-
Upon,-,-
his,ENTITY,Q560307_191
release,EVENT,Q560307_183
from,-,-
prison,-,-
in,-,-
1968,-,-
",",-,-
Knight,ENTITY,Q560307_194
married,EVENT,Q560307_185
poet,-,-
Sonia,-,-
Sanchez,-,-
.,-,-
-,-,-
-,-,-
Over,-,-
the,-,-
next,-,-
few,-,-
years,-,-
",",-,-
he,ENTITY,Q560307_195
held,EVENT,Q560307_187
the,-,-
position,EVENT,Q560307_188
of,-,-
writer,-,-
-,-,-
in,-,-
-,-,-
residence,-,-
at,-,-
several,-,-
universities,-,-
",",-,-
including,-,-
two,-,-
years,-,-
",",-,-
1968,-,-
and,-,-
1969,-,-
",",-,-
spent,EVENT,Q560307_189
at,-,-
the,-,-
University,-,-
of,-,-
Pittsburgh,-,-
.,-,-
-,-,-
-,-,-
While,-,-
living,EVENT,Q560307_190
in,-,-
Pittsburgh,-,-
with,-,-
his,ENTITY,Q560307_201
wife,-,-
and,-,-
their,-,-
family,-,-
",",-,-
Knight,-,-
spent,EVENT,Q560307_192
time,-,-
as,-,-
poetry,-,-
editor,-,-
for,-,-
Motive,-,-
magazine,-,-
.,-,-
-,-,-
-,-,-
Because,-,-
of,-,-
his,-,-
