_id,label,id,token,sentence
Q560307_1,ENTITY,viJLSDWo3Q,Alice,0
Q560307_2,ENTITY,viJLSDWo3Q,Malsenior,0
Q560307_3,ENTITY,viJLSDWo3Q,Tallulah,0
Q560307_4,ENTITY,viJLSDWo3Q,-,0
Q560307_5,ENTITY,viJLSDWo3Q,Kate,0
Q560307_6,ENTITY,viJLSDWo3Q,Walker,0
,,,(,0
,,,born,0
,,,February,0
,,,9,0
,,,",",0
,,,1944,0
,,,),0
Q560307_7,EVENT-GR,HoIZvU9YLG,is,0
,,,an,0
,,,American,0
Q560307_8,EVENT,LfqoK9rUJt,novelist,0
,,,",",0
,,,short,0
,,,story,0
Q560307_9,EVENT,EU0ZCToVbf,writer,0
,,,",",0
Q560307_10,EVENT,wgRsQ6u3do,poet,0
,,,",",0
,,,and,0
,,,social,0
Q560307_11,EVENT,5SzgOBw8ph,activist,0
,,,.,0
,,,In,1
,,,1982,1
,,,",",1
Q560307_12,ENTITY,W6sJZaVqrl,she,1
Q560307_13,EVENT-GR,B2bzt-GFwF,became,1
,,,the,1
Q560307_247,EVENT,flKyIdgSvI,first,1
,,,African,1
,,,-,1
,,,American,1
,,,woman,1
,,,to,1
Q560307_248,EVENT,WriR4nW5Cy,win,1
,,,the,1
,,,Pulitzer,1
,,,Prize,1
,,,for,1
,,,Fiction,1
,,,",",1
,,,which,1
Q560307_14,ENTITY,46MjD5PabI,she,1
,,,was,1
Q560307_15,EVENT,FRkXriDdcS,awarded,1
,,,for,1
,,,her,1
,,,novel,1
,,,The,1
,,,Color,1
,,,Purple,1
,,,.,1
,,,Over,2
,,,the,2
,,,span,2
,,,of,2
,,,her,2
,,,career,2
,,,",",2
Q560307_16,ENTITY,W2tui5UqP0,Walker,2
,,,has,2
Q560307_17,EVENT,WdFD0rb9CC,published,2
,,,seventeen,2
,,,novels,2
,,,and,2
,,,short,2
,,,story,2
,,,collections,2
,,,",",2
,,,twelve,2
,,,non,2
,,,-,2
,,,fiction,2
,,,works,2
,,,",",2
,,,and,2
,,,collections,2
,,,of,2
,,,essays,2
,,,and,2
,,,poetry,2
,,,.,2
Q560307_18,ENTITY,ArMSu5TEV3,Alice,3
Q560307_19,ENTITY,ArMSu5TEV3,Malsenior,3
Q560307_20,ENTITY,ArMSu5TEV3,Walker,3
,,,was,3
Q560307_21,EVENT,B6j_iOGSsd,born,3
,,,in,3
,,,Eatonton,3
,,,",",3
,,,Georgia,3
,,,",",3
,,,a,3
,,,rural,3
,,,farming,3
,,,town,3
,,,",",3
,,,to,3
,,,Willie,3
,,,Lee,3
,,,Walker,3
,,,and,3
,,,Minnie,3
,,,Tallulah,3
,,,Grant,3
,,,.,3
,,,Both,4
,,,of,4
,,,Walker,4
,,,'s,4
,,,parents,4
,,,were,4
,,,sharecroppers,4
,,,",",4
,,,though,4
,,,her,4
,,,mother,4
,,,also,4
,,,worked,4
,,,as,4
,,,a,4
,,,seamstress,4
,,,to,4
,,,earn,4
,,,extra,4
,,,money,4
,,,.,4
,,,Walker,5
,,,",",5
,,,the,5
,,,youngest,5
,,,of,5
,,,eight,5
Q560307_22,ENTITY,8DchLwfosO,children,5
,,,",",5
,,,was,5
,,,first,5
Q560307_23,EVENT,uAvDAJf5q2,enrolled,5
,,,in,5
,,,school,5
,,,when,5
,,,she,5
,,,was,5
,,,just,5
,,,four,5
,,,years,5
,,,old,5
,,,at,5
,,,East,5
,,,Putnam,5
,,,Consolidated,5
,,,.,5
,,,As,6
,,,an,6
,,,eight,6
,,,-,6
,,,year,6
,,,-,6
,,,old,6
,,,",",6
Q560307_24,ENTITY,T4Qfs7d4-V,Walker,6
Q560307_25,EVENT,tKSH1bMQND,sustained,6
,,,an,6
,,,injury,6
,,,to,6
,,,her,6
,,,right,6
,,,eye,6
,,,after,6
,,,one,6
,,,of,6
,,,her,6
,,,brothers,6
,,,fired,6
,,,a,6
,,,BB,6
,,,gun,6
,,,.,6
,,,Since,7
,,,her,7
,,,family,7
,,,did,7
,,,not,7
,,,have,7
,,,access,7
,,,to,7
,,,a,7
,,,car,7
,,,",",7
Q560307_26,ENTITY,aiUcAe4twO,Walker,7
,,,could,7
Q560307_29,EVENT-MOD,6oxLSV9XwP,not,7
Q560307_27,EVENT,RkxpqNFfky,receive,7
,,,immediate,7
,,,medical,7
Q560307_28,EVENT,VWyJhDgMH1,attention,7
,,,",",7
Q560307_33,EVENT,MwSC47Q7uP,causing,7
Q560307_32,ENTITY,9aKEwfLD9-,her,7
,,,to,7
Q560307_30,EVENT-GR,Vu2k3wrJBR,become,7
,,,permanently,7
Q560307_31,EVENT,Zqek8NC-L4,blind,7
,,,in,7
,,,that,7
,,,eye,7
,,,.,7
,,,It,8
,,,was,8
,,,after,8
,,,the,8
Q560307_34,EVENT,yi7d88qEUA,injury,8
,,,to,8
Q560307_35,ENTITY,8z0l8jNMak,her,8
Q560307_36,ENTITY,8z0l8jNMak,eye,8
,,,that,8
Q560307_37,ENTITY,OlZbUkflm_,Walker,8
Q560307_38,EVENT,jVjX8HbJ7y,began,8
,,,to,8
Q560307_39,EVENT-GR,KXwuCh48Gu,take,8
,,,up,8
Q560307_40,EVENT,KjpyVlM6pB,reading,8
,,,and,8
Q560307_41,EVENT,6OyEh5_LNm,writing,8
,,,.,8
,,,The,9
,,,scar,9
,,,tissue,9
,,,was,9
Q560307_42,EVENT,l5ir8oG3Xy,removed,9
,,,when,9
Q560307_249,ENTITY,0jf0ww5eTY,Walker,9
,,,was,9
,,,14,9
,,,",",9
,,,but,9
,,,a,9
,,,mark,9
,,,still,9
,,,remains,9
,,,.,9
,,,It,10
,,,is,10
,,,described,10
,,,in,10
,,,her,10
,,,essay,10
,,,"""",10
,,,Beauty,10
,,,:,10
,,,When,10
,,,the,10
,,,Other,10
,,,Dancer,10
,,,is,10
,,,the,10
,,,Self,10
,,,.,10
,,,"""",11
,,,As,11
,,,the,11
,,,schools,11
,,,in,11
,,,Eatonton,11
,,,were,11
,,,segregated,11
,,,",",11
Q560307_43,ENTITY,ZjNWvWLuPx,Walker,11
Q560307_44,EVENT,5sVcc_TmIa,attended,11
,,,the,11
,,,only,11
,,,high,11
,,,school,11
,,,available,11
,,,to,11
,,,blacks,11
,,,:,11
,,,Butler,11
,,,Baker,11
,,,High,11
,,,School,11
,,,.,11
,,,There,12
,,,",",12
Q560307_45,ENTITY,hAibX7Hgyt,she,12
Q560307_46,EVENT,ktNtICSQ-w,went,12
,,,on,12
,,,to,12
Q560307_47,EVENT-GR,06bXnxOAUv,become,12
,,,valedictorian,12
,,,",",12
,,,and,12
Q560307_48,EVENT,g1wRzquQHS,enrolled,12
,,,in,12
,,,Spelman,12
,,,College,12
,,,in,12
,,,1961,12
,,,after,12
,,,being,12
Q560307_49,EVENT,KdCc3_b-Xv,granted,12
,,,a,12
,,,full,12
Q560307_50,EVENT,hwJENR6FD-,scholarship,12
,,,by,12
,,,the,12
,,,state,12
,,,of,12
,,,Georgia,12
,,,for,12
Q560307_51,EVENT-GR,rDlnunQFLu,having,12
,,,the,12
,,,highest,12
,,,academic,12
Q560307_52,EVENT,sN1rHPEBzO,achievements,12
,,,of,12
,,,her,12
,,,class,12
,,,.,12
Q560307_53,ENTITY,dnERmRyOhs,She,13
Q560307_54,EVENT-GR,LulvWdkCz6,found,13
,,,two,13
,,,of,13
,,,her,13
,,,professors,13
,,,",",13
,,,Howard,13
,,,Zinn,13
,,,and,13
,,,Staughton,13
,,,Lynd,13
,,,",",13
,,,to,13
,,,be,13
,,,great,13
Q560307_55,EVENT,AEXmJMzI4W,mentors,13
,,,during,13
,,,her,13
,,,time,13
,,,at,13
,,,Spelman,13
,,,",",13
,,,but,13
,,,both,13
,,,were,13
,,,transferred,13
,,,two,13
,,,years,13
,,,later,13
,,,.,13
Q560307_56,ENTITY,fQn3LG8BTn,Walker,14
,,,was,14
Q560307_57,EVENT,WggsyHJ8dm,offered,14
,,,another,14
,,,scholarship,14
,,,",",14
,,,this,14
,,,time,14
,,,from,14
,,,Sarah,14
,,,Lawrence,14
,,,College,14
,,,in,14
,,,New,14
,,,York,14
,,,",",14
,,,and,14
,,,after,14
,,,the,14
,,,firing,14
,,,of,14
,,,her,14
,,,Spelman,14
,,,professor,14
,,,",",14
,,,Howard,14
,,,Zinn,14
,,,",",14
Q560307_58,ENTITY,GZKb7NNUBE,Walker,14
Q560307_59,EVENT,ABPwxx1PH5,accepted,14
,,,the,14
,,,offer,14
,,,.,14
Q560307_60,ENTITY,He02Pna_JV,Walker,15
Q560307_61,EVENT-GR,9YLjUTlZaz,became,15
Q560307_62,EVENT,YNw1jJh1eO,pregnant,15
,,,at,15
,,,the,15
,,,start,15
,,,of,15
,,,her,15
,,,senior,15
,,,year,15
,,,and,15
Q560307_63,EVENT-GR,5ADc_8EGEm,had,15
,,,an,15
Q560307_64,EVENT,XvGQ3uMu1j,abortion,15
,,,;,15
,,,this,15
,,,experience,15
,,,",",15
,,,as,15
,,,well,15
,,,as,15
,,,the,15
,,,bout,15
,,,of,15
,,,suicidal,15
,,,thoughts,15
,,,that,15
,,,followed,15
,,,",",15
,,,inspired,15
,,,much,15
,,,of,15
,,,the,15
,,,poetry,15
,,,found,15
,,,in,15
,,,Once,15
,,,",",15
,,,Walker,15
,,,'s,15
,,,first,15
,,,collection,15
,,,of,15
,,,poetry,15
,,,.,15
Q560307_65,ENTITY,Nn5VP-uvyr,Walker,16
Q560307_66,EVENT,chntBr28Z3,graduated,16
,,,from,16
,,,Sarah,16
,,,Lawrence,16
,,,in,16
,,,1965,16
,,,.,16
Q560307_67,ENTITY,T6-qxFcPpb,Walker,17
Q560307_68,EVENT,IrlB-rOgpt,wrote,17
,,,the,17
,,,poems,17
,,,that,17
,,,would,17
,,,culminate,17
,,,in,17
,,,her,17
,,,first,17
,,,book,17
,,,of,17
,,,poetry,17
,,,",",17
,,,entitled,17
,,,Once,17
,,,",",17
,,,while,17
Q560307_69,ENTITY,tbOx_wyAqr,she,17
Q560307_70,EVENT-GR,ICQ9yz_xgl,was,17
,,,a,17
Q560307_71,EVENT,AhrL4BX_OJ,student,17
,,,in,17
,,,East,17
,,,Africa,17
,,,and,17
,,,during,17
,,,her,17
,,,senior,17
,,,year,17
,,,at,17
,,,Sarah,17
,,,Lawrence,17
,,,College,17
,,,.,17
Q560307_72,ENTITY,RkMVeq2sDA,Walker,18
,,,would,18
Q560307_73,EVENT,k4c3TRB1d6,slip,18
,,,her,18
,,,poetry,18
,,,under,18
,,,the,18
,,,office,18
,,,door,18
,,,of,18
,,,her,18
,,,professor,18
,,,and,18
,,,mentor,18
,,,",",18
,,,Muriel,18
,,,Rukeyser,18
,,,",",18
,,,when,18
Q560307_74,ENTITY,2tcFxGqnW6,she,18
Q560307_75,EVENT-GR,RSDtE01dH1,was,18
,,,a,18
Q560307_76,EVENT,5guWngBL-c,student,18
,,,at,18
,,,Sarah,18
,,,Lawrence,18
,,,.,18
,,,Rukeyser,19
,,,then,19
,,,showed,19
,,,the,19
,,,poems,19
,,,to,19
,,,her,19
,,,agent,19
,,,.,19
,,,Once,20
,,,was,20
,,,published,20
,,,four,20
,,,years,20
,,,later,20
,,,by,20
,,,Harcourt,20
,,,Brace,20
,,,Jovanovich,20
,,,.,20
,,,Following,21
Q560307_77,EVENT,B090zBLo4i,graduation,21
,,,",",21
Q560307_78,ENTITY,iXd4W0iXeb,Walker,21
,,,briefly,21
Q560307_79,EVENT,x2x6JdPCMh,worked,21
,,,for,21
,,,the,21
,,,New,21
,,,York,21
,,,City,21
,,,Department,21
,,,of,21
,,,Welfare,21
,,,",",21
,,,before,21
Q560307_80,EVENT,4TwoFbd6wg,returning,21
,,,to,21
,,,the,21
,,,South,21
,,,.,21
Q560307_81,ENTITY,cy2OGoaqSD,She,22
Q560307_82,EVENT-GR,Ss_GFiGzZL,took,22
,,,a,22
Q560307_83,EVENT,-ZEM4_Mefa,job,22
Q560307_84,EVENT,ouoH4ntoYC,working,22
,,,for,22
,,,the,22
,,,Legal,22
,,,Defense,22
,,,Fund,22
,,,of,22
,,,the,22
,,,National,22
,,,Association,22
,,,for,22
,,,the,22
,,,Advancement,22
,,,of,22
,,,Colored,22
,,,People,22
,,,in,22
,,,Jackson,22
,,,",",22
,,,Mississippi,22
,,,.,22
