token,label,_id
Amiri,ENTITY,Q560307_1
Baraka,ENTITY,Q560307_7
(,-,-
born,-,-
Everett,-,-
Leroy,-,-
Jones,-,-
;,-,-
October,-,-
7,-,-
",",ENTITY,Q560307_568
1934,-,-
–,-,-
January,-,-
9,-,-
",",-,-
2014,-,-
),-,-
",",-,-
previously,-,-
known,-,-
as,-,-
LeRoi,-,-
Jones,-,-
and,-,-
Imamu,-,-
Amear,-,-
Baraka,-,-
",",-,-
was,REL,Q560307_5
an,-,-
American,-,-
writer,EVENT,Q560307_6
of,ENTITY,Q560307_126
poetry,-,-
",",ENTITY,Q560307_572
drama,-,-
",",-,-
fiction,-,-
",",-,-
essays,-,-
and,-,-
music,-,-
criticism,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_12
was,REL,Q560307_8
the,-,-
author,EVENT,Q560307_9
of,ENTITY,Q560307_146
numerous,-,-
books,-,-
of,-,-
poetry,-,-
and,-,-
taught,EVENT,Q560307_10
at,-,-
several,-,-
universities,-,-
",",-,-
including,-,-
the,-,-
University,-,-
at,-,-
Buffalo,-,-
and,-,-
Stony,-,-
Brook,-,-
University,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_727
received,EVENT,Q560307_11
the,-,-
PEN,-,-
/,-,-
Beyond,-,-
Margins,-,-
Award,EVENT,Q560307_13
in,-,-
2008,-,-
for,ENTITY,Q560307_650
Tales,-,-
of,-,-
the,-,-
Out,-,-
and,-,-
the,-,-
Gone,-,-
.,-,-
-,-,-
-,-,-
Baraka,ENTITY,Q560307_31
's,ENTITY,Q560307_624
career,-,-
spanned,-,-
nearly,-,-
52,-,-
years,-,-
",",-,-
and,-,-
his,-,-
themes,ENTITY,Q560307_621
range,EVENT,Q560307_14
from,-,-
black,-,-
liberation,-,-
to,-,-
white,-,-
racism,-,-
.,-,-
-,-,-
-,-,-
Some,-,-
poems,ENTITY,Q560307_127
that,-,-
are,-,-
always,-,-
associated,EVENT,Q560307_15
with,-,-
him,ENTITY,Q560307_19
are,-,-
"""",ENTITY,Q560307_248
The,ENTITY,Q560307_202
Music,-,-
:,-,-
Reflection,-,-
on,-,-
Jazz,-,-
and,-,-
Blues,-,-
"""",-,-
",",-,-
"""",-,-
The,-,-
Book,-,-
of,-,-
Monk,-,-
"""",-,-
",",-,-
and,-,-
"""",-,-
New,-,-
Music,-,-
",",-,-
New,-,-
Poetry,-,-
"""",-,-
",",-,-
works,-,-
that,-,-
draw,EVENT,Q560307_16
on,-,-
topics,-,-
from,-,-
the,-,-
worlds,-,-
of,-,-
society,-,-
",",-,-
music,-,-
",",-,-
and,-,-
literature,-,-
.,-,-
-,-,-
-,-,-
Baraka,ENTITY,Q560307_21
's,ENTITY,Q560307_640
poetry,EVENT,Q560307_618
and,-,-
writing,EVENT,Q560307_619
have,-,-
attracted,EVENT,Q560307_17
both,-,-
high,-,-
praise,-,-
and,-,-
condemnation,-,-
.,-,-
-,-,-
-,-,-
In,-,-
the,-,-
African,-,-
-,-,-
American,-,-
community,-,-
",",-,-
some,-,-
compare,EVENT,Q560307_18
Baraka,-,-
to,-,-
James,-,-
Baldwin,-,-
and,-,-
recognize,EVENT,Q560307_20
him,-,-
as,-,-
one,-,-
of,-,-
the,-,-
most,-,-
respected,EVENT,Q560307_22
and,-,-
most,-,-
widely,-,-
published,EVENT,Q560307_23
black,-,-
writers,-,-
of,-,-
his,ENTITY,Q560307_218
generation,-,-
.,-,-
-,-,-
-,-,-
Others,-,-
have,-,-
said,EVENT,Q560307_28
his,-,-
work,ENTITY,Q560307_25
is,REL,Q560307_29
an,-,-
expression,EVENT,Q560307_30
of,-,-
violence,-,-
",",-,-
misogyny,-,-
",",-,-
and,-,-
homophobia,-,-
.,-,-
-,-,-
-,-,-
Regardless,-,-
of,-,-
one,-,-
's,-,-
viewpoint,-,-
",",-,-
Baraka,ENTITY,Q560307_38
's,ENTITY,Q560307_40
plays,-,-
",",-,-
poetry,-,-
",",-,-
and,-,-
essays,-,-
have,-,-
been,-,-
described,-,-
by,ENTITY,Q560307_549
scholars,-,-
as,-,-
constituting,-,-
defining,-,-
texts,-,-
for,-,-
African,-,-
-,-,-
American,-,-
culture,-,-
.,-,-
-,-,-
-,-,-
Baraka,ENTITY,Q560307_33
's,ENTITY,Q560307_729
brief,-,-
tenure,EVENT,Q560307_35
as,-,-
Poet,-,-
Laureate,-,-
of,-,-
New,-,-
Jersey,-,-
(,-,-
in,-,-
2002,-,-
and,-,-
2003,-,-
),-,-
involved,EVENT,Q560307_36
controversy,-,-
over,-,-
a,-,-
public,-,-
reading,-,-
of,-,-
his,ENTITY,Q560307_42
poem,ENTITY,Q560307_203
"""",-,-
Somebody,-,-
Blew,-,-
Up,-,-
America,-,-
?,-,-
"""",-,-
",",-,-
which,-,-
resulted,-,-
in,-,-
accusations,EVENT,Q560307_37
of,-,-
anti,-,-
-,-,-
Semitism,-,-
and,-,-
negative,-,-
attention,-,-
from,-,-
critics,-,-
and,-,-
politicians,-,-
.,-,-
-,-,-
-,-,-
Baraka,ENTITY,Q560307_45
was,-,-
born,EVENT,Q560307_39
in,-,-
Newark,-,-
",",-,-
New,-,-
Jersey,-,-
",",-,-
where,-,-
he,-,-
attended,EVENT,Q560307_41
Barringer,-,-
High,-,-
School,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_498
father,-,-
Coyt,-,-
Leroy,-,-
Jones,-,-
worked,-,-
as,-,-
a,-,-
postal,-,-
supervisor,-,-
and,-,-
lift,-,-
operator,-,-
.,-,-
-,-,-
-,-,-
His,ENTITY,Q560307_47
mother,-,-
Anna,-,-
Lois,-,-
(,-,-
née,-,-
Russ,-,-
),-,-
was,-,-
a,-,-
social,-,-
worker,-,-
.,-,-
-,-,-
-,-,-
Jazz,-,-
was,-,-
something,-,-
Baraka,ENTITY,Q560307_531
became,REL,Q560307_43
interested,EVENT,Q560307_44
in,-,-
as,-,-
a,-,-
kid,-,-
.,-,-
-,-,-
-,-,-
He,ENTITY,Q560307_625
wanted,EVENT,Q560307_46
to,-,-
be,-,-
just,-,-
like,-,-
Miles,-,-
Davis,-,-
.,-,-
-,-,-
-,-,-
"""",-,-
I,ENTITY,Q560307_52
wanted,-,-
to,-,-
look,-,-
like,-,-
that,-,-
too,-,-
—,-,-
that,-,-
green,-,-
shirt,-,-
and,-,-
rolled,-,-
up,-,-
sleeves,-,-
on,-,-
