doc,token,sentence,t_id,doc_id,m_id,tag
3307,Airbus,0,1,,,
3307,launches,0,2,3307,118,EVENT_MENTION
3307,world,0,3,,,
3307,'s,0,4,,,
3307,largest,0,5,,,
3307,passenger,0,6,,,
3307,plane,0,7,,,
3307,January,1,8,,,
3307,18,1,9,,,
3307,",",1,10,,,
3307,2005,1,11,,,
3307,British,10,208,,,
3307,and,10,209,,,
3307,American,10,210,,,
3307,airline,10,211,,,
3307,Virgin,10,212,,,
3307,Atlantic,10,213,,,
3307,has,10,214,,,
3307,purchased,10,215,3307,84,EVENT_MENTION
3307,six,10,216,,,
3307,of,10,217,,,
3307,these,10,218,,,
3307,aeroplanes,10,219,,,
3307,and,10,220,,,
3307,intend,10,221,,,
3307,to,10,222,,,
3307,fit,10,223,3307,104,EVENT_MENTION
3307,them,10,224,,,
3307,with,10,225,,,
3307,gyms,10,226,,,
3307,and,10,227,,,
3307,bars,10,228,,,
3307,as,10,229,,,
3307,well,10,230,,,
3307,as,10,231,,,
3307,seats,10,232,,,
3307,.,10,233,,,
