doc,token,sentence,t_id,doc_id,m_id,tag
11716,Airbus,0,1,,,
11716,wins,0,2,11716,118,EVENT_MENTION
11716,Qatar,0,3,,,
11716,Airways,0,4,,,
11716,order,0,5,,,
11716,worth,0,6,,,
11716,$,0,7,,,
11716,15bn,0,8,,,
11716,June,1,9,,,
11716,13,1,10,,,
11716,",",1,11,,,
11716,2005,1,12,,,
11716,European,2,13,,,
11716,aircraft,2,14,,,
11716,manufacturer,2,15,,,
11716,",",2,16,,,
11716,Airbus,2,17,,,
11716,",",2,18,,,
11716,has,2,19,,,
11716,won,2,20,11716,99,EVENT_MENTION
11716,an,2,21,,,
11716,order,2,22,,,
11716,from,2,23,,,
11716,Qatar,2,24,,,
11716,Airways,2,25,,,
11716,for,2,26,,,
11716,up,2,27,,,
11716,to,2,28,,,
11716,60,2,29,,,
11716,of,2,30,,,
11716,its,2,31,,,
11716,new,2,32,,,
11716,mid-sized,2,33,,,
11716,A350,2,34,,,
11716,jets,2,35,,,
11716,.,2,36,,,
11716,The,3,37,,,
11716,order,3,38,,,
11716,",",3,39,,,
11716,which,3,40,,,
11716,is,3,41,,,
11716,believed,3,42,,,
11716,to,3,43,,,
11716,be,3,44,,,
11716,worth,3,45,,,
11716,$,3,46,,,
11716,15,3,47,,,
11716,billion,3,48,,,
11716,",",3,49,,,
11716,has,3,50,,,
11716,given,3,51,,,
11716,a,3,52,,,
11716,boost,3,53,,,
11716,to,3,54,,,
11716,an,3,55,,,
11716,otherwise,3,56,,,
11716,disappointing,3,57,,,
11716,Paris,3,58,,,
11716,Air,3,59,,,
11716,Show,3,60,,,
11716,",",3,61,,,
11716,which,3,62,,,
11716,had,3,63,,,
11716,been,3,64,,,
11716,dominated,3,65,,,
11716,by,3,66,,,
11716,a,3,67,,,
11716,state,3,68,,,
11716,aid,3,69,,,
11716,dispute,3,70,11716,123,EVENT_MENTION
11716,between,3,71,,,
11716,Airbus,3,72,,,
11716,and,3,73,,,
11716,Boeing,3,74,,,
11716,.,3,75,,,
11716,Qatar,4,76,,,
11716,Airways,4,77,,,
11716,",",4,78,,,
11716,which,4,79,,,
11716,choose,4,80,,,
11716,the,4,81,,,
11716,Airbus,4,82,,,
11716,A350,4,83,,,
11716,over,4,84,,,
11716,Boeing,4,85,,,
11716,'s,4,86,,,
11716,787,4,87,,,
11716,",",4,88,,,
11716,will,4,89,,,
11716,also,4,90,,,
11716,purchase,4,91,11716,114,EVENT_MENTION
11716,20,4,92,,,
11716,of,4,93,,,
11716,Boeing,4,94,,,
11716,'s,4,95,,,
11716,larger,4,96,,,
11716,777,4,97,,,
11716,planes,4,98,,,
11716,for,4,99,,,
11716,$,4,100,,,
11716,4.6,4,101,,,
11716,billion,4,102,,,
11716,.,4,103,,,
11716,Qatar,5,104,,,
11716,has,5,105,,,
11716,a,5,106,,,
11716,previous,5,107,,,
11716,order,5,108,,,
11716,for,5,109,,,
11716,2,5,110,,,
11716,of,5,111,,,
11716,Airbus,5,112,,,
11716,',5,113,,,
11716,massive,5,114,,,
11716,new,5,115,,,
11716,A380,5,116,,,
11716,'s,5,117,,,
11716,which,5,118,,,
11716,it,5,119,,,
11716,will,5,120,,,
11716,begin,5,121,,,
11716,to,5,122,,,
11716,fly,5,123,,,
11716,in,5,124,,,
11716,2009,5,125,,,
11716,out,5,126,,,
11716,of,5,127,,,
11716,London,5,128,,,
11716,Heathrow,5,129,,,
11716,.,5,130,,,
11716,In,6,131,,,
11716,2004,6,132,,,
11716,",",6,133,,,
11716,Airbus,6,134,,,
11716,sold,6,135,11716,84,EVENT_MENTION
11716,more,6,136,,,
11716,planes,6,137,,,
11716,than,6,138,,,
11716,Boeing,6,139,,,
11716,for,6,140,,,
11716,the,6,141,,,
11716,first,6,142,,,
11716,time,6,143,,,
11716,ever,6,144,,,
11716,",",6,145,,,
11716,sparking,6,146,,,
11716,questions,6,147,,,
11716,whether,6,148,,,
11716,the,6,149,,,
11716,US,6,150,,,
11716,company,6,151,,,
11716,had,6,152,,,
11716,lost,6,153,11716,98,EVENT_MENTION
11716,its,6,154,,,
11716,once,6,155,,,
11716,seemingly,6,156,,,
11716,impregnable,6,157,,,
11716,grip,6,158,,,
11716,on,6,159,,,
11716,the,6,160,,,
11716,aviation,6,161,,,
11716,market,6,162,,,
11716,.,6,163,,,
11716,However,7,164,,,
11716,thus,7,165,,,
11716,far,7,166,,,
11716,",",7,167,,,
11716,Boeing,7,168,,,
11716,has,7,169,,,
11716,received,7,170,11716,97,EVENT_MENTION
11716,far,7,171,,,
11716,more,7,172,,,
11716,orders,7,173,,,
11716,than,7,174,,,
11716,Airbus,7,175,,,
11716,in,7,176,,,
11716,2005,7,177,,,
11716,.,7,178,,,
