doc,token,sentence,t_id,doc_id,m_id,tag
112579,Dow,0,1,,,
112579,falls,0,2,112579,95,EVENT_MENTION
112579,340,0,3,,,
112579,points,0,4,,,
112579,amid,0,5,,,
112579,unemployment,0,6,,,
112579,and,0,7,,,
112579,retail,0,8,,,
112579,sales,0,9,,,
112579,rates,0,10,,,
112579,news,0,11,,,
112579,September,1,12,,,
112579,04,1,13,,,
112579,",",1,14,,,
112579,2008,1,15,,,
112579,The,10,232,,,
112579,other,10,233,,,
112579,two,10,234,,,
112579,major,10,235,,,
112579,American,10,236,,,
112579,stock,10,237,,,
112579,indices,10,238,,,
112579,fell,10,239,,,
112579,too,10,240,,,
112579,.,10,241,,,
112579,The,11,242,,,
112579,S&P,11,243,,,
112579,500,11,244,,,
112579,fell,11,245,112579,101,EVENT_MENTION
112579,2.99,11,246,,,
112579,percent,11,247,,,
112579,while,11,248,,,
112579,the,11,249,,,
112579,Nasdaq,11,250,,,
112579,composite,11,251,,,
112579,index,11,252,,,
112579,fell,11,253,112579,103,EVENT_MENTION
112579,3.20,11,254,,,
112579,percent,11,255,,,
112579,.,11,256,,,
112579,The,12,257,,,
112579,Dow,12,258,,,
112579,'s,12,259,,,
112579,344.65-point,12,260,,,
112579,fall,12,261,112579,87,EVENT_MENTION
112579,left,12,262,112579,85,EVENT_MENTION
112579,the,12,263,,,
112579,index,12,264,,,
112579,at,12,265,,,
112579,"11,188.23",12,266,,,
112579,",",12,267,,,
112579,a,12,268,,,
112579,2.99,12,269,,,
112579,percent,12,270,,,
112579,decrease,12,271,112579,93,EVENT_MENTION
112579,from,12,272,,,
112579,the,12,273,,,
112579,close,12,274,,,
112579,of,12,275,,,
112579,trading,12,276,,,
112579,Wednesday,12,277,,,
112579,.,12,278,,,
