doc,token,sentence,t_id,doc_id,m_id,tag
124259,US,0,1,,,
124259,stocks,0,2,,,
124259,log,0,3,,,
124259,gains,0,4,,,
124259,for,0,5,,,
124259,fourth,0,6,,,
124259,week,0,7,,,
124259,in,0,8,,,
124259,a,0,9,,,
124259,row,0,10,,,
124259,April,1,11,,,
124259,04,1,12,,,
124259,",",1,13,,,
124259,2009,1,14,,,
124259,Both,10,183,,,
124259,the,10,184,,,
124259,S&P,10,185,,,
124259,and,10,186,,,
124259,the,10,187,,,
124259,Dow,10,188,,,
124259,gained,10,189,124259,87,EVENT_MENTION
124259,over,10,190,,,
124259,3,10,191,,,
124259,%,10,192,,,
124259,over,10,193,,,
124259,the,10,194,,,
124259,course,10,195,,,
124259,of,10,196,,,
124259,the,10,197,,,
124259,week,10,198,,,
124259,",",10,199,,,
124259,while,10,200,,,
124259,the,10,201,,,
124259,Nasdaq,10,202,,,
124259,was,10,203,124259,84,EVENT_MENTION
124259,up,10,204,,,
124259,almost,10,205,,,
124259,5,10,206,,,
124259,%,10,207,,,
124259,.,10,208,,,
124259,In,11,209,,,
124259,other,11,210,,,
124259,markets,11,211,,,
124259,",",11,212,,,
124259,both,11,213,,,
124259,the,11,214,,,
124259,German,11,215,,,
124259,DAX,11,216,,,
124259,and,11,217,,,
124259,the,11,218,,,
124259,Japanese,11,219,,,
124259,Nikkei,11,220,,,
124259,225,11,221,,,
124259,indexes,11,222,,,
124259,remained,11,223,124259,85,EVENT_MENTION
124259,even,11,224,,,
124259,",",11,225,,,
124259,whilst,11,226,,,
124259,the,11,227,,,
124259,British,11,228,,,
124259,FTSE,11,229,,,
124259,100,11,230,,,
124259,slipped,11,231,,,
124259,2.3,11,232,,,
124259,%,11,233,,,
124259,.,11,234,,,
