doc,token,sentence,t_id,doc_id,m_id,tag
143300,Automobile,0,1,,,
143300,manufacturer,0,2,,,
143300,Ford,0,3,,,
143300,posts,0,4,143300,107,EVENT_MENTION
143300,unexpected,0,5,,,
143300,profits,0,6,143300,106,EVENT_MENTION
143300,November,1,7,,,
143300,03,1,8,,,
143300,",",1,9,,,
143300,2009,1,10,,,
143300,The,2,11,,,
143300,US,2,12,,,
143300,automobile,2,13,,,
143300,manufacturer,2,14,,,
143300,Ford,2,15,,,
143300,has,2,16,,,
143300,said,2,17,143300,81,EVENT_MENTION
143300,that,2,18,,,
143300,it,2,19,,,
143300,posted,2,20,143300,85,EVENT_MENTION
143300,a,2,21,,,
143300,net,2,22,,,
143300,profit,2,23,143300,101,EVENT_MENTION
143300,of,2,24,,,
143300,US$,2,25,,,
143300,997,2,26,,,
143300,million,2,27,,,
143300,in,2,28,,,
143300,the,2,29,,,
143300,third,2,30,,,
143300,quarter,2,31,,,
143300,of,2,32,,,
143300,this,2,33,,,
143300,year,2,34,,,
143300,",",2,35,,,
143300,and,2,36,,,
143300,predicted,2,37,143300,84,EVENT_MENTION
143300,that,2,38,,,
143300,it,2,39,,,
143300,would,2,40,,,
143300,be,2,41,,,
143300,``,2,42,,,
143300,solidly,2,43,,,
143300,profitable,2,44,,,
143300,'',2,45,,,
143300,by,2,46,,,
143300,2011,2,47,,,
143300,.,2,48,,,
143300,The,3,49,,,
143300,reports,3,50,,,
143300,surprised,3,51,,,
143300,most,3,52,,,
143300,analysts,3,53,,,
143300,",",3,54,,,
143300,who,3,55,,,
143300,had,3,56,,,
143300,forecast,3,57,,,
143300,that,3,58,,,
143300,the,3,59,,,
143300,auto,3,60,,,
143300,company,3,61,,,
143300,would,3,62,,,
143300,lose,3,63,,,
143300,money,3,64,,,
143300,.,3,65,,,
143300,Ford,4,66,,,
143300,'s,4,67,,,
143300,profits,4,68,143300,97,EVENT_MENTION
143300,equate,4,69,,,
143300,to,4,70,,,
143300,26,4,71,,,
143300,cents,4,72,,,
143300,per,4,73,,,
143300,share,4,74,,,
143300,",",4,75,,,
143300,a,4,76,,,
143300,large,4,77,,,
143300,difference,4,78,,,
143300,to,4,79,,,
143300,the,4,80,,,
143300,12,4,81,,,
143300,cent,4,82,,,
143300,per,4,83,,,
143300,share,4,84,,,
143300,lost,4,85,,,
143300,that,4,86,,,
143300,had,4,87,,,
143300,been,4,88,,,
143300,anticipated,4,89,,,
143300,by,4,90,,,
143300,most,4,91,,,
143300,economic,4,92,,,
143300,analysts,4,93,,,
143300,.,4,94,,,
143300,``,5,95,,,
143300,Our,5,96,,,
143300,third-quarter,5,97,,,
143300,results,5,98,143300,92,EVENT_MENTION
143300,clearly,5,99,,,
143300,show,5,100,,,
143300,Ford,5,101,,,
143300,is,5,102,,,
143300,making,5,103,,,
143300,tremendous,5,104,,,
143300,progress,5,105,143300,87,EVENT_MENTION
143300,despite,5,106,,,
143300,the,5,107,,,
143300,prolonged,5,108,,,
143300,economic,5,109,,,
143300,slump,5,110,,,
143300,",",5,111,,,
143300,'',5,112,,,
143300,said,5,113,143300,79,EVENT_MENTION
143300,the,5,114,,,
143300,firm,5,115,,,
143300,'s,5,116,,,
143300,chief,5,117,,,
143300,executive,5,118,,,
143300,officer,5,119,,,
143300,",",5,120,,,
143300,Alan,5,121,,,
143300,Mulally,5,122,,,
143300,.,5,123,,,
143300,``,6,124,,,
143300,While,6,125,,,
143300,we,6,126,,,
143300,still,6,127,,,
143300,face,6,128,,,
143300,a,6,129,,,
143300,challenging,6,130,,,
143300,road,6,131,,,
143300,ahead,6,132,,,
143300,",",6,133,,,
143300,our,6,134,,,
143300,transformation,6,135,,,
143300,is,6,136,,,
143300,working,6,137,,,
143300,and,6,138,,,
143300,our,6,139,,,
143300,underlying,6,140,,,
143300,business,6,141,,,
143300,continues,6,142,,,
143300,to,6,143,,,
143300,grow,6,144,,,
143300,stronger,6,145,,,
143300,.,6,146,,,
143300,'',6,147,,,
143300,Mulally,7,148,,,
143300,predicted,7,149,143300,100,EVENT_MENTION
143300,that,7,150,,,
143300,his,7,151,,,
143300,company,7,152,,,
143300,would,7,153,,,
143300,meet,7,154,,,
143300,or,7,155,,,
143300,even,7,156,,,
143300,surpass,7,157,,,
143300,all,7,158,,,
143300,of,7,159,,,
143300,its,7,160,,,
143300,financial,7,161,,,
143300,targets,7,162,,,
143300,",",7,163,,,
143300,and,7,164,,,
143300,suggested,7,165,,,
143300,that,7,166,,,
143300,the,7,167,,,
143300,fourth,7,168,,,
143300,quarter,7,169,,,
143300,of,7,170,,,
143300,this,7,171,,,
143300,year,7,172,,,
143300,could,7,173,,,
143300,see,7,174,,,
143300,it,7,175,,,
143300,post,7,176,,,
143300,an,7,177,,,
143300,operating,7,178,,,
143300,profit,7,179,,,
143300,.,7,180,,,
