doc,token,sentence,t_id,doc_id,m_id,tag
116834,Japan,0,1,,,
116834,enters,0,2,,,
116834,recession,0,3,,,
116834,November,1,4,,,
116834,18,1,5,,,
116834,",",1,6,,,
116834,2008,1,7,,,
116834,Japan,2,8,,,
116834,",",2,9,,,
116834,which,2,10,,,
116834,accounts,2,11,,,
116834,for,2,12,,,
116834,7,2,13,,,
116834,%,2,14,,,
116834,of,2,15,,,
116834,world,2,16,,,
116834,output,2,17,,,
116834,",",2,18,,,
116834,has,2,19,,,
116834,entered,2,20,,,
116834,a,2,21,,,
116834,recession,2,22,,,
116834,after,2,23,,,
116834,posting,2,24,,,
116834,two,2,25,,,
116834,consecutive,2,26,,,
116834,quarters,2,27,,,
116834,of,2,28,,,
116834,negative,2,29,,,
116834,growth,2,30,,,
116834,.,2,31,,,
116834,The,3,32,,,
116834,Japanese,3,33,,,
116834,economy,3,34,,,
116834,contracted,3,35,,,
116834,by,3,36,,,
116834,0.9,3,37,,,
116834,%,3,38,,,
116834,between,3,39,,,
116834,April,3,40,,,
116834,and,3,41,,,
116834,June,3,42,,,
116834,and,3,43,,,
116834,a,3,44,,,
116834,further,3,45,,,
116834,0.1,3,46,,,
116834,%,3,47,,,
116834,since,3,48,,,
116834,September,3,49,,,
116834,.,3,50,,,
116834,Kaoru,4,51,,,
116834,Yosano,4,52,,,
116834,",",4,53,,,
116834,the,4,54,,,
116834,Japanese,4,55,,,
116834,minister,4,56,,,
116834,of,4,57,,,
116834,fiscal,4,58,,,
116834,policy,4,59,,,
116834,",",4,60,,,
116834,said,4,61,,,
116834,``,4,62,,,
116834,The,4,63,,,
116834,downtrend,4,64,,,
116834,in,4,65,,,
116834,the,4,66,,,
116834,economy,4,67,,,
116834,will,4,68,,,
116834,continue,4,69,,,
116834,for,4,70,,,
116834,the,4,71,,,
116834,time,4,72,,,
116834,being,4,73,,,
116834,as,4,74,,,
116834,global,4,75,,,
116834,growth,4,76,,,
116834,slows,4,77,,,
116834,down,4,78,,,
116834,.,4,79,,,
116834,We,5,80,,,
116834,need,5,81,,,
116834,to,5,82,,,
116834,bear,5,83,,,
116834,in,5,84,,,
116834,mind,5,85,,,
116834,that,5,86,,,
116834,economic,5,87,,,
116834,conditions,5,88,,,
116834,could,5,89,,,
116834,worsen,5,90,,,
116834,further,5,91,,,
116834,as,5,92,,,
116834,the,5,93,,,
116834,US,5,94,,,
116834,and,5,95,,,
116834,European,5,96,,,
116834,financial,5,97,,,
116834,crisis,5,98,,,
116834,deepens,5,99,,,
116834,",",5,100,,,
116834,worries,5,101,,,
116834,of,5,102,,,
116834,economic,5,103,,,
116834,downturn,5,104,,,
116834,heighten,5,105,,,
116834,and,5,106,,,
116834,stock,5,107,,,
116834,and,5,108,,,
116834,foreign,5,109,,,
116834,exchange,5,110,,,
116834,markets,5,111,,,
116834,make,5,112,,,
116834,big,5,113,,,
116834,swings,5,114,,,
116834,.,5,115,,,
116834,'',5,116,,,
116834,The,6,117,,,
116834,Nikkei,6,118,,,
116834,225,6,119,,,
116834,stock,6,120,,,
116834,index,6,121,,,
116834,has,6,122,,,
116834,fallen,6,123,116834,92,EVENT_MENTION
116834,40,6,124,,,
116834,%,6,125,,,
116834,since,6,126,,,
116834,the,6,127,,,
116834,beginning,6,128,,,
116834,of,6,129,,,
116834,the,6,130,,,
116834,year,6,131,,,
116834,",",6,132,,,
116834,and,6,133,,,
116834,has,6,134,,,
116834,lost,6,135,116834,89,EVENT_MENTION
116834,a,6,136,,,
116834,quarter,6,137,,,
116834,of,6,138,,,
116834,its,6,139,,,
116834,value,6,140,,,
116834,during,6,141,,,
116834,this,6,142,,,
116834,month,6,143,,,
116834,.,6,144,,,
116834,After,7,145,,,
116834,the,7,146,,,
116834,news,7,147,,,
116834,was,7,148,,,
116834,announced,7,149,,,
116834,the,7,150,,,
116834,index,7,151,,,
116834,dipped,7,152,116834,88,EVENT_MENTION
116834,",",7,153,,,
116834,then,7,154,,,
116834,rose,7,155,116834,96,EVENT_MENTION
116834,to,7,156,,,
116834,close,7,157,116834,94,EVENT_MENTION
116834,up,7,158,,,
116834,0.7,7,159,,,
116834,%,7,160,,,
116834,.,7,161,,,
116834,JPMorgan,10,195,,,
116834,Chase,10,196,,,
116834,economist,10,197,,,
116834,Masamichi,10,198,,,
116834,Adachi,10,199,,,
116834,said,10,200,,,
116834,",",10,201,,,
116834,``,10,202,,,
116834,It,10,203,,,
116834,'s,10,204,,,
116834,only,10,205,,,
116834,going,10,206,,,
116834,to,10,207,,,
116834,get,10,208,,,
116834,worse,10,209,,,
116834,.,10,210,,,
116834,Japan,11,211,,,
116834,may,11,212,,,
116834,be,11,213,,,
116834,entering,11,214,,,
116834,its,11,215,,,
116834,deepest,11,216,,,
116834,recession,11,217,,,
116834,in,11,218,,,
116834,a,11,219,,,
116834,decade,11,220,,,
116834,as,11,221,,,
116834,the,11,222,,,
116834,global,11,223,,,
116834,financial,11,224,,,
116834,crisis,11,225,,,
116834,cools,11,226,,,
116834,demand,11,227,,,
116834,.,11,228,,,
116834,'',11,229,,,
116834,Japan,12,230,,,
116834,has,12,231,,,
116834,not,12,232,,,
116834,been,12,233,,,
116834,in,12,234,,,
116834,recession,12,235,,,
116834,since,12,236,,,
116834,2001,12,237,,,
116834,.,12,238,,,
