doc,token,sentence,t_id,doc_id,m_id,tag
68899,DaimlerChrysler,0,1,,,
68899,to,0,2,,,
68899,sell,0,3,68899,64,EVENT_MENTION
68899,Chrysler,0,4,,,
68899,Group,0,5,,,
68899,for,0,6,,,
68899,$,0,7,,,
68899,7.4,0,8,,,
68899,Billion,0,9,,,
68899,May,1,10,,,
68899,14,1,11,,,
68899,",",1,12,,,
68899,2007,1,13,,,
68899,The,2,14,,,
68899,DaimlerChrysler,2,15,,,
68899,Corporation,2,16,,,
68899,has,2,17,,,
68899,announced,2,18,,,
68899,that,2,19,,,
68899,the,2,20,,,
68899,corporation,2,21,,,
68899,is,2,22,,,
68899,divesting,2,23,68899,60,EVENT_MENTION
68899,itself,2,24,,,
68899,of,2,25,,,
68899,the,2,26,,,
68899,Chrysler,2,27,,,
68899,Group,2,28,,,
68899,by,2,29,,,
68899,selling,2,30,68899,68,EVENT_MENTION
68899,it,2,31,,,
68899,to,2,32,,,
68899,New,2,33,,,
68899,York,2,34,,,
68899,City-based,2,35,,,
68899,private,2,36,,,
68899,equity,2,37,,,
68899,firm,2,38,,,
68899,Cerberus,2,39,,,
68899,Capital,2,40,,,
68899,Management,2,41,,,
68899,for,2,42,,,
68899,US$,2,43,,,
68899,7.4,2,44,,,
68899,billion,2,45,,,
68899,.,2,46,,,
68899,The,3,47,,,
68899,companies,3,48,,,
68899,',3,49,,,
68899,names,3,50,,,
68899,are,3,51,,,
68899,announced,3,52,,,
68899,to,3,53,,,
68899,be,3,54,,,
68899,changed,3,55,,,
68899,to,3,56,,,
68899,Daimler,3,57,,,
68899,AG,3,58,,,
68899,and,3,59,,,
68899,Chrysler,3,60,,,
68899,Holding,3,61,,,
68899,LLC,3,62,,,
68899,.,3,63,,,
68899,DaimlerChrysler,4,64,,,
68899,has,4,65,,,
68899,sold,4,66,68899,58,EVENT_MENTION
68899,80.1,4,67,,,
68899,%,4,68,,,
68899,of,4,69,,,
68899,its,4,70,,,
68899,stake,4,71,,,
68899,in,4,72,,,
68899,Chrysler,4,73,,,
68899,",",4,74,,,
68899,retaining,4,75,68899,75,EVENT_MENTION
68899,the,4,76,,,
68899,other,4,77,,,
68899,19.9,4,78,,,
68899,%,4,79,,,
68899,",",4,80,,,
68899,for,4,81,,,
68899,joint,4,82,,,
68899,ventures,4,83,,,
68899,and,4,84,,,
68899,other,4,85,,,
68899,agreements,4,86,,,
68899,and,4,87,,,
68899,partnerships,4,88,,,
68899,.,4,89,,,
68899,Cerberus,5,90,,,
68899,has,5,91,,,
68899,agreed,5,92,,,
68899,to,5,93,,,
68899,take,5,94,,,
68899,on,5,95,68899,57,EVENT_MENTION
68899,billions,5,96,,,
68899,of,5,97,,,
68899,dollars,5,98,,,
68899,in,5,99,,,
68899,pension,5,100,,,
68899,and,5,101,,,
68899,retiree,5,102,,,
68899,health,5,103,,,
68899,care,5,104,,,
68899,costs,5,105,,,
68899,at,5,106,,,
68899,Chrysler,5,107,,,
68899,.,5,108,,,
68899,Cerberus,6,109,,,
68899,also,6,110,,,
68899,led,6,111,,,
68899,a,6,112,,,
68899,consortium,6,113,,,
68899,that,6,114,,,
68899,acquired,6,115,,,
68899,the,6,116,,,
68899,majority,6,117,,,
68899,stake,6,118,,,
68899,in,6,119,,,
68899,April,6,120,,,
68899,of,6,121,,,
68899,last,6,122,,,
68899,year,6,123,,,
68899,in,6,124,,,
68899,GMAC,6,125,,,
68899,",",6,126,,,
68899,the,6,127,,,
68899,financing,6,128,,,
68899,arm,6,129,,,
68899,of,6,130,,,
68899,GM,6,131,,,
68899,",",6,132,,,
68899,and,6,133,,,
68899,is,6,134,,,
68899,said,6,135,,,
68899,to,6,136,,,
68899,planning,6,137,,,
68899,to,6,138,,,
68899,invest,6,139,,,
68899,in,6,140,,,
68899,auto,6,141,,,
68899,parts,6,142,,,
68899,giant,6,143,,,
68899,Delphi,6,144,,,
68899,.,6,145,,,
68899,Buzz,7,146,,,
68899,Hargrove,7,147,,,
68899,",",7,148,,,
68899,the,7,149,,,
68899,president,7,150,,,
68899,of,7,151,,,
68899,Canadian,7,152,,,
68899,Auto,7,153,,,
68899,Workers,7,154,,,
68899,said,7,155,,,
68899,he,7,156,,,
68899,had,7,157,,,
68899,been,7,158,,,
68899,assured,7,159,,,
68899,that,7,160,,,
68899,the,7,161,,,
68899,collective,7,162,,,
68899,bargaining,7,163,,,
68899,agreement,7,164,68899,67,EVENT_MENTION
68899,with,7,165,,,
68899,Chrysler,7,166,,,
68899,would,7,167,,,
68899,remain,7,168,,,
68899,and,7,169,,,
68899,that,7,170,,,
68899,jobs,7,171,,,
68899,would,7,172,,,
68899,not,7,173,,,
68899,be,7,174,,,
68899,eliminated,7,175,,,
68899,.,7,176,,,
