doc,token,sentence,t_id,doc_id,m_id,tag
3835,Chinese,0,1,,,
3835,airlines,0,2,,,
3835,agree,0,3,,,
3835,purchase,0,4,3835,106,EVENT_MENTION
3835,of,0,5,,,
3835,Boeing,0,6,,,
3835,787,0,7,,,
3835,Dreamliners,0,8,,,
3835,worth,0,9,,,
3835,US$,0,10,,,
3835,7.2,0,11,,,
3835,bn,0,12,,,
3835,January,1,13,,,
3835,29,1,14,,,
3835,",",1,15,,,
3835,2005,1,16,,,
3835,Officials,2,17,,,
3835,from,2,18,,,
3835,the,2,19,,,
3835,People,2,20,,,
3835,'s,2,21,,,
3835,Republic,2,22,,,
3835,of,2,23,,,
3835,China,2,24,,,
3835,have,2,25,,,
3835,agreed,2,26,,,
3835,to,2,27,,,
3835,purchase,2,28,3835,103,EVENT_MENTION
3835,60,2,29,,,
3835,Boeing,2,30,,,
3835,787,2,31,,,
3835,Dreamliner,2,32,,,
3835,aircraft,2,33,,,
3835,in,2,34,,,
3835,a,2,35,,,
3835,deal,2,36,,,
3835,worth,2,37,,,
3835,US$,2,38,,,
3835,7.2,2,39,,,
3835,bn,2,40,,,
3835,.,2,41,,,
3835,In,3,42,,,
3835,China,3,43,,,
3835,",",3,44,,,
3835,airliners,3,45,,,
3835,are,3,46,,,
3835,selected,3,47,,,
3835,and,3,48,,,
3835,purchased,3,49,,,
3835,by,3,50,,,
3835,the,3,51,,,
3835,government,3,52,,,
3835,",",3,53,,,
3835,which,3,54,,,
3835,then,3,55,,,
3835,distributes,3,56,,,
3835,them,3,57,,,
3835,to,3,58,,,
3835,different,3,59,,,
3835,airlines,3,60,,,
3835,.,3,61,,,
3835,The,4,62,,,
3835,preliminary,4,63,,,
3835,agreement,4,64,,,
3835,will,4,65,,,
3835,see,4,66,,,
3835,Dreamliners,4,67,,,
3835,delivered,4,68,3835,96,EVENT_MENTION
3835,to,4,69,,,
3835,six,4,70,,,
3835,airlines,4,71,,,
3835,-,4,72,,,
3835,Air,4,73,,,
3835,China,4,74,,,
3835,",",4,75,,,
3835,China,4,76,,,
3835,Eastern,4,77,,,
3835,Airlines,4,78,,,
3835,",",4,79,,,
3835,China,4,80,,,
3835,Southern,4,81,,,
3835,Airlines,4,82,,,
3835,",",4,83,,,
3835,Hainan,4,84,,,
3835,Airlines,4,85,,,
3835,",",4,86,,,
3835,Shanghai,4,87,,,
3835,Airlines,4,88,,,
3835,and,4,89,,,
3835,Xiamen,4,90,,,
3835,Airlines,4,91,,,
3835,.,4,92,,,
3835,The,5,93,,,
3835,deliveries,5,94,3835,99,EVENT_MENTION
3835,are,5,95,,,
3835,scheduled,5,96,,,
3835,to,5,97,,,
3835,be,5,98,,,
3835,in,5,99,,,
3835,time,5,100,,,
3835,for,5,101,,,
3835,the,5,102,,,
3835,2008,5,103,,,
3835,Beijing,5,104,,,
3835,Olympic,5,105,,,
3835,Games,5,106,,,
3835,.,5,107,,,
3835,The,6,108,,,
3835,aircraft,6,109,,,
3835,was,6,110,,,
3835,once,6,111,,,
3835,named,6,112,,,
3835,the,6,113,,,
3835,7E7,6,114,,,
3835,but,6,115,,,
3835,was,6,116,,,
3835,renamed,6,117,3835,75,EVENT_MENTION
3835,at,6,118,,,
3835,the,6,119,,,
3835,same,6,120,,,
3835,time,6,121,,,
3835,the,6,122,,,
3835,deal,6,123,,,
3835,was,6,124,,,
3835,announced,6,125,,,
3835,.,6,126,,,
3835,Boeing,7,127,,,
3835,will,7,128,,,
3835,begin,7,129,,,
3835,production,7,130,3835,87,EVENT_MENTION
3835,in,7,131,,,
3835,2006,7,132,,,
3835,and,7,133,,,
3835,the,7,134,,,
3835,aircraft,7,135,,,
3835,should,7,136,,,
3835,enter,7,137,,,
3835,airline,7,138,,,
3835,service,7,139,,,
3835,in,7,140,,,
3835,2008,7,141,,,
3835,.,7,142,,,
