token,sentence,idx,pos,event_id,label,simple_label
w2381,0,0,PROPN,,0,0
Cx1f,0,1,PROPN,,0,0
wstm-,0,2,PROPN,,0,0
u,1,0,PROPN,,0,0
i,1,1,PROPN,,0,0
Cx13,1,2,PUNCT,,0,0
Cx11,2,0,PROPN,,0,0
BC,3,0,PROPN,,0,0
-,3,1,PUNCT,,0,0
WorldCourt,3,2,PROPN,,0,0
-,3,3,PUNCT,,0,0
Lockerbie,3,4,PROPN,,0,0
5thLd,3,5,NUM,,0,0
02,3,7,NUM,,0,0
-,3,8,SYM,,0,0
27,3,9,NUM,,0,0
0169,3,10,NUM,,0,0
BC,4,0,PROPN,,0,0
-,4,1,PUNCT,,0,0
World,4,2,PROPN,,0,0
Court,4,3,PROPN,,0,0
-,4,4,PUNCT,,0,0
Lockerbie,4,5,PROPN,,0,0
",",4,6,PUNCT,,0,0
5th,4,7,NOUN,,0,0
Ld,5,0,PROPN,,0,0
World,5,2,PROPN,,0,0
Court,5,3,PROPN,,0,0
declares,5,4,VERB,,0,0
jurisdiction,5,5,NOUN,,0,0
in,5,6,ADP,,0,0
Lockerbie,5,7,PROPN,,0,0
dispute,5,8,NOUN,,0,0
UR,5,9,PROPN,,0,0
Eds,5,10,PROPN,,0,0
:,5,11,PUNCT,,0,0
RECASTS,5,12,VERB,,0,0
lead,5,13,NOUN,,0,0
to,5,14,ADP,,0,0
clarify,5,15,VERB,,0,0
;,5,16,PUNCT,,0,0
ADDS,5,17,PROPN,,0,0
detail,5,18,NOUN,,0,0
of,5,19,ADP,,0,0
U.S.,5,20,PROPN,,0,0
and,5,21,CCONJ,,0,0
British,5,22,ADJ,,0,0
objections,5,23,NOUN,,0,0
in,5,24,ADP,,0,0
3rd,5,25,ADJ,,0,0
graf,5,26,NOUN,,0,0
.,5,27,PUNCT,,0,0
QL,6,0,PROPN,,0,0
UR,6,1,PROPN,,0,0
AP,6,2,PROPN,,0,0
Photo,6,3,PROPN,,0,0
staffing,6,4,VERB,,0,0
QL,6,5,PROPN,,0,0
UR,6,6,PROPN,,0,0
By,7,0,ADP,,0,0
MIKE,7,1,NOUN,,0,0
CORDER,7,2,PROPN,,0,0
QC,7,3,PROPN,,0,0
UR,7,4,PROPN,,0,0
Associated,7,5,PROPN,,0,0
Press,7,6,PROPN,,0,0
Writer,7,7,PROPN,,0,0
QC,7,8,PROPN,,0,0
THE,7,10,DET,,0,0
HAGUE,7,11,PROPN,,0,0
",",7,12,PUNCT,,0,0
Netherlands,7,13,PROPN,,0,0
(,7,14,PUNCT,,0,0
AP,7,15,PROPN,,0,0
),7,16,PUNCT,,0,0
The,8,0,DET,,0,0
World,8,1,PROPN,,0,0
Court,8,2,PROPN,,0,0
Friday,8,3,PROPN,,0,0
rejected,8,4,PROPN,e1,OCCURRENCE,EVENT
U.S.,8,5,PROPN,,0,0
and,8,6,CCONJ,,0,0
British,8,7,ADJ,,0,0
objections,8,8,NOUN,e1996,OCCURRENCE,EVENT
to,8,9,ADP,,0,0
a,8,10,DET,,0,0
Libyan,8,11,ADJ,,0,0
World,8,12,PROPN,,0,0
Court,8,13,PROPN,,0,0
case,8,14,NOUN,,0,0
that,8,15,DET,,0,0
has,8,16,AUX,,0,0
blocked,8,17,NOUN,e2,I_ACTION,EVENT
the,8,18,DET,,0,0
trial,8,19,NOUN,e1997,OCCURRENCE,EVENT
of,8,20,ADP,,0,0
two,8,21,NUM,,0,0
Libyans,8,22,PROPN,,0,0
suspected,8,23,X,e3,I_STATE,EVENT
of,8,24,ADP,,0,0
blowing,8,25,PROPN,e4,OCCURRENCE,EVENT
up,8,26,ADP,,0,0
a,8,27,DET,,0,0
