token,sentence,idx,pos,event_id,label,simple_label
Control,0,0,PROPN,,0,0
Data,0,1,PROPN,,0,0
Says,0,2,VERB,,0,0
It,0,3,PRON,,0,0
May,0,4,VERB,,0,0
Repurchase,0,5,PROPN,,0,0
@,0,6,VERB,,0,0
Debt,1,0,NOUN,,0,0
Soon,1,1,ADV,,0,0
",",1,2,PUNCT,,0,0
Seeks,1,3,VERB,,0,0
Alliances,1,4,NOUN,,0,0
With,1,5,ADP,,0,0
Others,1,6,NOUN,,0,0
@,1,7,PUNCT,,0,0
By,2,0,ADP,,0,0
Richard,2,1,PROPN,,0,0
Gibson,2,2,PROPN,,0,0
@,2,3,PUNCT,,0,0
Staff,3,0,PROPN,,0,0
Reporter,3,1,NOUN,,0,0
of,3,2,ADP,,0,0
The,3,3,DET,,0,0
Wall,3,4,PROPN,,0,0
Street,3,5,PROPN,,0,0
Journal,3,6,PROPN,,0,0
TENDER,4,0,NOUN,,0,0
OFFERS,4,1,NOUN,,0,0
",",4,2,PUNCT,,0,0
MERGERS,4,3,NOUN,,0,0
",",4,4,PUNCT,,0,0
ACQUISITIONS,4,5,PROPN,,0,0
(,4,6,PUNCT,,0,0
TNM,4,7,PROPN,,0,0
),4,8,PUNCT,,0,0
MINNEAPOLIS,4,10,PROPN,,0,0
Control,4,12,PROPN,,0,0
Data,4,13,PROPN,,0,0
Corp.,4,14,PROPN,,0,0
",",4,15,PUNCT,,0,0
which,4,16,DET,,0,0
just,4,17,ADV,,0,0
months,4,18,NOUN,,0,0
ago,4,19,ADV,,0,0
was,4,20,AUX,,0,0
hemorrhaging,4,21,NOUN,e1,OCCURRENCE,EVENT
financially,4,22,ADV,,0,0
",",4,23,PUNCT,,0,0
thinks,4,24,NOUN,e2,I_STATE,EVENT
it,4,25,PRON,,0,0
will,4,26,VERB,,0,0
be,4,27,AUX,,0,0
healthy,4,28,PROPN,e2438,STATE,EVENT
enough,4,29,ADV,,0,0
soon,4,30,ADV,,0,0
to,4,31,ADP,,0,0
consider,4,32,PROPN,e3,I_STATE,EVENT
repurchasing,4,33,PROPN,e4,OCCURRENCE,EVENT
public,4,34,ADJ,,0,0
debt,4,35,NOUN,,0,0
.,4,36,PUNCT,,0,0
Moreover,5,0,ADV,,0,0
",",5,1,PUNCT,,0,0
the,5,2,DET,,0,0
company,5,3,NOUN,,0,0
",",5,4,PUNCT,,0,0
whose,5,5,DET,,0,0
go,5,6,VERB,,0,0
-,5,7,PUNCT,,0,0
it,5,8,PRON,,0,0
-,5,9,PUNCT,,0,0
alone,5,10,ADV,,0,0
approach,5,11,NOUN,,0,0
nearly,5,12,ADV,,0,0
proved,5,13,ADP,e6,OCCURRENCE,EVENT
