token,sentence,idx,pos,event_id,label,simple_label
Israeli,0,0,ADJ,,0,0
Prime,0,1,PROPN,,0,0
Minister,0,2,PROPN,,0,0
Benjamin,0,3,PROPN,,0,0
Netanyahu,0,4,PROPN,,0,0
says,0,5,PROPN,e1,REPORTING,EVENT
considerable,0,6,ADJ,,0,0
gaps,0,7,NOUN,e21,STATE,EVENT
remain,0,8,NOUN,e2,ASPECTUAL,EVENT
between,0,9,ADP,,0,0
Israeli,0,10,ADJ,,0,0
and,0,11,CCONJ,,0,0
Palestinian,0,12,ADJ,,0,0
positions,0,13,NOUN,,0,0
before,0,14,ADP,,0,0
next,0,15,ADJ,,0,0
week,0,16,NOUN,,0,0
's,0,17,PART,,0,0
talks,0,18,NOUN,e22,OCCURRENCE,EVENT
in,0,19,ADP,,0,0
London,0,20,PROPN,,0,0
.,0,21,PUNCT,,0,0
He,1,0,PRON,,0,0
and,1,1,CCONJ,,0,0
Palestinian,1,2,ADJ,,0,0
leader,1,3,NOUN,,0,0
Yasser,1,4,PROPN,,0,0
Arafat,1,5,PROPN,,0,0
meet,1,6,CCONJ,e3,OCCURRENCE,EVENT
separately,1,7,ADV,,0,0
Monday,1,8,PROPN,,0,0
with,1,9,ADP,,0,0
US,1,10,PROPN,,0,0
Secretary,1,11,PROPN,,0,0
of,1,12,ADP,,0,0
State,1,13,PROPN,,0,0
Madeleine,1,14,PROPN,,0,0
Albright,1,15,PROPN,,0,0
.,1,16,PUNCT,,0,0
At,2,0,ADP,,0,0
a,2,1,DET,,0,0
news,2,2,NOUN,,0,0
conference,2,3,NOUN,e61,OCCURRENCE,EVENT
with,2,4,ADP,,0,0
US,2,5,PROPN,,0,0
Vice,2,6,PROPN,,0,0
President,2,7,PROPN,,0,0
Al,2,8,PROPN,,0,0
Gore,2,9,PROPN,,0,0
in,2,10,ADP,,0,0
Jerusalem,2,11,PROPN,,0,0
",",2,12,PUNCT,,0,0
Mr.,2,13,PROPN,,0,0
Netanyahu,2,14,PROPN,,0,0
suggested,2,15,PROPN,e4,I_ACTION,EVENT
Israel,2,16,PROPN,,0,0
might,2,17,VERB,,0,0
be,2,18,AUX,,0,0
willing,2,19,NOUN,e24,I_STATE,EVENT
to,2,20,ADP,,0,0
move,2,21,NOUN,e25,OCCURRENCE,EVENT
a,2,22,DET,,0,0
little,2,23,ADJ,,0,0
on,2,24,ADP,,0,0
issues,2,25,NOUN,,0,0
holding,2,26,VERB,e6,I_STATE,EVENT
up,2,27,ADV,,0,0
peace,2,28,ADV,e26,STATE,EVENT
",",2,29,PUNCT,,0,0
but,2,30,CCONJ,,0,0
he,2,31,PRON,,0,0
said,2,32,VERB,e7,REPORTING,EVENT
he,2,33,PRON,,0,0
expects,2,34,VERB,e8,I_STATE,EVENT
an,2,35,DET,,0,0
equal,2,36,ADJ,,0,0
effort,2,37,NOUN,e27,OCCURRENCE,EVENT
from,2,38,ADP,,0,0
the,2,39,DET,,0,0
Palestinians,2,40,PROPN,,0,0
.,2,41,PUNCT,,0,0
If,3,0,SCONJ,,0,0
Israel,3,1,PROPN,,0,0
is,3,2,AUX,,0,0
asked,3,3,NOUN,e9,I_ACTION,EVENT
to,3,4,ADP,,0,0
uh,3,5,INTJ,,0,0
stretch,3,6,NOUN,e10,OCCURRENCE,EVENT
itself,3,7,PRON,,0,0
on,3,8,ADP,,0,0
matters,3,9,NOUN,,0,0
that,3,10,DET,,0,0
are,3,11,AUX,,0,0
vital,3,12,ADJ,,0,0
to,3,13,ADP,,0,0
its,3,14,DET,,0,0
security,3,15,NOUN,,0,0
concerns,3,16,NOUN,,0,0
",",3,17,PUNCT,,0,0
then,3,18,ADV,,0,0
we,3,19,PRON,,0,0
must,3,20,VERB,,0,0
see,3,21,VERB,e12,PERCEPTION,EVENT
an,3,22,DET,,0,0
equal,3,23,ADJ,,0,0
effort,3,24,NOUN,,0,0
on,3,25,ADP,,0,0
the,3,26,DET,,0,0
other,3,27,ADJ,,0,0
side,3,28,NOUN,,0,0
.,3,29,PUNCT,,0,0
Mr.,4,0,PROPN,,0,0
Gore,4,1,PROPN,,0,0
called,4,2,NOUN,e15,I_ACTION,EVENT
on,4,3,ADP,,0,0
Israel,4,4,PROPN,,0,0
to,4,5,ADP,,0,0
continue,4,6,NUM,e16,ASPECTUAL,EVENT
taking,4,7,PROPN,e17,OCCURRENCE,EVENT
risks,4,8,NOUN,e29,OCCURRENCE,EVENT
for,4,9,ADP,,0,0
peace,4,10,NOUN,,0,0
.,4,11,PUNCT,,0,0
