token,sentence,idx,pos,event_id,label,simple_label
w1151,0,0,PROPN,,0,0
Cx1f,0,1,PROPN,,0,0
wstm-,1,0,PROPN,,0,0
r,1,1,PROPN,,0,0
i,1,2,PRON,,0,0
Cx13,1,3,PUNCT,,0,0
Cx11,2,0,PROPN,,0,0
BC,3,0,PROPN,,0,0
-,3,1,PUNCT,,0,0
Cambodia,3,2,PROPN,,0,0
-,3,3,PUNCT,,0,0
Britain,3,4,PROPN,,0,0
-,3,5,PUNCT,,0,0
Host,3,6,PROPN,,0,0
02,3,8,NUM,,0,0
-,3,9,SYM,,0,0
19,3,10,NUM,,0,0
0690,3,11,NUM,,0,0
BC,4,0,PROPN,,0,0
-,4,1,PUNCT,,0,0
Cambodia,4,2,PROPN,,0,0
-,4,3,PUNCT,,0,0
Britain,4,4,PROPN,,0,0
-,4,5,PUNCT,,0,0
Hostage,4,6,PROPN,,0,0
Cambodian,4,8,ADJ,,0,0
resistance,4,9,NOUN,,0,0
general,4,10,NOUN,,0,0
looking,4,11,VERB,,0,0
for,4,12,ADP,,0,0
remains,4,13,NOUN,,0,0
of,4,14,ADP,,0,0
missing,4,15,VERB,,0,0
Briton,4,16,PROPN,,0,0
UR,4,18,PROPN,,0,0
By,5,0,ADP,,0,0
DON,5,1,PROPN,,0,0
PATHAN,5,2,PROPN,,0,0
QC,5,3,PROPN,,0,0
UR,5,5,PROPN,,0,0
Associated,5,6,PROPN,,0,0
Press,5,7,PROPN,,0,0
Writer,5,8,PROPN,,0,0
QC,5,9,PROPN,,0,0
O'SMACH,5,11,PROPN,,0,0
",",5,12,PUNCT,,0,0
Cambodia,6,0,PROPN,,0,0
(,6,1,PUNCT,,0,0
AP,6,2,PROPN,,0,0
),6,3,PUNCT,,0,0
The,7,0,DET,,0,0
top,7,1,ADJ,,0,0
commander,7,2,NOUN,,0,0
of,7,3,ADP,,0,0
a,7,4,DET,,0,0
Cambodian,7,5,ADJ,,0,0
resistance,7,6,NOUN,,0,0
force,7,7,NOUN,,0,0
said,8,0,NOUN,e1,REPORTING,EVENT
Thursday,8,1,PROPN,,0,0
he,8,2,PRON,,0,0
has,8,3,AUX,,0,0
sent,8,4,NOUN,e2,I_ACTION,EVENT
a,8,5,DET,,0,0
team,8,6,NOUN,,0,0
to,8,7,PART,,0,0
recover,8,8,PROPN,e4,OCCURRENCE,EVENT
the,8,9,DET,,0,0
remains,8,10,NOUN,,0,0
of,8,11,ADP,,0,0
a,8,12,DET,,0,0
British,8,13,ADJ,,0,0
mine,8,14,NOUN,,0,0
removal,8,15,NOUN,,0,0
expert,8,16,NOUN,,0,0
kidnapped,8,17,PROPN,e5,OCCURRENCE,EVENT
and,8,18,CCONJ,,0,0
presumed,8,19,PROPN,e146,I_STATE,EVENT
killed,8,20,NOUN,e7,OCCURRENCE,EVENT
by,8,21,ADP,,0,0
Khmer,8,22,PROPN,,0,0
Rouge,8,23,PROPN,,0,0
guerrillas,8,24,NOUN,,0,0
almost,8,25,ADV,,0,0
two,8,26,NUM,,0,0
years,8,27,NOUN,,0,0
ago,8,28,ADV,,0,0
.,8,29,PUNCT,,0,0
Gen.,9,0,PROPN,,0,0
Nhek,9,1,PROPN,,0,0
Bunchhay,9,2,PROPN,,0,0
",",9,3,PUNCT,,0,0
a,9,4,DET,,0,0
loyalist,9,5,NOUN,,0,0
of,9,6,ADP,,0,0
ousted,9,7,VERB,,0,0
Cambodian,9,8,ADJ,,0,0
Prime,9,9,PROPN,,0,0
Minister,9,10,PROPN,,0,0
Prince,9,11,PROPN,,0,0
Norodom,9,12,PROPN,,0,0
Ranariddh,9,13,PROPN,,0,0
",",9,14,PUNCT,,0,0
said,9,15,NOUN,e9,REPORTING,EVENT
in,9,16,ADP,,0,0
an,9,17,DET,,0,0
interview,9,18,NOUN,e10,OCCURRENCE,EVENT
with,9,19,ADP,,0,0
The,9,20,DET,,0,0
Associated,9,21,PROPN,,0,0
Press,9,22,PROPN,,0,0
at,9,23,ADP,,0,0
his,9,24,DET,,0,0
hilltop,9,25,NOUN,,0,0
headquarters,9,26,NOUN,,0,0
that,9,27,SCONJ,,0,0
he,9,28,PRON,,0,0
hopes,9,29,VERB,e12,I_STATE,EVENT
to,9,30,PART,,0,0
recover,9,31,VERB,e14,OCCURRENCE,EVENT
the,9,32,DET,,0,0
remains,9,33,NOUN,,0,0
of,9,34,ADP,,0,0
Christopher,9,35,PROPN,,0,0
Howes,9,36,PROPN,,0,0
within,9,37,ADP,,0,0
the,9,38,DET,,0,0
next,9,39,ADJ,,0,0
two,9,40,NUM,,0,0
weeks,9,41,NOUN,,0,0
.,9,42,PUNCT,,0,0
Howes,10,0,PROPN,,0,0
had,10,1,AUX,,0,0
been,10,2,AUX,,0,0
working,10,3,NOUN,e15,OCCURRENCE,EVENT
for,10,4,ADP,,0,0
the,10,5,DET,,0,0
Britain,10,6,PROPN,,0,0
-,10,7,PUNCT,,0,0
based,10,8,VERB,,0,0
Mines,10,9,PROPN,,0,0
Advisory,10,10,PROPN,,0,0
Group,10,11,PROPN,,0,0
when,10,12,ADV,,0,0
he,10,13,PRON,,0,0
was,10,14,AUX,,0,0
abducted,10,15,NOUN,e148,OCCURRENCE,EVENT
with,10,16,ADP,,0,0
his,10,17,DET,,0,0
Cambodian,10,18,ADJ,,0,0
interpreter,10,19,NOUN,,0,0
Houn,10,20,PROPN,,0,0
Hourth,10,21,PROPN,,0,0
in,10,22,ADP,,0,0
March,10,23,PROPN,,0,0
1996,10,24,NUM,,0,0
.,10,25,PUNCT,,0,0
There,11,0,PRON,,0,0
were,11,1,AUX,,0,0
many,11,2,ADJ,,0,0
conflicting,11,3,VERB,,0,0
accounts,11,4,NOUN,e17,REPORTING,EVENT
of,11,5,ADP,,0,0
his,11,6,DET,,0,0
fate,11,7,NOUN,e18,OCCURRENCE,EVENT
.,11,8,PUNCT,,0,0
Howes,12,0,PROPN,,0,0
',12,1,PART,,0,0
team,12,2,NOUN,,0,0
was,12,3,AUX,,0,0
clearing,12,4,PROPN,e150,OCCURRENCE,EVENT
mines,12,5,NOUN,,0,0
17,12,6,NUM,,0,0
kilometers,12,7,NOUN,,0,0
(,12,8,PUNCT,,0,0
10,12,9,NUM,,0,0
miles,12,10,NOUN,,0,0
),12,11,PUNCT,,0,0
from,12,12,ADP,,0,0
Angkor,12,13,PROPN,,0,0
Wat,12,14,PROPN,,0,0
",",12,15,PUNCT,,0,0
the,12,16,DET,,0,0
fabled,12,17,ADJ,,0,0
11th,12,18,ADJ,,0,0
century,12,19,NOUN,,0,0
temple,12,20,NOUN,,0,0
that,12,21,DET,,0,0
is,12,22,AUX,,0,0
Cambodia,12,23,PROPN,,0,0
's,12,24,PART,,0,0
main,12,25,ADJ,,0,0
tourist,12,26,NOUN,,0,0
attraction,12,27,NOUN,,0,0
",",12,28,PUNCT,,0,0
when,12,29,ADV,,0,0
it,12,30,PRON,,0,0
was,12,31,AUX,,0,0
attacked,12,32,NOUN,e21,OCCURRENCE,EVENT
.,12,33,PUNCT,,0,0
In,13,0,ADP,,0,0
January,13,1,PROPN,,0,0
this,13,2,DET,,0,0
year,13,3,NOUN,,0,0
",",13,4,PUNCT,,0,0
British,13,5,ADJ,,0,0
police,13,6,NOUN,,0,0
officers,13,7,NOUN,,0,0
who,13,8,PRON,,0,0
had,13,9,AUX,,0,0
been,13,10,AUX,,0,0
searching,13,11,NOUN,e22,OCCURRENCE,EVENT
for,13,12,ADP,,0,0
Howes,13,13,PROPN,,0,0
concluded,13,14,NOUN,e23,I_ACTION,EVENT
he,13,15,PRON,,0,0
had,13,16,AUX,,0,0
probably,13,17,ADV,,0,0
been,13,18,AUX,,0,0
killed,13,19,NOUN,e24,OCCURRENCE,EVENT
soon,13,20,ADV,,0,0
after,13,21,ADP,,0,0
being,13,22,AUX,,0,0
captured,13,23,NUM,e26,OCCURRENCE,EVENT
.,13,24,PUNCT,,0,0
The,14,0,DET,,0,0
Foreign,14,1,PROPN,,0,0
Office,14,2,PROPN,,0,0
said,14,3,NOUN,e27,REPORTING,EVENT
it,14,4,PRON,,0,0
had,14,5,AUX,,0,0
informed,14,6,NUM,e28,REPORTING,EVENT
the,14,7,DET,,0,0
family,14,8,NOUN,,0,0
of,14,9,ADP,,0,0
Howes,14,10,PROPN,,0,0
",",14,11,PUNCT,,0,0
37,14,12,NUM,,0,0
years,14,13,NOUN,,0,0
old,14,14,ADJ,,0,0
when,14,15,ADV,,0,0
he,14,16,PRON,,0,0
was,14,17,AUX,,0,0
kidnapped,14,18,NOUN,e30,OCCURRENCE,EVENT
",",14,19,PUNCT,,0,0
that,14,20,SCONJ,,0,0
