token,sentence,idx,pos,event_id,label,simple_label
The,0,0,DET,,0,0
British,0,1,ADJ,,0,0
government,0,2,NOUN,,0,0
has,0,3,AUX,,0,0
formally,0,4,ADV,,0,0
called,0,5,ADJ,e1,I_ACTION,EVENT
for,0,6,ADP,,0,0
Sinn,0,7,PROPN,,0,0
Fein,0,8,PROPN,,0,0
",",0,9,PUNCT,,0,0
the,0,10,DET,,0,0
IRA,0,11,PROPN,,0,0
's,0,12,PART,,0,0
political,0,13,ADJ,,0,0
wing,0,14,NOUN,,0,0
",",0,15,PUNCT,,0,0
to,0,16,PART,,0,0
be,0,17,AUX,,0,0
expelled,0,18,NOUN,e2,OCCURRENCE,EVENT
from,0,19,ADP,,0,0
the,0,20,DET,,0,0
multiparty,0,21,ADJ,,0,0
peace,0,22,NOUN,,0,0
talks,0,23,NOUN,e37,OCCURRENCE,EVENT
on,0,24,ADP,,0,0
northern,0,25,ADJ,,0,0
Ireland,0,26,PROPN,,0,0
.,0,27,PUNCT,,0,0
The,1,0,DET,,0,0
move,1,1,NOUN,e27,OCCURRENCE,EVENT
had,1,2,AUX,,0,0
been,1,3,AUX,,0,0
widely,1,4,ADV,,0,0
expected,1,5,VERB,e57,I_STATE,EVENT
after,1,6,ADP,,0,0
northern,1,7,ADJ,,0,0
Ireland,1,8,PROPN,,0,0
police,1,9,NOUN,,0,0
said,1,10,NOUN,e6,REPORTING,EVENT
they,2,0,PRON,,0,0
believe,2,1,VERB,e7,I_STATE,EVENT
the,2,2,DET,,0,0
IRA,2,3,PROPN,,0,0
was,2,4,AUX,,0,0
behind,2,5,NOUN,e74,STATE,EVENT
two,2,6,NUM,,0,0
killings,2,7,NOUN,e75,OCCURRENCE,EVENT
in,2,8,ADP,,0,0
Belfast,2,9,PROPN,,0,0
last,2,10,ADJ,,0,0
week,2,11,NOUN,,0,0
.,2,12,PUNCT,,0,0
Sinn,3,0,PROPN,,0,0
Fein,3,1,PROPN,,0,0
chairman,3,2,NOUN,,0,0
Mitchell,3,3,PROPN,,0,0
McLaughlin,3,4,PROPN,,0,0
says,3,5,VERB,e8,REPORTING,EVENT
the,3,6,DET,,0,0
party,3,7,NOUN,,0,0
will,3,8,VERB,,0,0
challenge,3,9,VERB,e9,OCCURRENCE,EVENT
the,3,10,DET,,0,0
move,3,11,NOUN,e60,OCCURRENCE,EVENT
by,3,12,ADP,,0,0
legal,3,13,ADJ,,0,0
means,3,14,NOUN,,0,0
if,3,15,SCONJ,,0,0
they,3,16,PRON,,0,0
have,3,17,AUX,,0,0
to,3,18,PART,,0,0
.,3,19,PUNCT,,0,0
We,4,0,PRON,,0,0
're,4,1,AUX,,0,0
going,4,2,VERB,,0,0
to,4,3,PART,,0,0
fight,4,4,VERB,e186,I_ACTION,EVENT
it,4,5,PRON,,0,0
.,4,6,PUNCT,,0,0
And,5,0,CCONJ,,0,0
uh,5,1,INTJ,,0,0
we,5,2,PRON,,0,0
',5,3,PUNCT,,0,0
ve,5,4,X,,0,0
already,5,5,ADV,,0,0
challenged,5,6,NOUN,e46,OCCURRENCE,EVENT
",",5,7,PUNCT,,0,0
very,5,8,ADV,,0,0
strongly,5,9,ADV,,0,0
",",5,10,PUNCT,,0,0
the,5,11,DET,,0,0
uh,5,12,INTJ,,0,0
the,5,13,DET,,0,0
terms,5,14,NOUN,e191,REPORTING,EVENT
in,5,15,ADP,,0,0
which,5,16,DET,,0,0
this,5,17,DET,,0,0
has,5,18,AUX,,0,0
been,5,19,AUX,,0,0
presented,5,20,NOUN,e13,REPORTING,EVENT
.,5,21,PUNCT,,0,0
But,6,0,CCONJ,,0,0
we,6,1,PRON,,0,0
're,6,2,AUX,,0,0
challenging,6,3,NUM,e14,OCCURRENCE,EVENT
it,6,4,PRON,,0,0
on,6,5,ADP,,0,0
the,6,6,DET,,0,0
ground,6,7,NOUN,,0,0
that,6,8,DET,,0,0
uh,6,9,INTJ,,0,0
the,6,10,DET,,0,0
RUC,6,11,PROPN,,0,0
uh,6,12,INTJ,,0,0
have,6,13,AUX,,0,0
offered,6,14,NOUN,e16,OCCURRENCE,EVENT
an,6,15,DET,,0,0
opinion,6,16,NOUN,,0,0
",",6,17,PUNCT,,0,0
and,6,18,CCONJ,,0,0
this,6,19,DET,,0,0
opinion,6,20,NOUN,,0,0
is,6,21,AUX,,0,0
going,6,22,VERB,,0,0
to,6,23,PART,,0,0
be,6,24,AUX,,0,0
used,6,25,NOUN,e18,OCCURRENCE,EVENT
as,6,26,SCONJ,,0,0
a,6,27,DET,,0,0
mechanism,6,28,NOUN,,0,0
for,6,29,ADP,,0,0
ejecting,6,30,NOUN,e19,OCCURRENCE,EVENT
us,6,31,PRON,,0,0
from,6,32,ADP,,0,0
the,6,33,DET,,0,0
talks,6,34,NOUN,e20,REPORTING,EVENT
",",6,35,PUNCT,,0,0
and,6,36,CCONJ,,0,0
uh,6,37,INTJ,,0,0
that,6,38,DET,,0,0
's,6,39,AUX,,0,0
a,6,40,DET,,0,0
very,6,41,ADV,,0,0
serious,6,42,ADJ,,0,0
.,6,43,PUNCT,,0,0
Any,7,0,DET,,0,0
decision,7,1,NOUN,e28,OCCURRENCE,EVENT
to,7,2,ADP,,0,0
expel,7,3,NOUN,e22,OCCURRENCE,EVENT
Sinn,7,4,PROPN,,0,0
Fein,7,5,PROPN,,0,0
must,7,6,VERB,,0,0
be,7,7,AUX,,0,0
agreed,7,8,NOUN,e23,I_ACTION,EVENT
jointly,7,9,ADV,,0,0
by,7,10,ADP,,0,0
the,7,11,DET,,0,0
governments,7,12,NOUN,,0,0
of,7,13,ADP,,0,0
both,7,14,DET,,0,0
Britain,7,15,PROPN,,0,0
and,7,16,CCONJ,,0,0
the,7,17,DET,,0,0
Irish,7,18,PROPN,,0,0
Republic,7,19,PROPN,,0,0
.,7,20,PUNCT,,0,0
