token,sentence,idx,pos,event_id,label,simple_label
w2640,0,0,PROPN,,0,0
Cx1f,0,1,PROPN,,0,0
wstm-,0,2,X,,0,0
r,0,3,PROPN,,0,0
i,1,0,PRON,,0,0
Cx13,1,1,PUNCT,,0,0
Cx11,2,0,PROPN,,0,0
BC,3,0,PROPN,,0,0
-,3,1,PUNCT,,0,0
Germany,3,2,PROPN,,0,0
-,3,3,PUNCT,,0,0
RightistsFine,3,4,PROPN,,0,0
06,3,6,NUM,,0,0
-,3,7,SYM,,0,0
26,3,8,NUM,,0,0
0198,3,9,NUM,,0,0
BC,4,0,PROPN,,0,0
-,4,1,PUNCT,,0,0
Germany,4,2,PROPN,,0,0
-,4,3,PUNCT,,0,0
Rightists,4,4,PROPN,,0,0
Fined,4,5,VERB,,0,0
German,5,0,ADJ,,0,0
far,5,1,ADJ,,0,0
-,5,2,PUNCT,,0,0
right,5,3,ADJ,,0,0
party,5,4,NOUN,,0,0
fined,5,5,VERB,,0,0
for,5,6,ADP,,0,0
violating,5,7,VERB,,0,0
donor,5,8,NOUN,,0,0
laws,5,9,NOUN,,0,0
BONN,5,11,PROPN,,0,0
",",5,12,PUNCT,,0,0
Germany,5,13,PROPN,,0,0
(,5,14,PUNCT,,0,0
AP,5,15,PROPN,,0,0
),5,16,PUNCT,,0,0
A,6,0,DET,,0,0
phony,6,1,ADJ,,0,0
address,6,2,NOUN,,0,0
listed,6,3,VERB,,0,0
on,6,4,ADP,,0,0
disclosure,6,5,NOUN,,0,0
forms,6,6,NOUN,,0,0
for,6,7,ADP,,0,0
a,6,8,DET,,0,0
French,6,9,ADJ,,0,0
donor,6,10,NOUN,,0,0
will,6,11,VERB,,0,0
cost,6,12,VERB,e3,STATE,EVENT
the,6,13,DET,,0,0
far,6,14,ADV,,0,0
-,6,15,PUNCT,,0,0
right,6,16,ADJ,,0,0
German,6,17,PROPN,,0,0
People,6,18,PROPN,,0,0
's,6,19,PART,,0,0
Union,6,20,PROPN,,0,0
about,6,21,ADP,,0,0
"549,000",6,22,NUM,,0,0
marks,6,23,NOUN,,0,0
(,6,24,PUNCT,,0,0
dlrs,6,25,PROPN,,0,0
"305,000",6,26,NUM,,0,0
),6,27,PUNCT,,0,0
",",6,28,PUNCT,,0,0
parliament,6,29,NOUN,,0,0
said,6,30,NOUN,e5,REPORTING,EVENT
Friday,6,31,PROPN,,0,0
.,6,32,PUNCT,,0,0
Parliamentary,7,0,ADJ,,0,0
president,7,1,NOUN,,0,0
Rita,7,2,PROPN,,0,0
Suessmuth,7,3,PROPN,,0,0
said,7,4,VERB,e6,REPORTING,EVENT
the,7,5,DET,,0,0
People,7,6,PROPN,,0,0
's,7,7,PART,,0,0
Union,7,8,PROPN,,0,0
correctly,7,9,ADV,,0,0
