token,sentence,idx,pos,event_id,label,simple_label
CNN,0,0,PROPN,,0,0
headline,0,1,NOUN,,0,0
news,0,2,NOUN,,0,0
",",0,3,PUNCT,,0,0
I,0,4,PRON,,0,0
'm,0,5,AUX,,0,0
Sachi,0,6,PROPN,,0,0
Koto,0,7,PROPN,,0,0
.,0,8,PUNCT,,0,0
Diplomacy,1,0,NOUN,,0,0
appears,1,1,NOUN,e1,I_STATE,EVENT
to,1,2,PART,,0,0
be,1,3,AUX,,0,0
making,1,4,PROPN,e2,I_ACTION,EVENT
headway,1,5,NOUN,,0,0
in,1,6,ADP,,0,0
resolving,1,7,PROPN,e4,I_ACTION,EVENT
the,1,8,DET,,0,0
united,1,9,PROPN,,0,0
nation,1,10,PROPN,,0,0
's,1,11,PART,,0,0
standoff,1,12,NOUN,e96,OCCURRENCE,EVENT
with,1,13,ADP,,0,0
Iraq,1,14,PROPN,,0,0
.,1,15,PUNCT,,0,0
A,2,0,DET,,0,0
UN,2,1,PROPN,,0,0
spokesman,2,2,NOUN,,0,0
says,2,3,VERB,e5,REPORTING,EVENT
UN,2,4,PROPN,,0,0
secretary,2,5,NOUN,,0,0
general,2,6,NOUN,,0,0
Kofi,2,7,PROPN,,0,0
Annan,2,8,PROPN,,0,0
is,2,9,AUX,,0,0
on,2,10,PROPN,e142,STATE,EVENT
the,2,11,DET,,0,0
verge,2,12,NOUN,,0,0
of,2,13,ADP,,0,0
a,2,14,DET,,0,0
breakthrough,2,15,NOUN,,0,0
",",2,16,PUNCT,,0,0
but,2,17,CCONJ,,0,0
added,2,18,ADP,e6,REPORTING,EVENT
it,3,0,PRON,,0,0
's,3,1,AUX,,0,0
not,3,2,PART,,0,0
done,3,3,ADJ,e7,OCCURRENCE,EVENT
yet,3,4,ADV,,0,0
.,3,5,PUNCT,,0,0
Annan,4,0,PROPN,,0,0
wrapped,4,1,VERB,e8,ASPECTUAL,EVENT
up,4,2,ADP,,0,0
a,4,3,DET,,0,0
three,4,4,NUM,,0,0
hour,4,5,NOUN,,0,0
meeting,4,6,NOUN,e35,OCCURRENCE,EVENT
with,4,7,ADP,,0,0
Iraqi,4,8,ADJ,,0,0
president,4,9,NOUN,,0,0
Saddam,4,10,PROPN,,0,0
Hussein,4,11,PROPN,,0,0
in,4,12,ADP,,0,0
Baghdad,4,13,PROPN,,0,0
today,4,14,NOUN,,0,0
.,4,15,PUNCT,,0,0
He,5,0,PRON,,0,0
's,5,1,AUX,,0,0
expected,5,2,NOUN,e9,I_STATE,EVENT
to,5,3,ADP,,0,0
meet,5,4,NOUN,e73,OCCURRENCE,EVENT
with,5,5,ADP,,0,0
Iraqi,5,6,ADJ,,0,0
deputy,5,7,ADJ,,0,0
prime,5,8,NOUN,,0,0
minister,5,9,NOUN,,0,0
Tariq,5,10,PROPN,,0,0
Aziz,5,11,PROPN,,0,0
later,5,12,ADV,,0,0
this,5,13,DET,,0,0
afternoon,5,14,NOUN,,0,0
.,5,15,PUNCT,,0,0
One,6,0,NUM,,0,0
major,6,1,ADJ,,0,0
sticking,6,2,NOUN,,0,0
point,6,3,NOUN,,0,0
has,6,4,AUX,,0,0
been,6,5,AUX,,0,0
Iraq,6,6,PROPN,,0,0
's,6,7,PART,,0,0
proposal,6,8,NOUN,e129,I_ACTION,EVENT
to,6,9,ADP,,0,0
open,6,10,NOUN,e46,OCCURRENCE,EVENT
it,7,0,PRON,,0,0
's,7,1,AUX,,0,0
presidential,7,2,ADJ,,0,0
sites,7,3,NOUN,,0,0
for,7,4,ADP,,0,0
no,7,5,DET,,0,0
more,7,6,ADJ,,0,0
than,7,7,SCONJ,,0,0
sixty,7,8,NUM,,0,0
days,7,9,NOUN,,0,0
.,7,10,PUNCT,,0,0
The,8,0,DET,,0,0
UN,8,1,PROPN,,0,0
security,8,2,PROPN,,0,0
council,8,3,PROPN,,0,0
insists,8,4,NOUN,e13,I_ACTION,EVENT
any,9,0,DET,,0,0
deal,9,1,PROPN,e140,I_ACTION,EVENT
must,9,2,VERB,,0,0
allow,9,3,VERB,e14,I_STATE,EVENT
UN,9,4,PROPN,,0,0
inspectors,9,5,NOUN,,0,0
unrestricted,9,6,VERB,,0,0
access,9,7,PROPN,e141,OCCURRENCE,EVENT
to,9,8,ADP,,0,0
all,9,9,DET,,0,0
suspected,9,10,VERB,,0,0
weapons,9,11,NOUN,,0,0
sites,9,12,NOUN,,0,0
.,9,13,PUNCT,,0,0
