token,sentence,idx,pos,event_id,label,simple_label
CNN19980227.2130.0067,0,1,PROPN,,0,0
NEWS,0,3,NOUN,,0,0
STORY,0,4,PROPN,,0,0
Live,0,6,ADV,,0,0
from,0,7,ADP,,0,0
Atalanta,0,8,PROPN,,0,0
",",0,9,PUNCT,,0,0
good,0,10,ADJ,,0,0
evening,0,11,NOUN,,0,0
Lynne,1,0,PROPN,,0,0
Russell,1,1,PROPN,,0,0
",",1,2,PUNCT,,0,0
CNN,1,3,PROPN,,0,0
headline,1,4,NOUN,,0,0
news,1,5,NOUN,,0,0
.,1,6,PUNCT,,0,0
New,2,0,ADJ,,0,0
evidence,2,1,NOUN,,0,0
is,2,2,AUX,,0,0
suggesting,2,3,PROPN,e4,I_STATE,EVENT
that,2,4,SCONJ,,0,0
a,2,5,DET,,0,0
series,2,6,NOUN,,0,0
of,2,7,ADP,,0,0
bombings,2,8,NOUN,e91,OCCURRENCE,EVENT
in,2,9,ADP,,0,0
Atalanta,2,10,PROPN,,0,0
and,2,11,CCONJ,,0,0
last,2,12,ADJ,,0,0
month,2,13,NOUN,,0,0
's,2,14,PART,,0,0
explosion,2,15,NOUN,e6,OCCURRENCE,EVENT
at,2,16,ADP,,0,0
an,2,17,DET,,0,0
Alabama,2,18,PROPN,,0,0
women,2,19,NOUN,,0,0
's,2,20,PART,,0,0
clinic,2,21,NOUN,,0,0
might,2,22,VERB,,0,0
be,2,23,AUX,,0,0
related,2,24,NOUN,e8,STATE,EVENT
.,2,25,PUNCT,,0,0
Pierre,3,0,PROPN,,0,0
Thomas,3,1,PROPN,,0,0
has,3,2,AUX,,0,0
the,3,3,DET,,0,0
latest,3,4,ADJ,,0,0
.,3,5,PUNCT,,0,0
Atlanta,4,0,PROPN,,0,0
nineteen,4,1,NUM,,0,0
ninety,4,2,NUM,,0,0
-,4,3,PUNCT,,0,0
six,4,4,NUM,,0,0
.,4,5,PUNCT,,0,0
A,5,0,DET,,0,0
bomb,5,1,NOUN,,0,0
blast,5,2,ADJ,e138,OCCURRENCE,EVENT
shocks,5,3,NOUN,e11,OCCURRENCE,EVENT
the,5,4,DET,,0,0
Olympic,5,5,ADJ,,0,0
games,5,6,NOUN,,0,0
.,5,7,PUNCT,,0,0
One,6,0,NUM,,0,0
person,6,1,NOUN,,0,0
is,6,2,AUX,,0,0
killed,6,3,NUM,e12,OCCURRENCE,EVENT
.,6,4,PUNCT,,0,0
January,7,0,PROPN,,0,0
nineteen,7,1,NUM,,0,0
ninety,7,2,NUM,,0,0
-,7,3,PUNCT,,0,0
seven,7,4,NUM,,0,0
.,7,5,PUNCT,,0,0
Atlanta,8,0,PROPN,,0,0
again,8,1,ADV,,0,0
.,8,2,PUNCT,,0,0
This,9,0,DET,,0,0
time,9,1,NOUN,,0,0
a,9,2,DET,,0,0
bomb,9,3,NOUN,e149,OCCURRENCE,EVENT
at,9,4,ADP,,0,0
an,9,5,DET,,0,0
abortion,9,6,NOUN,,0,0
clinic,9,7,NOUN,,0,0
.,9,8,PUNCT,,0,0
More,10,0,ADJ,,0,0
people,10,1,NOUN,,0,0
are,10,2,AUX,,0,0
hurt,10,3,NOUN,e16,OCCURRENCE,EVENT
.,10,4,PUNCT,,0,0
And,11,0,CCONJ,,0,0
just,11,1,ADV,,0,0
last,11,2,ADJ,,0,0
month,11,3,NOUN,,0,0
",",11,4,PUNCT,,0,0
an,11,5,DET,,0,0
off,11,6,ADJ,,0,0
duty,11,7,NOUN,,0,0
policeman,11,8,NOUN,,0,0
is,11,9,AUX,,0,0
killed,11,10,NOUN,e17,OCCURRENCE,EVENT
when,11,11,ADV,,0,0
