token,sentence,idx,pos,event_id,label,simple_label
w2373,0,0,NOUN,,0,0
Cx1f,0,1,PROPN,,0,0
wstm-,1,0,NOUN,,0,0
r,1,1,NOUN,,0,0
i,1,2,PRON,,0,0
Cx13,1,3,PUNCT,,0,0
Cx11,2,0,PROPN,,0,0
BC,3,0,PROPN,,0,0
-,3,1,PUNCT,,0,0
Russia,3,2,PROPN,,0,0
-,3,3,PUNCT,,0,0
Kalashnikov'sM,3,4,PROPN,,0,0
1stLd,3,5,NUM,,0,0
02,3,7,NUM,,0,0
-,3,8,SYM,,0,0
27,3,9,NUM,,0,0
0148,3,10,NUM,,0,0
BC,4,0,PROPN,,0,0
-,4,1,PUNCT,,0,0
Russia,4,2,PROPN,,0,0
-,4,3,PUNCT,,0,0
Kalashnikov,4,4,PROPN,,0,0
's,4,5,PART,,0,0
Museum,4,6,PROPN,,0,0
",",4,7,PUNCT,,0,0
1st,4,8,NOUN,,0,0
Ld,5,0,PROPN,,0,0
Moscow,5,2,PROPN,,0,0
mayor,5,3,NOUN,,0,0
donates,5,4,VERB,,0,0
funds,5,5,NOUN,,0,0
to,5,6,PART,,0,0
build,5,7,VERB,,0,0
Kalashnikov,5,8,PROPN,,0,0
museum,5,9,NOUN,,0,0
UR,5,10,PROPN,,0,0
Eds,5,11,PROPN,,0,0
:,6,0,PUNCT,,0,0
SUBS,6,1,PROPN,,0,0
3rd,6,2,PROPN,,0,0
graf,6,3,PROPN,,0,0
to,6,4,PART,,0,0
conform,6,5,VERB,,0,0
to,6,6,ADP,,0,0
AP,6,7,PROPN,,0,0
style,6,8,NOUN,,0,0
.,6,9,PUNCT,,0,0
The,7,0,DET,,0,0
mayor,7,1,NOUN,,0,0
of,7,2,ADP,,0,0
Moscow,7,3,PROPN,,0,0
has,7,4,AUX,,0,0
allocated,7,5,ADJ,e1,OCCURRENCE,EVENT
funds,7,6,NOUN,,0,0
to,7,7,ADP,,0,0
help,7,8,PROPN,e2,I_ACTION,EVENT
build,7,9,PROPN,e3,OCCURRENCE,EVENT
a,7,10,DET,,0,0
museum,7,11,NOUN,,0,0
in,7,12,ADP,,0,0
honor,7,13,NOUN,,0,0
of,7,14,ADP,,0,0
Mikhail,7,15,PROPN,,0,0
Kalashnikov,7,16,PROPN,,0,0
",",7,17,PUNCT,,0,0
the,7,18,DET,,0,0
Russian,7,19,PROPN,,0,0
who,7,20,PRON,,0,0
gave,7,21,VERB,e6,OCCURRENCE,EVENT
his,7,22,DET,,0,0
name,7,23,NOUN,,0,0
to,7,24,ADP,,0,0
the,7,25,DET,,0,0
world,7,26,NOUN,,0,0
's,7,27,PART,,0,0
most,7,28,ADV,,0,0
widely,7,29,ADV,,0,0
wielded,7,30,VERB,,0,0
weapon,7,31,NOUN,,0,0
",",7,32,PUNCT,,0,0
according,7,33,NOUN,e91,REPORTING,EVENT
to,7,34,ADP,,0,0
a,7,35,DET,,0,0
news,7,36,NOUN,,0,0
agency,7,37,NOUN,,0,0
report,7,38,NOUN,e55,REPORTING,EVENT
Friday,7,39,PROPN,,0,0
.,7,40,PUNCT,,0,0
Kalashnikov,8,0,PROPN,,0,0
designed,8,1,VERB,e7,OCCURRENCE,EVENT
the,8,2,DET,,0,0
AK-47,8,3,PROPN,,0,0
automatic,8,4,ADJ,,0,0
rifle,8,5,NOUN,,0,0
",",8,6,PUNCT,,0,0
famed,8,7,VERB,,0,0
for,8,8,ADP,,0,0
its,8,9,DET,,0,0
reliability,8,10,NOUN,,0,0
and,8,11,CCONJ,,0,0
effectiveness,8,12,NOUN,,0,0
.,8,13,PUNCT,,0,0
Together,9,0,ADV,,0,0
with,9,1,ADP,,0,0
its,9,2,DET,,0,0
derivatives,9,3,NOUN,,0,0
",",9,4,PUNCT,,0,0
the,9,5,DET,,0,0
Kalashnikov,9,6,PROPN,,0,0
rifle,9,7,NOUN,,0,0
has,9,8,AUX,,0,0
been,9,9,AUX,,0,0
used,9,10,NOUN,e8,OCCURRENCE,EVENT
by,9,11,ADP,,0,0
the,9,12,DET,,0,0
police,9,13,NOUN,,0,0
and,9,14,CCONJ,,0,0
armies,9,15,NOUN,,0,0
of,9,16,ADP,,0,0
55,9,17,NUM,,0,0
countries,9,18,NOUN,,0,0
and,9,19,CCONJ,,0,0
an,9,20,DET,,0,0
assortment,9,21,NOUN,,0,0
of,9,22,ADP,,0,0
guerrillas,9,23,NOUN,,0,0
",",9,24,PUNCT,,0,0
terrorists,9,25,NOUN,,0,0
and,9,26,CCONJ,,0,0
just,9,27,ADV,,0,0
plain,9,28,ADJ,,0,0
thugs,9,29,NOUN,,0,0
around,9,30,ADP,,0,0
the,9,31,DET,,0,0
globe,9,32,NOUN,,0,0
.,9,33,PUNCT,,0,0
Seventy,10,0,NUM,,0,0
-,10,1,PUNCT,,0,0
five,10,2,NUM,,0,0
million,10,3,NUM,,0,0
copies,10,4,NOUN,,0,0
of,10,5,ADP,,0,0
the,10,6,DET,,0,0
rifle,10,7,NOUN,,0,0
have,10,8,AUX,,0,0
been,10,9,AUX,,0,0
built,10,10,NOUN,e9,OCCURRENCE,EVENT
since,10,11,SCONJ,,0,0
it,10,12,PRON,,0,0
entered,10,13,NUM,e10,ASPECTUAL,EVENT
production,10,14,NOUN,e79,STATE,EVENT
in,10,15,ADP,,0,0
February,10,16,PROPN,,0,0
1947,10,17,NUM,,0,0
",",10,18,PUNCT,,0,0
making,10,19,VERB,,0,0
it,10,20,PRON,,0,0
history,10,21,NOUN,,0,0
's,10,22,PART,,0,0
most,10,23,ADV,,0,0
widely,10,24,ADV,,0,0
distributed,10,25,VERB,,0,0
weapon,10,26,NOUN,,0,0
.,10,27,PUNCT,,0,0
The,11,0,DET,,0,0
ITAR,11,1,PROPN,,0,0
-,11,2,PUNCT,,0,0
Tass,11,3,PROPN,,0,0
",",11,4,PUNCT,,0,0
4th,11,5,ADJ,,0,0
graf,11,6,NOUN,,0,0
pvs,11,7,PROPN,,0,0
(,11,8,PUNCT,,0,0
pvs,11,9,PROPN,,0,0
/,11,10,SYM,,0,0
ji,11,11,PROPN,,0,0
),11,12,PUNCT,,0,0
(,11,13,PUNCT,,0,0
PROFILE,11,14,PROPN,,0,0
(,11,15,PUNCT,,0,0
WS,11,16,PROPN,,0,0
SL,11,17,PROPN,,0,0
:,11,18,PUNCT,,0,0
BC,11,19,PROPN,,0,0
-,11,20,PUNCT,,0,0
Russia,11,21,PROPN,,0,0
-,11,22,PUNCT,,0,0
Kalashnikov,11,23,PROPN,,0,0
's,11,24,PART,,0,0
Museum,11,25,PROPN,,0,0
",",11,26,PUNCT,,0,0
1st,11,27,PROPN,,0,0
Ld,12,0,PROPN,,0,0
;,12,1,PUNCT,,0,0
CT,12,2,PROPN,,0,0
:,12,3,PUNCT,,0,0
i,12,4,PRON,,0,0
;,12,5,PUNCT,,0,0
(,12,6,PUNCT,,0,0
REG,12,7,NOUN,,0,0
:,12,8,PUNCT,,0,0
EURO,12,9,PROPN,,0,0
;,12,10,PUNCT,,0,0
),12,11,PUNCT,,0,0
(,12,12,PUNCT,,0,0
REG,12,13,NOUN,,0,0
:,12,14,PUNCT,,0,0
BRIT,12,15,NOUN,,0,0
;,12,16,PUNCT,,0,0
),12,17,PUNCT,,0,0
