token,sentence,idx,pos,event_id,label,simple_label
Du,0,0,PROPN,,0,0
Pont,0,1,PROPN,,0,0
Posts,0,2,PROPN,,0,0
@,0,3,PUNCT,,0,0
19,1,0,NUM,,0,0
%,1,1,NOUN,,0,0
Profit,1,2,PROPN,,0,0
Rise,1,3,PROPN,,0,0
@,1,4,PUNCT,,0,0
For,2,0,ADP,,0,0
3rd,2,1,ADJ,,0,0
Quarter,2,2,PROPN,,0,0
@,2,3,PUNCT,,0,0
----,2,4,PUNCT,,0,0
@,2,5,PUNCT,,0,0
By,3,0,ADP,,0,0
Richard,3,1,PROPN,,0,0
Koenig,3,2,PROPN,,0,0
@,3,3,PUNCT,,0,0
Staff,4,0,PROPN,,0,0
Reporter,4,1,NOUN,,0,0
of,4,2,ADP,,0,0
The,4,3,DET,,0,0
Wall,4,4,PROPN,,0,0
Street,4,5,PROPN,,0,0
Journal,4,6,PROPN,,0,0
Du,5,0,PROPN,,0,0
Pont,5,1,PROPN,,0,0
Co.,6,0,PROPN,,0,0
reported,6,1,NOUN,e1,REPORTING,EVENT
that,7,0,SCONJ,,0,0
third,7,1,ADJ,,0,0
-,7,2,PUNCT,,0,0
quarter,7,3,NOUN,,0,0
profit,7,4,NOUN,,0,0
grew,7,5,NOUN,e2,OCCURRENCE,EVENT
a,7,6,DET,,0,0
robust,7,7,ADJ,,0,0
19,7,8,NUM,,0,0
%,7,9,NOUN,,0,0
from,7,10,ADP,,0,0
a,7,11,DET,,0,0
year,7,12,NOUN,,0,0
ago,7,13,ADV,,0,0
on,7,14,ADP,,0,0
the,7,15,DET,,0,0
strength,7,16,NOUN,,0,0
of,7,17,ADP,,0,0
the,7,18,DET,,0,0
company,7,19,NOUN,,0,0
's,7,20,PART,,0,0
operations,7,21,PROPN,e3,OCCURRENCE,EVENT
in,7,22,ADP,,0,0
various,7,23,ADJ,,0,0
chemicals,7,24,NOUN,,0,0
and,7,25,CCONJ,,0,0
fibers,7,26,NOUN,,0,0
",",7,27,PUNCT,,0,0
and,7,28,CCONJ,,0,0
in,7,29,ADP,,0,0
petroleum,7,30,NOUN,,0,0
.,7,31,PUNCT,,0,0
Du,8,0,PROPN,,0,0
Pont,8,1,PROPN,,0,0
also,8,2,ADV,,0,0
raised,8,3,VERB,e5,OCCURRENCE,EVENT
its,8,4,DET,,0,0
quarterly,8,5,ADJ,,0,0
dividend,8,6,NOUN,,0,0
to,8,7,ADP,,0,0
