token,sentence,idx,pos,event_id,label,simple_label
Kyle,0,0,PROPN,,0,0
Technology,0,1,PROPN,,0,0
Plans,0,2,VERB,,0,0
Sale,0,3,PROPN,,0,0
KYLE,1,0,PROPN,,0,0
TENDER,1,2,PROPN,,0,0
OFFERS,1,3,NOUN,,0,0
",",1,4,PUNCT,,0,0
MERGERS,1,5,NOUN,,0,0
",",1,6,PUNCT,,0,0
ACQUISITIONS,1,7,PROPN,,0,0
(,1,8,PUNCT,,0,0
TNM,1,9,PROPN,,0,0
),1,10,PUNCT,,0,0
ROISEBURG,1,12,PROPN,,0,0
",",1,13,PUNCT,,0,0
Ore.,1,14,PROPN,,0,0
Kyle,2,0,PROPN,,0,0
Technology,2,1,PROPN,,0,0
Corp.,2,2,PROPN,,0,0
said,2,3,VERB,e1,REPORTING,EVENT
a,3,0,DET,,0,0
Seattle,3,1,PROPN,,0,0
investor,3,2,NOUN,,0,0
has,3,3,AUX,,0,0
signed,3,4,NOUN,e2,OCCURRENCE,EVENT
a,3,5,DET,,0,0
letter,3,6,NOUN,,0,0
of,3,7,ADP,,0,0
intent,3,8,PROPN,e4,I_STATE,EVENT
to,3,9,PART,,0,0
buy,3,10,VERB,e6,OCCURRENCE,EVENT
the,3,11,DET,,0,0
company,3,12,NOUN,,0,0
for,3,13,ADP,,0,0
about,3,14,ADP,,0,0
$,3,15,SYM,,0,0
3.1,3,16,NUM,,0,0
million,3,17,NUM,,0,0
",",3,18,PUNCT,,0,0
or,3,19,CCONJ,,0,0
$,3,20,SYM,,0,0
1.20,3,21,NUM,,0,0
a,3,22,DET,,0,0
share,3,23,NOUN,,0,0
.,3,24,PUNCT,,0,0
The,4,0,DET,,0,0
investor,4,1,NOUN,,0,0
",",4,2,PUNCT,,0,0
Donald,4,3,PROPN,,0,0
A.,4,4,PROPN,,0,0
Wright,4,5,PROPN,,0,0
",",4,6,PUNCT,,0,0
said,4,7,NOUN,e1,REPORTING,EVENT
a,4,8,DET,,0,0
spokesman,4,9,NOUN,,0,0
for,4,10,ADP,,0,0
Kyle,4,11,PROPN,,0,0
.,4,12,PUNCT,,0,0
The,5,0,DET,,0,0
transaction,5,1,NOUN,e11,OCCURRENCE,EVENT
has,5,2,AUX,,0,0
been,5,3,AUX,,0,0
approved,5,4,NUM,e12,I_ACTION,EVENT
by,5,5,ADP,,0,0
Kyle,5,6,PROPN,,0,0
's,5,7,PART,,0,0
board,5,8,NOUN,,0,0
",",5,9,PUNCT,,0,0
but,5,10,CCONJ,,0,0
requires,5,11,PUNCT,e13,I_STATE,EVENT
the,5,12,DET,,0,0
approval,5,13,NOUN,e14,I_ACTION,EVENT
of,5,14,ADP,,0,0
the,5,15,DET,,0,0
company,5,16,NOUN,,0,0
's,5,17,PART,,0,0
shareholders,5,18,NOUN,,0,0
.,5,19,PUNCT,,0,0
Kyle,6,0,PROPN,,0,0
manufactures,6,1,VERB,,0,0
electronic,6,2,ADJ,,0,0
components,6,3,NOUN,,0,0
.,6,4,PUNCT,,0,0
