token,sentence,idx,pos,event_id,label,simple_label
President,0,0,PROPN,,0,0
Clinton,0,1,PROPN,,0,0
says,0,2,NOUN,e1,REPORTING,EVENT
he,1,0,PRON,,0,0
is,1,1,AUX,,0,0
committed,1,2,NOUN,e2,I_STATE,EVENT
to,1,3,ADP,,0,0
a,1,4,DET,,0,0
possible,1,5,ADJ,,0,0
strike,1,6,NOUN,e3,OCCURRENCE,EVENT
against,1,7,ADP,,0,0
Iraq,1,8,PROPN,,0,0
",",1,9,PUNCT,,0,0
despite,1,10,SCONJ,,0,0
objections,1,11,PROPN,e4,OCCURRENCE,EVENT
from,1,12,ADP,,0,0
other,1,13,ADJ,,0,0
countries,1,14,NOUN,,0,0
.,1,15,PUNCT,,0,0
Steve,2,0,PROPN,,0,0
Hurst,2,1,PROPN,,0,0
has,2,2,AUX,,0,0
that,2,3,DET,,0,0
.,2,4,PUNCT,,0,0
The,3,0,DET,,0,0
US,3,1,PROPN,,0,0
military,3,2,NOUN,,0,0
buildup,3,3,NOUN,e103,OCCURRENCE,EVENT
in,3,4,ADP,,0,0
the,3,5,DET,,0,0
Persian,3,6,PROPN,,0,0
gulf,3,7,PROPN,,0,0
continues,3,8,DET,e6,ASPECTUAL,EVENT
apace,3,9,NOUN,,0,0
",",3,10,PUNCT,,0,0
more,3,11,ADJ,,0,0
planes,3,12,NOUN,,0,0
headed,3,13,PROPN,e7,OCCURRENCE,EVENT
from,3,14,ADP,,0,0
the,3,15,DET,,0,0
united,3,16,PROPN,,0,0
states,3,17,PROPN,,0,0
and,3,18,CCONJ,,0,0
senior,3,19,ADJ,,0,0
officials,3,20,NOUN,,0,0
say,4,0,VERB,e9,REPORTING,EVENT
Iraq,5,0,PROPN,,0,0
's,5,1,PART,,0,0
president,5,2,NOUN,,0,0
Saddam,5,3,PROPN,,0,0
Hussein,5,4,PROPN,,0,0
can,5,5,VERB,,0,0
expect,5,6,VERB,e10,I_STATE,EVENT
punishing,5,7,VERB,,0,0
air,5,8,NOUN,,0,0
strikes,5,9,NOUN,e13,OCCURRENCE,EVENT
to,5,10,ADP,,0,0
