token,sentence,idx,pos,event_id,label,simple_label
PRI19980115.2000.0186,0,1,PROPN,,0,0
NEWS,0,3,PROPN,,0,0
STORY,0,4,PROPN,,0,0
Former,0,6,ADJ,,0,0
savings,0,7,NOUN,,0,0
and,0,8,CCONJ,,0,0
loan,0,9,NOUN,,0,0
chief,0,10,NOUN,,0,0
",",0,11,PUNCT,,0,0
Charles,0,12,PROPN,,0,0
Keating,0,13,PROPN,,0,0
",",0,14,PUNCT,,0,0
is,0,15,AUX,,0,0
facing,0,16,NOUN,e1,I_STATE,EVENT
more,0,17,ADJ,,0,0
legal,0,18,ADJ,,0,0
troubles,0,19,NOUN,e1997,STATE,EVENT
in,0,20,ADP,,0,0
California,0,21,PROPN,,0,0
.,0,22,PUNCT,,0,0
A,1,0,DET,,0,0
federal,1,1,ADJ,,0,0
appeals,1,2,NOUN,,0,0
court,1,3,NOUN,,0,0
has,1,4,AUX,,0,0
reinstated,1,5,X,e3,ASPECTUAL,EVENT
his,1,6,DET,,0,0
state,1,7,NOUN,,0,0
convictions,2,0,NOUN,e1998,STATE,EVENT
for,2,1,ADP,,0,0
securities,2,2,NOUN,,0,0
fraud,2,3,PROPN,e2000,OCCURRENCE,EVENT
.,2,4,PUNCT,,0,0
NPR,3,0,PROPN,,0,0
's,3,1,PART,,0,0
Elaine,3,2,PROPN,,0,0
Corey,3,3,PROPN,,0,0
has,3,4,PROPN,e4,REPORTING,EVENT
more,3,5,ADV,,0,0
from,3,6,ADP,,0,0
San,3,7,PROPN,,0,0
Francisco,3,8,PROPN,,0,0
.,3,9,PUNCT,,0,0
In,4,0,ADP,,0,0
nineteen,4,1,NUM,,0,0
ninety,4,2,NUM,,0,0
-,4,3,PUNCT,,0,0
one,4,4,NUM,,0,0
Charles,4,5,PROPN,,0,0
Keating,4,6,PROPN,,0,0
was,4,7,AUX,,0,0
convicted,4,8,NOUN,e5,OCCURRENCE,EVENT
in,4,9,ADP,,0,0
state,4,10,NOUN,,0,0
court,4,11,NOUN,,0,0
of,4,12,ADP,,0,0
helping,4,13,PROPN,e7,I_ACTION,EVENT
to,4,14,PART,,0,0
defraud,4,15,VERB,e8,OCCURRENCE,EVENT
thousands,4,16,NOUN,,0,0
of,4,17,ADP,,0,0
investors,4,18,NOUN,,0,0
who,4,19,PRON,,0,0
bought,4,20,VERB,e9,OCCURRENCE,EVENT
high,4,21,ADJ,,0,0
risk,4,22,NOUN,,0,0
junk,4,23,NOUN,,0,0
bonds,4,24,NOUN,,0,0
sold,4,25,NOUN,e10,OCCURRENCE,EVENT
by,4,26,ADP,,0,0
Keating,4,27,PROPN,,0,0
's,4,28,PART,,0,0
employees,4,29,NOUN,,0,0
at,4,30,ADP,,0,0
Lincoln,4,31,PROPN,,0,0
savings,4,32,NOUN,,0,0
and,4,33,CCONJ,,0,0
loan,4,34,NOUN,,0,0
.,4,35,PUNCT,,0,0
The,5,0,DET,,0,0
bonds,5,1,NOUN,,0,0
became,5,2,VERB,e11,OCCURRENCE,EVENT
worthless,5,3,NOUN,,0,0
when,5,4,ADV,,0,0
the,5,5,DET,,0,0
bankrupt,5,6,PROPN,e2037,STATE,EVENT
thrift,5,7,NOUN,,0,0
was,5,8,AUX,,0,0
seized,5,9,NOUN,e13,OCCURRENCE,EVENT
by,5,10,ADP,,0,0
government,5,11,NOUN,,0,0
regulators,5,12,NOUN,,0,0
.,5,13,PUNCT,,0,0
Keating,6,0,PROPN,,0,0
's,6,1,PART,,0,0
convictions,6,2,NOUN,e2003,STATE,EVENT
were,6,3,AUX,,0,0
thrown,6,4,NOUN,e14,OCCURRENCE,EVENT
out,6,5,ADP,,0,0
in,6,6,ADP,,0,0
nineteen,6,7,NUM,,0,0
ninety,6,8,NUM,,0,0
-,6,9,PUNCT,,0,0
six,6,10,NUM,,0,0
on,6,11,ADP,,0,0
a,6,12,DET,,0,0
technicality,6,13,NOUN,,0,0
.,6,14,PUNCT,,0,0
And,7,0,CCONJ,,0,0
on,7,1,ADP,,0,0
that,7,2,DET,,0,0
basis,7,3,NOUN,,0,0
Keating,7,4,PROPN,,0,0
was,7,5,AUX,,0,0
released,7,6,NOUN,e15,OCCURRENCE,EVENT
from,7,7,ADP,,0,0
prison,7,8,NOUN,,0,0
before,7,9,ADP,,0,0
he,7,10,PRON,,0,0
was,7,11,AUX,,0,0
eligible,7,12,PROPN,e2004,STATE,EVENT
for,7,13,ADP,,0,0
parole,7,14,PROPN,e2008,OCCURRENCE,EVENT
.,7,15,PUNCT,,0,0
Now,8,0,ADV,,0,0
the,8,1,DET,,0,0
ninth,8,2,ADJ,,0,0
US,8,3,PROPN,,0,0
circuit,8,4,NOUN,,0,0
court,8,5,NOUN,,0,0
of,8,6,ADP,,0,0
appeals,8,7,NOUN,,0,0
has,8,8,AUX,,0,0
ruled,8,9,NOUN,e17,I_ACTION,EVENT
that,8,10,SCONJ,,0,0
the,8,11,DET,,0,0
original,8,12,ADJ,,0,0
appeal,8,13,NOUN,e2007,OCCURRENCE,EVENT
was,8,14,AUX,,0,0
flawed,8,15,NOUN,e18,STATE,EVENT
since,8,16,SCONJ,,0,0
it,8,17,PRON,,0,0
