token,sentence,idx,pos,event_id,label,simple_label
Tomorrow,0,0,NOUN,,0,0
the,0,1,DET,,0,0
board,0,2,NOUN,,0,0
of,0,3,ADP,,0,0
supervisors,0,4,NOUN,,0,0
of,0,5,ADP,,0,0
Loudon,0,6,PROPN,,0,0
county,0,7,NOUN,,0,0
",",0,8,PUNCT,,0,0
Virginia,0,9,PROPN,,0,0
",",0,10,PUNCT,,0,0
will,0,11,VERB,,0,0
vote,0,12,VERB,e136,I_ACTION,EVENT
on,0,13,ADP,,0,0
whether,0,14,SCONJ,,0,0
a,0,15,DET,,0,0
school,0,16,NOUN,,0,0
now,0,17,ADV,,0,0
located,0,18,X,e3,OCCURRENCE,EVENT
in,0,19,ADP,,0,0
Mount,0,20,PROPN,,0,0
Vernon,0,21,PROPN,,0,0
can,0,22,VERB,,0,0
relocate,0,23,VERB,e4,OCCURRENCE,EVENT
to,0,24,ADP,,0,0
their,0,25,DET,,0,0
county,0,26,NOUN,,0,0
.,0,27,PUNCT,,0,0
In,1,0,ADP,,0,0
some,1,1,DET,,0,0
respects,1,2,NOUN,,0,0
",",1,3,PUNCT,,0,0
that,1,4,DET,,0,0
's,1,5,AUX,,0,0
typical,1,6,ADJ,,0,0
county,1,7,NOUN,,0,0
business,1,8,NOUN,,0,0
",",1,9,PUNCT,,0,0
but,1,10,CCONJ,,0,0
tomorrow,1,11,NOUN,,0,0
's,1,12,PART,,0,0
vote,1,13,NOUN,e8,OCCURRENCE,EVENT
has,1,14,AUX,,0,0
international,1,15,ADJ,,0,0
implications,1,16,PROPN,e141,STATE,EVENT
.,1,17,PUNCT,,0,0
The,2,0,DET,,0,0
board,2,1,NOUN,,0,0
will,2,2,VERB,,0,0
decide,2,3,PRON,e10,I_ACTION,EVENT
whether,2,4,SCONJ,,0,0
the,2,5,DET,,0,0
Islamic,2,6,PROPN,,0,0
Saudi,2,7,PROPN,,0,0
Academy,2,8,PROPN,,0,0
",",2,9,PUNCT,,0,0
funded,2,10,NOUN,e11,STATE,EVENT
by,2,11,ADP,,0,0
the,2,12,DET,,0,0
government,2,13,NOUN,,0,0
of,2,14,ADP,,0,0
Saudi,2,15,PROPN,,0,0
Arabia,2,16,PROPN,,0,0
",",2,17,PUNCT,,0,0
can,2,18,VERB,,0,0
move,2,19,X,e12,OCCURRENCE,EVENT
to,2,20,ADP,,0,0
Ashburn,2,21,ADJ,,0,0
village,2,22,NOUN,,0,0
",",2,23,PUNCT,,0,0
Virginia,2,24,PROPN,,0,0
.,2,25,PUNCT,,0,0
But,3,0,CCONJ,,0,0
local,3,1,ADJ,,0,0
residents,3,2,NOUN,,0,0
have,3,3,AUX,,0,0
not,3,4,PART,,0,0
exactly,3,5,ADV,,0,0
laid,3,6,NOUN,e14,I_ACTION,EVENT
out,3,7,ADP,,0,0
the,3,8,DET,,0,0
red,3,9,ADJ,,0,0
carpet,3,10,NOUN,,0,0
for,3,11,ADP,,0,0
their,3,12,DET,,0,0
would,3,13,VERB,,0,0
be,3,14,AUX,,0,0
neighbors,3,15,NOUN,,0,0
.,3,16,PUNCT,,0,0
The,4,0,DET,,0,0
World,4,1,PROPN,,0,0
's,4,2,PART,,0,0
Nancy,4,3,PROPN,,0,0
Marshalll,4,4,PROPN,,0,0
has,4,5,AUX,,0,0
our,4,6,DET,,0,0
story,4,7,NOUN,,0,0
.,4,8,PUNCT,,0,0
Inside,5,0,ADP,,0,0
the,5,1,DET,,0,0
Islamic,5,2,PROPN,,0,0
Saudi,5,3,ADJ,,0,0
academy,5,4,NOUN,,0,0
in,5,5,ADP,,0,0
Mount,5,6,PROPN,,0,0
Vernon,5,7,PROPN,,0,0
",",5,8,PUNCT,,0,0
Virginia,5,9,PROPN,,0,0
",",5,10,PUNCT,,0,0
many,5,11,ADJ,,0,0
of,5,12,ADP,,0,0
the,5,13,DET,,0,0
girls,5,14,NOUN,,0,0
wear,5,15,VERB,,0,0
head,5,16,NOUN,,0,0
scarves,5,17,NOUN,,0,0
and,5,18,CCONJ,,0,0
some,5,19,DET,,0,0
of,5,20,ADP,,0,0
the,5,21,DET,,0,0
neatly,5,22,ADV,,0,0
dressed,5,23,ADJ,,0,0
children,5,24,NOUN,,0,0
are,5,25,AUX,,0,0
in,5,26,ADP,,0,0
uniforms,5,27,NOUN,,0,0
.,5,28,PUNCT,,0,0
The,6,0,DET,,0,0
instruction,6,1,NOUN,,0,0
is,6,2,AUX,,0,0
in,6,3,ADP,,0,0
English,6,4,PROPN,,0,0
for,6,5,ADP,,0,0
most,6,6,ADJ,,0,0
classes,6,7,NOUN,,0,0
",",6,8,PUNCT,,0,0
in,6,9,ADP,,0,0
Arabic,6,10,PROPN,,0,0
for,6,11,ADP,,0,0
language,6,12,NOUN,,0,0
and,6,13,CCONJ,,0,0
religious,6,14,ADJ,,0,0
studies,6,15,NOUN,,0,0
.,6,16,PUNCT,,0,0
The,7,0,DET,,0,0
school,7,1,NOUN,,0,0
says,7,2,NOUN,e23,REPORTING,EVENT
it,7,3,PRON,,0,0
teaches,7,4,VERB,e24,OCCURRENCE,EVENT
the,7,5,DET,,0,0
children,7,6,NOUN,,0,0
to,7,7,PART,,0,0
be,7,8,AUX,,0,0
good,7,9,ADJ,,0,0
Muslims,7,10,PROPN,,0,0
and,7,11,CCONJ,,0,0
good,7,12,ADJ,,0,0
students,7,13,NOUN,,0,0
.,7,14,PUNCT,,0,0
They,8,0,PRON,,0,0
're,8,1,AUX,,0,0
learning,8,2,ADP,e26,OCCURRENCE,EVENT
a,8,3,DET,,0,0
civics,8,4,NOUN,,0,0
lesson,8,5,NOUN,,0,0
from,8,6,ADP,,0,0
the,8,7,DET,,0,0
residents,8,8,NOUN,,0,0
of,8,9,ADP,,0,0
Loudon,8,10,PROPN,,0,0
county,8,11,NOUN,,0,0
.,8,12,PUNCT,,0,0
The,9,0,DET,,0,0
Islamic,9,1,PROPN,,0,0
Saudi,9,2,PROPN,,0,0
Academy,9,3,PROPN,,0,0
