token,sentence,idx,pos,event_id,label,simple_label
PRI19980205.2000.1998,0,1,PROPN,,0,0
NEWS,0,3,NOUN,,0,0
STORY,0,4,PROPN,,0,0
Thousands,0,6,NOUN,,0,0
of,0,7,ADP,,0,0
people,0,8,NOUN,,0,0
in,0,9,ADP,,0,0
Germany,0,10,PROPN,,0,0
have,0,11,AUX,,0,0
been,0,12,AUX,,0,0
demonstrating,0,13,ADJ,e1,OCCURRENCE,EVENT
today,0,14,NOUN,,0,0
against,0,15,ADP,,0,0
the,0,16,DET,,0,0
high,0,17,ADJ,,0,0
level,0,18,NOUN,e50,STATE,EVENT
of,0,19,ADP,,0,0
unemployment,0,20,NOUN,,0,0
in,0,21,ADP,,0,0
the,0,22,DET,,0,0
country,0,23,NOUN,,0,0
.,0,24,PUNCT,,0,0
Latest,1,0,ADJ,,0,0
figures,1,1,NOUN,,0,0
show,1,2,VERB,,0,0
a,1,3,DET,,0,0
sharp,1,4,ADJ,,0,0
rise,1,5,NOUN,e4,OCCURRENCE,EVENT
",",1,6,PUNCT,,0,0
with,1,7,ADP,,0,0
nearly,1,8,ADV,,0,0
five,1,9,NUM,,0,0
million,1,10,NUM,,0,0
Germans,1,11,PROPN,,0,0
out,1,12,SCONJ,,0,0
of,1,13,ADP,,0,0
work,1,14,NOUN,,0,0
.,1,15,PUNCT,,0,0
Caroline,2,0,PROPN,,0,0
Wyatt,2,1,PROPN,,0,0
reports,2,2,VERB,,0,0
.,2,3,PUNCT,,0,0
Chanting,3,0,ADP,e6,OCCURRENCE,EVENT
Helmut,3,1,PROPN,,0,0
Kohl,3,2,PROPN,,0,0
must,3,3,VERB,,0,0
go,3,4,VERB,e7,OCCURRENCE,EVENT
the,3,5,DET,,0,0
unemployed,3,6,ADJ,,0,0
took,3,7,NOUN,e9,OCCURRENCE,EVENT
to,3,8,ADP,,0,0
the,3,9,DET,,0,0
streets,3,10,NOUN,,0,0
of,3,11,ADP,,0,0
the,3,12,DET,,0,0
German,3,13,ADJ,,0,0
capital,3,14,NOUN,,0,0
",",3,15,PUNCT,,0,0
Berlin,3,16,PROPN,,0,0
",",3,17,PUNCT,,0,0
mirroring,3,18,NOUN,e41,I_ACTION,EVENT
protests,3,19,NOUN,e10,OCCURRENCE,EVENT
around,3,20,ADP,,0,0
the,3,21,DET,,0,0
country,3,22,NOUN,,0,0
.,3,23,PUNCT,,0,0
Joblessness,4,0,NOUN,,0,0
is,4,1,AUX,,0,0
now,4,2,ADV,,0,0
at,4,3,VERB,e51,STATE,EVENT
its,4,4,DET,,0,0
highest,4,5,ADJ,,0,0
level,4,6,NOUN,,0,0
in,4,7,ADP,,0,0
Germany,4,8,PROPN,,0,0
since,4,9,SCONJ,,0,0
the,4,10,DET,,0,0
second,4,11,ADJ,,0,0
world,4,12,NOUN,,0,0
war,4,13,NUM,e12,OCCURRENCE,EVENT
.,4,14,PUNCT,,0,0
With,5,0,ADP,,0,0
the,5,1,DET,,0,0
general,5,2,ADJ,,0,0
election,5,3,NOUN,e14,OCCURRENCE,EVENT
due,5,4,DET,,0,0
this,5,5,DET,,0,0
September,5,6,PROPN,,0,0
",",5,7,PUNCT,,0,0
record,5,8,NOUN,,0,0
figures,5,9,NOUN,,0,0
could,5,10,VERB,,0,0
n't,5,11,PART,,0,0
have,5,12,AUX,,0,0
come,5,13,NOUN,e19,OCCURRENCE,EVENT
at,5,14,ADP,,0,0
a,5,15,DET,,0,0
worst,5,16,ADJ,,0,0
time,5,17,NOUN,,0,0
for,5,18,ADP,,0,0
Chancellor,5,19,PROPN,,0,0
Kohl,5,20,PROPN,,0,0
.,5,21,PUNCT,,0,0
His,6,0,DET,,0,0
promise,6,1,NOUN,e22,I_ACTION,EVENT
to,6,2,ADP,,0,0
half,6,3,NOUN,e24,OCCURRENCE,EVENT
unemployment,6,4,NOUN,,0,0
by,6,5,ADP,,0,0
the,6,6,DET,,0,0
year,6,7,NOUN,,0,0
two,6,8,NUM,,0,0
thousand,6,9,NUM,,0,0
has,7,0,AUX,,0,0
now,7,1,ADV,,0,0
been,7,2,AUX,,0,0
abandoned,7,3,NOUN,e25,ASPECTUAL,EVENT
.,7,4,PUNCT,,0,0
And,8,0,CCONJ,,0,0
the,8,1,DET,,0,0
German,8,2,ADJ,,0,0
electorate,8,3,NOUN,,0,0
appears,8,4,VERB,,0,0
increasingly,8,5,ADV,,0,0
eager,8,6,NOUN,e49,I_STATE,EVENT
to,8,7,ADP,,0,0
dispense,8,8,NOUN,e28,OCCURRENCE,EVENT
with,8,9,ADP,,0,0
the,8,10,DET,,0,0
services,8,11,NOUN,,0,0
of,8,12,ADP,,0,0
Europe,8,13,PROPN,,0,0
's,8,14,PART,,0,0
longest,8,15,ADJ,,0,0
serving,8,16,VERB,,0,0
leader,8,17,NOUN,,0,0
.,8,18,PUNCT,,0,0
Caroline,9,0,PROPN,,0,0
Wyatt,9,1,PROPN,,0,0
",",9,2,PUNCT,,0,0
BBC,9,3,PROPN,,0,0
news,9,4,NOUN,,0,0
",",9,5,PUNCT,,0,0
Bonn,9,6,PROPN,,0,0
.,9,7,PUNCT,,0,0
